Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
182,0.5114197531,0.1417945709,0.9306405707,2.1261982138,-0.4413489031,0.0833950617,0.0808169214,0.9267410248,4.2511051142,1.5195315303,0.4051851852,0.0803328125,0.8237009459,1.9695687472,-0.0909947094,0.4051851852,0.0803328125,0.8237009459,1.9695687472,-0.0909947094
