Generation 0 | Revalues: 100 | GridSize: 10
Generation 1 | Revalues: 348 | GridSize: 8
Generation 2 | Revalues: 580 | GridSize: 9
Generation 3 | Revalues: 790 | GridSize: 10
Generation 4 | Revalues: 1002 | GridSize: 8
Generation 5 | Revalues: 1198 | GridSize: 14
Generation 6 | Revalues: 1418 | GridSize: 20
Generation 7 | Revalues: 1632 | GridSize: 17
Generation 8 | Revalues: 1852 | GridSize: 15
Generation 9 | Revalues: 2066 | GridSize: 18
Generation 10 | Revalues: 2274 | GridSize: 19
Generation 11 | Revalues: 2486 | GridSize: 17
Generation 12 | Revalues: 2716 | GridSize: 17
Generation 13 | Revalues: 2954 | GridSize: 15
Generation 14 | Revalues: 3172 | GridSize: 18
Generation 15 | Revalues: 3392 | GridSize: 25
Generation 16 | Revalues: 3588 | GridSize: 21
Generation 17 | Revalues: 3806 | GridSize: 18
Generation 18 | Revalues: 4010 | GridSize: 17
Generation 19 | Revalues: 4198 | GridSize: 15
Generation 20 | Revalues: 4452 | GridSize: 19
Generation 21 | Revalues: 4646 | GridSize: 18
Generation 22 | Revalues: 4882 | GridSize: 22
Generation 23 | Revalues: 5086 | GridSize: 26
Generation 24 | Revalues: 5314 | GridSize: 22
Generation 25 | Revalues: 5560 | GridSize: 15
Generation 26 | Revalues: 5798 | GridSize: 18
Generation 27 | Revalues: 6024 | GridSize: 23
Generation 28 | Revalues: 6258 | GridSize: 24
Generation 29 | Revalues: 6464 | GridSize: 27
Generation 30 | Revalues: 6662 | GridSize: 25
Generation 31 | Revalues: 6862 | GridSize: 23
Generation 32 | Revalues: 7072 | GridSize: 22
Generation 33 | Revalues: 7274 | GridSize: 25
Generation 34 | Revalues: 7508 | GridSize: 23
Generation 35 | Revalues: 7716 | GridSize: 24
Generation 36 | Revalues: 7940 | GridSize: 19
Generation 37 | Revalues: 8178 | GridSize: 21
Generation 38 | Revalues: 8376 | GridSize: 22
Generation 39 | Revalues: 8588 | GridSize: 38
Generation 40 | Revalues: 8810 | GridSize: 27
Generation 41 | Revalues: 9070 | GridSize: 28
Generation 42 | Revalues: 9290 | GridSize: 25
Generation 43 | Revalues: 9504 | GridSize: 26
Generation 44 | Revalues: 9720 | GridSize: 26
Generation 45 | Revalues: 9938 | GridSize: 26
Generation 46 | Revalues: 10186 | GridSize: 25
Generation 47 | Revalues: 10406 | GridSize: 30
Generation 48 | Revalues: 10644 | GridSize: 30
Generation 49 | Revalues: 10856 | GridSize: 34
Generation 50 | Revalues: 11080 | GridSize: 35
Generation 51 | Revalues: 11286 | GridSize: 27
Generation 52 | Revalues: 11496 | GridSize: 34
Generation 53 | Revalues: 11704 | GridSize: 32
Generation 54 | Revalues: 11932 | GridSize: 26
Generation 55 | Revalues: 12130 | GridSize: 33
Generation 56 | Revalues: 12338 | GridSize: 29
Generation 57 | Revalues: 12578 | GridSize: 24
Generation 58 | Revalues: 12806 | GridSize: 32
Generation 59 | Revalues: 13026 | GridSize: 34
Generation 60 | Revalues: 13230 | GridSize: 41
Generation 61 | Revalues: 13440 | GridSize: 32
Generation 62 | Revalues: 13654 | GridSize: 32
Generation 63 | Revalues: 13882 | GridSize: 36
Generation 64 | Revalues: 14110 | GridSize: 38
Generation 65 | Revalues: 14316 | GridSize: 35
Generation 66 | Revalues: 14530 | GridSize: 33
Generation 67 | Revalues: 14772 | GridSize: 32
Generation 68 | Revalues: 14994 | GridSize: 27
Generation 69 | Revalues: 15206 | GridSize: 35
Generation 70 | Revalues: 15422 | GridSize: 34
Generation 71 | Revalues: 15638 | GridSize: 36
Generation 72 | Revalues: 15852 | GridSize: 40
Generation 73 | Revalues: 16062 | GridSize: 38
