Instance,SBS_Prediction
0,0.7252268087729997
1,0.7919276192729998
10,0.7830492282384995
100,0.7592141782720002
101,0.7902579550245007
102,0.8027400287560009
103,0.7630668753475003
104,0.7400851429940005
105,0.7326244021055004
106,0.7335636821529999
107,0.7183202253615003
108,0.7097674243594999
109,0.7447512780244995
11,0.7686006208864995
110,0.7785363405300001
111,0.7745926418104999
112,0.7774079736644997
113,0.7592383840465002
114,0.7397437839394999
115,0.7438980169029992
116,0.7394861855239998
117,0.7383022919704998
118,0.7384255530894996
119,0.7273626044210001
12,0.741667722226
120,0.736460529292
121,0.7402423246880003
122,0.7405868104009999
123,0.7567551315480003
124,0.7645970454805001
125,0.7634780780344999
126,0.7649889965025001
127,0.751588847007
128,0.7623005062234999
129,0.7820463521350003
13,0.779330448252
130,0.7675892716985002
131,0.7630170962930003
132,0.7503152036745
133,0.7509506012445
134,0.7580104126290002
135,0.7722710741614999
136,0.7882132704515001
137,0.7922859481144994
138,0.7922308862164995
139,0.7703804583999994
14,0.7752804831879999
140,0.8008624124819996
141,0.8126185569780006
142,0.8187961973965
143,0.8090293468987
144,0.8129568908468999
145,0.805849295377
146,0.7930754225991501
147,0.8013141106604
148,0.8131791682078997
149,0.8092465061917999
15,0.8140856983779501
150,0.8092037091000499
151,0.8161628543082498
152,0.8114540633274501
153,0.8102619856145494
154,0.8084752024701498
155,0.8189375107154501
156,0.8107213767549495
157,0.8038820541295997
158,0.81402415703405
159,0.8119927231212
16,0.8112934118960498
160,0.8057260968647002
161,0.8176483865962502
162,0.8015955589388996
163,0.8152015601272499
164,0.8167966824237493
