Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 306 | GridSize: 5
Generation 2 | Revalues: 516 | GridSize: 8
Generation 3 | Revalues: 722 | GridSize: 11
Generation 4 | Revalues: 936 | GridSize: 11
Generation 5 | Revalues: 1158 | GridSize: 19
Generation 6 | Revalues: 1378 | GridSize: 20
Generation 7 | Revalues: 1610 | GridSize: 22
Generation 8 | Revalues: 1826 | GridSize: 22
Generation 9 | Revalues: 2048 | GridSize: 12
Generation 10 | Revalues: 2268 | GridSize: 14
Generation 11 | Revalues: 2474 | GridSize: 14
Generation 12 | Revalues: 2674 | GridSize: 16
Generation 13 | Revalues: 2890 | GridSize: 14
Generation 14 | Revalues: 3084 | GridSize: 18
Generation 15 | Revalues: 3284 | GridSize: 17
Generation 16 | Revalues: 3506 | GridSize: 21
Generation 17 | Revalues: 3698 | GridSize: 15
Generation 18 | Revalues: 3914 | GridSize: 20
Generation 19 | Revalues: 4136 | GridSize: 23
Generation 20 | Revalues: 4348 | GridSize: 21
Generation 21 | Revalues: 4576 | GridSize: 27
Generation 22 | Revalues: 4810 | GridSize: 28
Generation 23 | Revalues: 5052 | GridSize: 23
Generation 24 | Revalues: 5272 | GridSize: 19
Generation 25 | Revalues: 5506 | GridSize: 22
Generation 26 | Revalues: 5714 | GridSize: 21
Generation 27 | Revalues: 5918 | GridSize: 20
Generation 28 | Revalues: 6144 | GridSize: 16
Generation 29 | Revalues: 6356 | GridSize: 19
Generation 30 | Revalues: 6576 | GridSize: 21
Generation 31 | Revalues: 6786 | GridSize: 25
Generation 32 | Revalues: 7026 | GridSize: 28
Generation 33 | Revalues: 7248 | GridSize: 37
Generation 34 | Revalues: 7482 | GridSize: 33
Generation 35 | Revalues: 7704 | GridSize: 25
Generation 36 | Revalues: 7926 | GridSize: 32
Generation 37 | Revalues: 8150 | GridSize: 27
Generation 38 | Revalues: 8390 | GridSize: 31
Generation 39 | Revalues: 8622 | GridSize: 32
Generation 40 | Revalues: 8860 | GridSize: 30
Generation 41 | Revalues: 9088 | GridSize: 33
Generation 42 | Revalues: 9328 | GridSize: 32
Generation 43 | Revalues: 9560 | GridSize: 29
Generation 44 | Revalues: 9776 | GridSize: 24
Generation 45 | Revalues: 10002 | GridSize: 32
Generation 46 | Revalues: 10224 | GridSize: 29
Generation 47 | Revalues: 10450 | GridSize: 32
Generation 48 | Revalues: 10682 | GridSize: 38
Generation 49 | Revalues: 10874 | GridSize: 28
Generation 50 | Revalues: 11072 | GridSize: 40
Generation 51 | Revalues: 11294 | GridSize: 28
Generation 52 | Revalues: 11502 | GridSize: 29
Generation 53 | Revalues: 11730 | GridSize: 35
Generation 54 | Revalues: 11968 | GridSize: 30
Generation 55 | Revalues: 12202 | GridSize: 29
Generation 56 | Revalues: 12412 | GridSize: 32
Generation 57 | Revalues: 12626 | GridSize: 31
Generation 58 | Revalues: 12866 | GridSize: 39
Generation 59 | Revalues: 13092 | GridSize: 37
Generation 60 | Revalues: 13304 | GridSize: 46
Generation 61 | Revalues: 13532 | GridSize: 43
Generation 62 | Revalues: 13760 | GridSize: 42
Generation 63 | Revalues: 13966 | GridSize: 44
Generation 64 | Revalues: 14202 | GridSize: 45
Generation 65 | Revalues: 14402 | GridSize: 46
Generation 66 | Revalues: 14622 | GridSize: 43
Generation 67 | Revalues: 14844 | GridSize: 43
Generation 68 | Revalues: 15078 | GridSize: 44
Generation 69 | Revalues: 15288 | GridSize: 40
Generation 70 | Revalues: 15520 | GridSize: 37
Generation 71 | Revalues: 15730 | GridSize: 44
Generation 72 | Revalues: 15940 | GridSize: 34
Generation 73 | Revalues: 16142 | GridSize: 31
Generation 74 | Revalues: 16368 | GridSize: 36
Generation 75 | Revalues: 16586 | GridSize: 40
Generation 76 | Revalues: 16830 | GridSize: 44
Generation 77 | Revalues: 17034 | GridSize: 39
Generation 78 | Revalues: 17264 | GridSize: 43
Generation 79 | Revalues: 17486 | GridSize: 46
Generation 80 | Revalues: 17680 | GridSize: 45
Generation 81 | Revalues: 17902 | GridSize: 46
Generation 82 | Revalues: 18110 | GridSize: 51
Generation 83 | Revalues: 18308 | GridSize: 49
Generation 84 | Revalues: 18532 | GridSize: 35
Generation 85 | Revalues: 18752 | GridSize: 44
Generation 86 | Revalues: 18956 | GridSize: 47
Generation 87 | Revalues: 19186 | GridSize: 48
Generation 88 | Revalues: 19428 | GridSize: 40
Generation 89 | Revalues: 19656 | GridSize: 39
Generation 90 | Revalues: 19900 | GridSize: 42
Generation 91 | Revalues: 20134 | GridSize: 48
Generation 92 | Revalues: 20376 | GridSize: 40
