Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 298 | GridSize: 3
Generation 2 | Revalues: 528 | GridSize: 6
Generation 3 | Revalues: 738 | GridSize: 11
Generation 4 | Revalues: 912 | GridSize: 18
Generation 5 | Revalues: 1128 | GridSize: 19
Generation 6 | Revalues: 1322 | GridSize: 16
Generation 7 | Revalues: 1528 | GridSize: 27
Generation 8 | Revalues: 1700 | GridSize: 25
Generation 9 | Revalues: 1896 | GridSize: 22
Generation 10 | Revalues: 2076 | GridSize: 24
Generation 11 | Revalues: 2266 | GridSize: 30
Generation 12 | Revalues: 2474 | GridSize: 33
Generation 13 | Revalues: 2668 | GridSize: 35
Generation 14 | Revalues: 2896 | GridSize: 40
Generation 15 | Revalues: 3116 | GridSize: 36
Generation 16 | Revalues: 3336 | GridSize: 43
Generation 17 | Revalues: 3528 | GridSize: 40
Generation 18 | Revalues: 3738 | GridSize: 39
Generation 19 | Revalues: 3952 | GridSize: 40
Generation 20 | Revalues: 4134 | GridSize: 43
Generation 21 | Revalues: 4332 | GridSize: 37
Generation 22 | Revalues: 4542 | GridSize: 41
Generation 23 | Revalues: 4734 | GridSize: 43
Generation 24 | Revalues: 4938 | GridSize: 49
Generation 25 | Revalues: 5148 | GridSize: 46
Generation 26 | Revalues: 5358 | GridSize: 49
Generation 27 | Revalues: 5582 | GridSize: 50
Generation 28 | Revalues: 5774 | GridSize: 53
Generation 29 | Revalues: 5974 | GridSize: 58
Generation 30 | Revalues: 6182 | GridSize: 43
Generation 31 | Revalues: 6384 | GridSize: 47
Generation 32 | Revalues: 6582 | GridSize: 46
Generation 33 | Revalues: 6784 | GridSize: 51
Generation 34 | Revalues: 6998 | GridSize: 51
Generation 35 | Revalues: 7210 | GridSize: 46
Generation 36 | Revalues: 7392 | GridSize: 47
Generation 37 | Revalues: 7588 | GridSize: 56
Generation 38 | Revalues: 7804 | GridSize: 63
Generation 39 | Revalues: 8012 | GridSize: 50
Generation 40 | Revalues: 8210 | GridSize: 52
Generation 41 | Revalues: 8404 | GridSize: 60
Generation 42 | Revalues: 8584 | GridSize: 56
Generation 43 | Revalues: 8784 | GridSize: 53
Generation 44 | Revalues: 8978 | GridSize: 50
Generation 45 | Revalues: 9182 | GridSize: 53
Generation 46 | Revalues: 9376 | GridSize: 48
Generation 47 | Revalues: 9596 | GridSize: 55
Generation 48 | Revalues: 9792 | GridSize: 53
Generation 49 | Revalues: 9990 | GridSize: 55
Generation 50 | Revalues: 10184 | GridSize: 55
Generation 51 | Revalues: 10380 | GridSize: 58
Generation 52 | Revalues: 10594 | GridSize: 57
Generation 53 | Revalues: 10790 | GridSize: 60
Generation 54 | Revalues: 11010 | GridSize: 66
Generation 55 | Revalues: 11204 | GridSize: 59
Generation 56 | Revalues: 11388 | GridSize: 59
Generation 57 | Revalues: 11590 | GridSize: 59
Generation 58 | Revalues: 11778 | GridSize: 53
Generation 59 | Revalues: 12002 | GridSize: 53
Generation 60 | Revalues: 12206 | GridSize: 55
Generation 61 | Revalues: 12414 | GridSize: 60
Generation 62 | Revalues: 12634 | GridSize: 68
Generation 63 | Revalues: 12852 | GridSize: 59
Generation 64 | Revalues: 13056 | GridSize: 49
Generation 65 | Revalues: 13266 | GridSize: 49
Generation 66 | Revalues: 13462 | GridSize: 52
Generation 67 | Revalues: 13700 | GridSize: 45
Generation 68 | Revalues: 13910 | GridSize: 45
Generation 69 | Revalues: 14096 | GridSize: 48
Generation 70 | Revalues: 14304 | GridSize: 56
Generation 71 | Revalues: 14510 | GridSize: 51
Generation 72 | Revalues: 14732 | GridSize: 45
Generation 73 | Revalues: 14924 | GridSize: 48
