Feature,Importance
INF_sd,0.12888661448408814
INF_sk,0.08639821596371113
SUP_r1,0.07751218979989258
INF_kr,0.06749968504155529
SUP_kr,0.06034629348388315
SUP_sd,0.05522436905491925
IND_sd,0.05059183391639073
INC_sd,0.05021240785881378
INF_r1,0.048248591855672956
INF_avg,0.043497069792244734
SUP_sk,0.043126568474792404
IND_r1,0.04248806599762677
IND_kr,0.042284505120074097
INC_kr,0.041336605832687716
INC_r1,0.04033080062377734
INC_avg,0.02628905008413884
IND_avg,0.0262596615235494
SUP_avg,0.024125308508639375
INC_sk,0.02310744579292049
IND_sk,0.022234716790621948
