Feature,Importance
INF_sd,0.24518692298682357
INF_r1,0.07863381520912563
SUP_r1,0.07767628096671754
INF_kr,0.06976530268603086
IND_r1,0.06503976418274811
INC_r1,0.0623424734980496
SUP_sd,0.06068339643771013
INF_sk,0.037670567194206354
SUP_kr,0.033677723954305204
IND_kr,0.03185164273668685
INC_kr,0.031415419562059024
IND_sd,0.03127746566792023
INC_sd,0.029676203213987614
INF_avg,0.028032768236304236
INC_sk,0.0273890675831832
IND_sk,0.026914950588428663
SUP_sk,0.022419738749022616
IND_avg,0.013674073938808064
SUP_avg,0.013418858428092184
INC_avg,0.01325356417979032
