Feature,Importance
INF_avg,0.13146917417749385
SUP_sd,0.11346915240902872
INF_r1,0.0886626520041252
SUP_sk,0.0802765276695648
INF_sd,0.0797021493319391
INF_sk,0.0713770317279838
SUP_kr,0.06997213553069154
INF_kr,0.04210679077838603
SUP_r1,0.04056234807633304
IND_avg,0.03448204537075515
INC_avg,0.03409244300264427
IND_r1,0.03384908320896355
INC_r1,0.03246029729267189
SUP_avg,0.029777204610796894
IND_kr,0.02108259699233964
INC_kr,0.019978146969108556
IND_sd,0.019861138286780253
INC_sd,0.019176895457424042
INC_sk,0.01889531235561491
IND_sk,0.018746874747354883
