Feature,Importance
INF_sk,0.16700603656040486
SUP_sd,0.11735642904557125
SUP_r1,0.1157247332167601
IND_r1,0.07675725195830509
INC_r1,0.0707765870670444
INF_sd,0.06914587054087246
INF_kr,0.0578918045528692
INF_avg,0.045377928181906196
SUP_kr,0.042957099162048484
INF_r1,0.03901177860314206
SUP_sk,0.038733943027764096
IND_avg,0.02095982625614195
INC_avg,0.020685827348671387
SUP_avg,0.019528161561518882
IND_kr,0.017975685649847438
INC_sk,0.017333682180214166
INC_kr,0.017327226250897027
IND_sk,0.016943383022992985
IND_sd,0.014718617800368912
INC_sd,0.013788128012659178
