Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
50,0.483671875,0.1179504073,0.7342192074,2.3168873811,-0.0969119349,0.089296875,0.0666167161,0.8129966921,3.1517578869,1.0308267251,0.42703125,0.0713634992,0.3729701112,2.8064979519,-0.3033740339,0.42703125,0.0713634992,0.3729701112,2.8064979519,-0.3033740339
