Instance,Mean,,Median,,Standard deviation,
,MOEA/D,NSGA-II,MOEA/D,NSGA-II,MOEA/D,NSGA-II
170,0.7682182265755,0.80415439878,0.89376949845,0.9090260138999999,0.28704819902616746,0.2576812652971894
171,0.8759556048175,0.8852203128915,0.99393625715,0.9954586078500001,0.26700977420907857,0.2565957866705045
172,0.9376556117555,0.97814789304,1.016293712,1.0403043205000002,0.22616746963605658,0.18313858623182389
173,0.886905703118,0.90630767565,0.94407316715,0.9523924653,0.27048873139877955,0.2497417895253483
174,0.874979781423,0.90976288576,0.9676600597,0.9878224471,0.24223621313818736,0.20984887165992305
175,0.8649282063995,0.92626541862,0.97355114815,1.0065026955,0.232656735356545,0.1725265941361906
176,0.7919610008761,0.79384407586295,0.8932754306999999,0.8946702559499999,0.32126867560459377,0.3198015442710999
177,0.9108642855205,0.9566098399449999,1.0352910865,1.0573284534999998,0.2819276349895031,0.22702410978242524
178,0.8741910935095,0.924145769045,0.9915687103999999,1.0191897,0.26746912138346796,0.21194646888042284
179,0.8359307471495,0.885429161995,0.9166128517500001,0.94699504385,0.23916268936572613,0.194271575927432
180,0.7313364289675,0.81859593037,0.8915559837,0.9295920954500001,0.3364706998740718,0.24208979520420046
181,0.80176991376,0.86396074771,0.98701756695,1.0139083654999999,0.30299897749338023,0.24614610013798338
182,0.8975197271876,0.9026729472305,1.0599707075,1.0605928924999999,0.3026628646421437,0.2967842084571179
183,0.9881645022583,0.9997000053225,1.0507075805000001,1.0574572985,0.23583810613491737,0.22251379080910588
184,0.811061595084,0.86724884133,0.8964258462,0.93053237615,0.26665044218649914,0.2175236185446044
185,0.930600831297,0.974587832285,1.024254994,1.0501673285000002,0.23790854278804419,0.19140665039478172
186,0.9490964742985,0.9576203902535,1.0755080445,1.0792939659999998,0.2520351404087174,0.24248231735912684
187,0.8946300934305,0.9526246899,0.968792863,1.006035603,0.21530611151207016,0.1581287047967235
188,0.8803893745205,0.917767841395,0.99259805435,1.0114394735499999,0.2597453845646745,0.22551725839635425
189,0.95350961485175,0.9568166973945,1.058423915,1.0587311295,0.24611333568166482,0.24066128997946262
190,0.812994700685,0.875384050445,0.9129267605,0.9510214334,0.2610060343015898,0.21065216503795234
191,0.816701371383,0.87110305022,0.89931213025,0.9297302330499999,0.2705281224196857,0.22023415566344598
192,0.8248455664505,0.862594463075,0.9497132591999999,0.96603149825,0.2709942767493321,0.23199857743583957
193,0.7917142666929999,0.85896710314,0.8444975450000001,0.8905536359999999,0.2753566061937616,0.21465811362398693
194,0.789406324055,0.8069859676545,0.8104563428,0.82234241395,0.30554328333128555,0.2873330557528596
195,0.8074327518459999,0.883161512095,0.9337402873,0.97211853845,0.28404825120061994,0.20631302329938225
196,0.6444885115435,0.73520009394,0.7280648508,0.7806961984,0.31003810327378095,0.24187500979518908
197,0.878718561387,0.9057420243050001,1.0305643215,1.0415086835,0.28956822876962635,0.2611293364041045
198,0.8716942963785,0.92978828473,0.9978136343499999,1.0283728255,0.25376272047719467,0.19598791058976184
199,0.881096470433,0.904250631895,0.9898666281,0.9999113012,0.24333531541085468,0.21778953311906843
200,0.8566900069005,0.884107720335,0.9899957446,1.0028966195,0.2777826357128518,0.25103060725993437
201,0.8766773902515,0.898137692425,0.9787349009999999,0.9906486465,0.2714128544325167,0.25013927593479013
202,0.935099626357,0.97514710101,1.0314664395,1.0555475950000002,0.23348318964863962,0.1917756432541872
203,0.849786733958,0.89848346783,0.89211660825,0.9219759787999999,0.21053859728235114,0.16237963474752942
204,0.7494975031960001,0.80791090295,0.92734038165,0.9515381895999999,0.3320535286257583,0.2807854362411855
205,0.803609076505,0.841285708995,0.9533365787,0.97153435105,0.2739912238964511,0.23963985745291883
206,0.9094277102955,0.966459767065,1.0005294695,1.0322007205,0.22468759866430416,0.16613620621272365
207,0.8671011740055,0.93857840665,0.96466948365,1.0029532257,0.25815564943284514,0.1897576537425893
208,0.797376501227,0.83908357657,0.8919189429500001,0.91107631615,0.25950344231434336,0.22500483673844093
209,0.8592302756085,0.900035785675,0.9749676986,0.9984725745,0.27568526298475726,0.23285787632720023
210,0.8319441549759999,0.87307919208,0.942239501,0.964613426,0.25706852260689794,0.22156704097868016
211,0.7501402252275,0.79681862917,0.8887513353000001,0.9081072661,0.3263424515706437,0.28228449374444087
212,0.752113378331,0.83568607077,0.8125461351500001,0.8727695701,0.2791486299695054,0.2100560281812732
213,0.85805535793775,0.8650521707945,1.0121727861,1.0122282413500001,0.3306428224950011,0.32061749221311614
214,0.9040450038895,0.956718961855,1.002940087,1.031790185,0.2291415791811787,0.1772282121946732
215,0.858586855992,0.88590138977,0.9807506358,0.9936603169,0.2776955172444213,0.2543823318428649
216,0.768781368088,0.7890138016965,0.9304359332500001,0.93658928705,0.33258709012196225,0.3148341710305635
217,0.881573497178,0.915956785725,0.96142256845,0.98227920655,0.25483041971428594,0.2198002769196966
218,0.8118757251245,0.87931093491,0.9121760099,0.9503188783500001,0.2357436262774496,0.17489732607152672
219,0.8639610475,0.904777586985,1.004230766,1.0248171915,0.2618594037289658,0.2222878881488963
220,0.7458158111255,0.82390014362,0.83340830955,0.87835368465,0.2960487395963901,0.2281850682026822
221,0.9107305208709,0.9249240444055,1.0228616879999999,1.0296725115,0.2529642430432824,0.23696109385769126
222,0.89044749523045,0.8938648419345,1.0406814315,1.0409575855000002,0.3168809937797493,0.3125414476255004
223,0.859938789874,0.91429833542,0.97284238985,1.000673367,0.24553852792864853,0.19009144609272968
224,0.84733796511225,0.8603862033535,0.9655254858,0.9700046381,0.30372523412162195,0.29047796255642644
225,0.8490123700905,0.903121788615,0.9907270067,1.014363176,0.31146440626414723,0.25301083122561674
226,0.83407149411875,0.8404472653125,0.9064205878,0.9071902701000001,0.2643491639213625,0.25564328733794667
227,0.8130169630835,0.84988881363,0.9487815737,0.9639368338500001,0.33234126671783665,0.29426498468058243
228,0.923632173422,0.95655844812,1.025039682,1.0453512065,0.24385013342937134,0.21059474046377868
229,0.872119804413,0.91832856877,1.0162103975,1.039520994,0.2849634020052084,0.23605716710296398
230,0.8759777723323,0.8781976092755001,1.014849666,1.0144610086,0.29147026171865603,0.28805358306945594
231,0.8209467544195,0.866819929615,0.96724039305,0.9893662452,0.284699429468428,0.2438595201434341
232,0.7733562482725,0.781346081764,0.83856268225,0.8421780763,0.3032240361379901,0.29629908227489743
233,0.9197723802835001,0.95311779633,1.0564050335,1.0715846175000001,0.2873893003634416,0.2519663721368023
234,0.781040948673,0.794978597607,0.96322041965,0.9670845690000001,0.32658712076197133,0.3135795255275411
235,0.7571825356874999,0.79114372277,0.96898407655,0.9781444491,0.3976385120647974,0.3615989325681566
236,0.9405008791465,0.982528080935,1.006450097,1.0338107575,0.2242457589315905,0.17364846780898904
237,0.844884031527,0.854215021122,0.9659656756999999,0.96667088785,0.3149455161883147,0.30221844814237586
238,0.8335639446725,0.86778735117,0.99772100645,1.0095776841,0.30602226485327766,0.2724851512763616
239,0.91313250189455,0.9188626883985,1.00678095735,1.0088188847,0.25695806283094047,0.2479951762863734
240,0.8983628565775,0.951881260625,1.000702848,1.0301174615000002,0.247183970114955,0.19179531043401152
241,0.90989690441965,0.9150264575195001,1.01559369205,1.01662120155,0.2810834467633774,0.2750774579389211
242,0.9518313254818,0.962625927088,1.055522965,1.0624111649999999,0.25875045765753507,0.2473106737602264
243,0.9813705905066,0.9834010719505,1.073028082,1.073577083,0.24723493623589526,0.24459577220296314
244,0.877230777802,0.927504012435,0.9938027264,1.0226903219999999,0.24950539719529446,0.20030161911984473
245,0.7774831323675,0.8652423946,0.93453525375,0.9735262868,0.2652849594713148,0.18795784139090466
246,0.8430789689754999,0.881864041965,0.97683636165,0.9940789545,0.2549549029746445,0.21830820972103215
247,0.8047680407360001,0.853071715245,0.92319057995,0.9470869005,0.2908236120601035,0.24263065979312287
248,0.90476529120815,0.9076510243265,0.9928435954,0.9935620967000001,0.2502865340590662,0.2463599522429429
249,0.870556032735,0.924626817805,0.99333081235,1.0226094795,0.2569482880446039,0.20040528616224548
250,0.8326489524345,0.8481550205775,0.9951812332000001,1.001179166,0.29624439239917805,0.27964310258852515
251,0.7922247429985,0.839915825165,1.019050328,1.039868959,0.3862837513953563,0.3382622925068773
252,0.7958304630005,0.844999862635,0.93721880225,0.9575983329,0.3085998523750512,0.2637859215321015
253,0.8335872925160001,0.84563198329,1.0052398034999999,1.0082669355,0.3436261987627129,0.3295854482146232
254,0.887035211374,0.90399290797,1.017653804,1.0257873384999998,0.2495990466441045,0.23170482604240253
255,0.9221019948737,0.92681800373,1.027775971,1.0295889630000001,0.24951690093768628,0.24323762164913557
256,0.7785645242225,0.80458914086,0.9780219178,0.9855369765499999,0.34415797638065965,0.31489173671044146
257,0.7670512690355,0.841216093045,0.82958431865,0.88421388885,0.32491148166950656,0.25779750496591997
258,0.910094914331,0.954144757155,0.9914493516,1.017006187,0.22339770243148063,0.1763652197446618
259,0.872314720103,0.91296028443,0.9891846640999999,1.01004664835,0.2567807444649991,0.21717281250426188
260,0.9195311428148499,0.923745809228,1.0457824505,1.046897484,0.25937970075396316,0.2520707246490866
261,0.873426335317,0.93372611277,0.9954284342499999,1.0274107655,0.24409878873755284,0.18646310738349922
262,0.7701731486765,0.8165270578,0.82526415045,0.85535155765,0.2925919967770517,0.25311863863459133
263,0.8042697474065,0.84131705412,0.9134958514,0.9288557801999999,0.28760152912612647,0.25139954068297365
264,0.8092342940005001,0.844522703635,0.89790832265,0.917846145,0.27804067525240617,0.2491349685403677
265,0.891323763164,0.894317914927,1.0540423765,1.0544980635,0.2828704372202749,0.2790305299206921
266,0.86977052830795,0.87975037116,0.9296305752,0.93350647145,0.24737942383555414,0.2355886570986913
267,0.905654425331,0.937974851405,0.9999446043,1.0159022585,0.24001419863081408,0.20677257530506632
268,0.9119974904075,0.9383424713249999,0.9964692714,1.0116526745,0.2427446217312095,0.21562779888701172
269,0.8539254060581,0.873088367219,1.0133342327,1.01628648345,0.3294162433538963,0.3063347682095888
270,0.8738644201525,0.927297784935,0.94661502295,0.9802573639000001,0.2235056041295679,0.1748290508020002
271,0.7000578398739999,0.75686591305,0.84271358315,0.8679841587,0.3660560155444036,0.3153565773249685
272,0.92641996285135,0.9358165269915,1.055664539,1.057770868,0.28412119885394604,0.2718663790904006
273,0.9678256243251,0.98837532501,1.0568933514999999,1.0689381134999998,0.24672208208787874,0.22318065336966683
274,0.8931670523454001,0.904966868668,1.0183745931000001,1.021749032,0.29843248807931383,0.28145867548390446
275,0.7882410368415,0.845598745975,0.93924667195,0.9663537533,0.31042305770844925,0.25779871506987473
276,0.7382429362695,0.7806874564,0.88065648115,0.89690997715,0.3551462590797245,0.31875623032400063
277,0.936207958647,0.942240824141,1.0251692635,1.026652915,0.2508490758606803,0.2424190603939342
