Instance,SBS_Prediction
0,0.7304555018904998
1,0.7882085936694996
10,0.7885298593619996
100,0.7622826204160001
101,0.7879916008330006
102,0.8021066912510009
103,0.7641161811870003
104,0.735050869028
105,0.7396134710340003
106,0.7269363695900002
107,0.7101094035025001
108,0.7152896719455
109,0.7317841632494998
11,0.7677445698084998
110,0.7863619535394997
111,0.7823685803755
112,0.7649102799774998
113,0.7642217700769998
114,0.7444245866985
115,0.7359966665754996
116,0.7531267772989996
117,0.7356006423424993
118,0.7364722043954999
119,0.7311752284779997
12,0.7323378570809997
120,0.7408002008275002
121,0.7407115329685001
122,0.7475968451875002
123,0.7447711874030002
124,0.75804014282
125,0.763888205226
126,0.7758210726225001
127,0.7494805881405
128,0.7595572729530001
129,0.7735099673385005
13,0.7793462651575004
130,0.7725034818634999
131,0.7631297817095002
132,0.746760127152
133,0.7512415607755
134,0.7686121906454997
135,0.7813048695889999
136,0.7815277464075001
137,0.8067467301924998
138,0.7900312122479997
139,0.7703777170069995
14,0.7734114143164997
140,0.7990621659404996
141,0.8154190984450008
142,0.8189159312959998
143,0.80295486141735
144,0.8068074704491501
145,0.81149628634285
146,0.8093126961554499
147,0.7994332867339499
148,0.8025252760561001
149,0.8050642936706001
15,0.8140947675919499
150,0.8145704951081001
151,0.8197800760410501
152,0.8158501542466499
153,0.7951648990034498
154,0.7971976082192499
155,0.8214298112274503
156,0.8076985718457501
157,0.8180493216220001
158,0.8116854142447002
159,0.8139319179479998
16,0.8144009470347998
160,0.80597578888505
161,0.8048694530042998
162,0.8067567648957502
163,0.81820341168085
164,0.81483292631805
