Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 308 | GridSize: 12
Generation 2 | Revalues: 530 | GridSize: 7
Generation 3 | Revalues: 756 | GridSize: 10
Generation 4 | Revalues: 944 | GridSize: 10
Generation 5 | Revalues: 1154 | GridSize: 13
Generation 6 | Revalues: 1392 | GridSize: 12
Generation 7 | Revalues: 1614 | GridSize: 8
Generation 8 | Revalues: 1850 | GridSize: 8
Generation 9 | Revalues: 2072 | GridSize: 9
Generation 10 | Revalues: 2298 | GridSize: 13
Generation 11 | Revalues: 2548 | GridSize: 10
Generation 12 | Revalues: 2800 | GridSize: 14
Generation 13 | Revalues: 3018 | GridSize: 12
Generation 14 | Revalues: 3250 | GridSize: 12
Generation 15 | Revalues: 3438 | GridSize: 11
Generation 16 | Revalues: 3678 | GridSize: 12
Generation 17 | Revalues: 3894 | GridSize: 11
Generation 18 | Revalues: 4128 | GridSize: 17
Generation 19 | Revalues: 4362 | GridSize: 14
Generation 20 | Revalues: 4600 | GridSize: 15
Generation 21 | Revalues: 4826 | GridSize: 18
Generation 22 | Revalues: 5048 | GridSize: 18
Generation 23 | Revalues: 5280 | GridSize: 19
Generation 24 | Revalues: 5484 | GridSize: 16
Generation 25 | Revalues: 5694 | GridSize: 19
Generation 26 | Revalues: 5938 | GridSize: 23
Generation 27 | Revalues: 6174 | GridSize: 23
Generation 28 | Revalues: 6388 | GridSize: 19
Generation 29 | Revalues: 6606 | GridSize: 23
Generation 30 | Revalues: 6830 | GridSize: 25
Generation 31 | Revalues: 7024 | GridSize: 25
Generation 32 | Revalues: 7256 | GridSize: 28
Generation 33 | Revalues: 7466 | GridSize: 28
Generation 34 | Revalues: 7702 | GridSize: 23
Generation 35 | Revalues: 7924 | GridSize: 32
Generation 36 | Revalues: 8132 | GridSize: 38
Generation 37 | Revalues: 8346 | GridSize: 38
Generation 38 | Revalues: 8564 | GridSize: 33
Generation 39 | Revalues: 8804 | GridSize: 29
Generation 40 | Revalues: 9028 | GridSize: 33
Generation 41 | Revalues: 9256 | GridSize: 32
Generation 42 | Revalues: 9486 | GridSize: 33
Generation 43 | Revalues: 9708 | GridSize: 26
Generation 44 | Revalues: 9944 | GridSize: 27
Generation 45 | Revalues: 10150 | GridSize: 26
Generation 46 | Revalues: 10376 | GridSize: 28
Generation 47 | Revalues: 10582 | GridSize: 27
Generation 48 | Revalues: 10794 | GridSize: 34
Generation 49 | Revalues: 11024 | GridSize: 31
Generation 50 | Revalues: 11258 | GridSize: 31
Generation 51 | Revalues: 11480 | GridSize: 30
Generation 52 | Revalues: 11704 | GridSize: 28
Generation 53 | Revalues: 11940 | GridSize: 28
Generation 54 | Revalues: 12146 | GridSize: 25
Generation 55 | Revalues: 12354 | GridSize: 22
Generation 56 | Revalues: 12558 | GridSize: 28
Generation 57 | Revalues: 12768 | GridSize: 35
Generation 58 | Revalues: 13016 | GridSize: 33
Generation 59 | Revalues: 13226 | GridSize: 38
Generation 60 | Revalues: 13448 | GridSize: 35
Generation 61 | Revalues: 13666 | GridSize: 34
Generation 62 | Revalues: 13890 | GridSize: 31
Generation 63 | Revalues: 14112 | GridSize: 34
Generation 64 | Revalues: 14342 | GridSize: 39
Generation 65 | Revalues: 14568 | GridSize: 37
Generation 66 | Revalues: 14802 | GridSize: 29
Generation 67 | Revalues: 15030 | GridSize: 34
Generation 68 | Revalues: 15242 | GridSize: 28
Generation 69 | Revalues: 15446 | GridSize: 28
Generation 70 | Revalues: 15666 | GridSize: 23
Generation 71 | Revalues: 15880 | GridSize: 29
Generation 72 | Revalues: 16106 | GridSize: 39
Generation 73 | Revalues: 16314 | GridSize: 34
Generation 74 | Revalues: 16532 | GridSize: 26
Generation 75 | Revalues: 16724 | GridSize: 24
Generation 76 | Revalues: 16952 | GridSize: 26
Generation 77 | Revalues: 17178 | GridSize: 21
Generation 78 | Revalues: 17360 | GridSize: 23
Generation 79 | Revalues: 17554 | GridSize: 32
Generation 80 | Revalues: 17766 | GridSize: 27
Generation 81 | Revalues: 17976 | GridSize: 37
Generation 82 | Revalues: 18190 | GridSize: 30
Generation 83 | Revalues: 18404 | GridSize: 33
Generation 84 | Revalues: 18620 | GridSize: 36
Generation 85 | Revalues: 18836 | GridSize: 32
Generation 86 | Revalues: 19066 | GridSize: 34
Generation 87 | Revalues: 19296 | GridSize: 33
Generation 88 | Revalues: 19518 | GridSize: 26
Generation 89 | Revalues: 19746 | GridSize: 29
Generation 90 | Revalues: 19944 | GridSize: 30
Generation 91 | Revalues: 20172 | GridSize: 29
Generation 92 | Revalues: 20396 | GridSize: 26
Generation 93 | Revalues: 20626 | GridSize: 31
Generation 94 | Revalues: 20848 | GridSize: 33
Generation 95 | Revalues: 21064 | GridSize: 28
Generation 96 | Revalues: 21276 | GridSize: 31
Generation 97 | Revalues: 21498 | GridSize: 33
Generation 98 | Revalues: 21714 | GridSize: 31
Generation 99 | Revalues: 21908 | GridSize: 36
Generation 100 | Revalues: 22130 | GridSize: 43
Generation 101 | Revalues: 22362 | GridSize: 43
Generation 102 | Revalues: 22590 | GridSize: 37
Generation 103 | Revalues: 22804 | GridSize: 42
Generation 104 | Revalues: 23046 | GridSize: 45
Generation 105 | Revalues: 23262 | GridSize: 48
Generation 106 | Revalues: 23482 | GridSize: 39
Generation 107 | Revalues: 23702 | GridSize: 37
Generation 108 | Revalues: 23908 | GridSize: 34
Generation 109 | Revalues: 24144 | GridSize: 35
Generation 110 | Revalues: 24372 | GridSize: 40
Generation 111 | Revalues: 24614 | GridSize: 41
Generation 112 | Revalues: 24838 | GridSize: 38
Generation 113 | Revalues: 25066 | GridSize: 43
Generation 114 | Revalues: 25284 | GridSize: 39
Generation 115 | Revalues: 25542 | GridSize: 39
Generation 116 | Revalues: 25762 | GridSize: 36
Generation 117 | Revalues: 25954 | GridSize: 40
Generation 118 | Revalues: 26170 | GridSize: 43
Generation 119 | Revalues: 26402 | GridSize: 42
Generation 120 | Revalues: 26662 | GridSize: 44
Generation 121 | Revalues: 26874 | GridSize: 49
Generation 122 | Revalues: 27098 | GridSize: 53
Generation 123 | Revalues: 27314 | GridSize: 48
Generation 124 | Revalues: 27504 | GridSize: 53
Generation 125 | Revalues: 27722 | GridSize: 53
Generation 126 | Revalues: 27954 | GridSize: 53
Generation 127 | Revalues: 28170 | GridSize: 57
Generation 128 | Revalues: 28390 | GridSize: 54
Generation 129 | Revalues: 28622 | GridSize: 47
Generation 130 | Revalues: 28854 | GridSize: 51
Generation 131 | Revalues: 29098 | GridSize: 44
Generation 132 | Revalues: 29332 | GridSize: 45
Generation 133 | Revalues: 29556 | GridSize: 52
Generation 134 | Revalues: 29768 | GridSize: 58
Generation 135 | Revalues: 29980 | GridSize: 53
Generation 136 | Revalues: 30186 | GridSize: 46
Generation 137 | Revalues: 30424 | GridSize: 52
Generation 138 | Revalues: 30678 | GridSize: 53
Generation 139 | Revalues: 30884 | GridSize: 47
Generation 140 | Revalues: 31124 | GridSize: 45
Generation 141 | Revalues: 31368 | GridSize: 42
Generation 142 | Revalues: 31564 | GridSize: 36
Generation 143 | Revalues: 31786 | GridSize: 37
Generation 144 | Revalues: 32000 | GridSize: 37
Generation 145 | Revalues: 32194 | GridSize: 35
Generation 146 | Revalues: 32422 | GridSize: 40
Generation 147 | Revalues: 32646 | GridSize: 36
Generation 148 | Revalues: 32862 | GridSize: 40
Generation 149 | Revalues: 33080 | GridSize: 39
Generation 150 | Revalues: 33288 | GridSize: 41
Generation 151 | Revalues: 33522 | GridSize: 43
Generation 152 | Revalues: 33740 | GridSize: 39
Generation 153 | Revalues: 33940 | GridSize: 39
Generation 154 | Revalues: 34164 | GridSize: 46
Generation 155 | Revalues: 34390 | GridSize: 42
Generation 156 | Revalues: 34594 | GridSize: 45
Generation 157 | Revalues: 34842 | GridSize: 44
Generation 158 | Revalues: 35080 | GridSize: 47
Generation 159 | Revalues: 35316 | GridSize: 41
Generation 160 | Revalues: 35546 | GridSize: 42
Generation 161 | Revalues: 35786 | GridSize: 49
Generation 162 | Revalues: 36006 | GridSize: 46
Generation 163 | Revalues: 36228 | GridSize: 43
Generation 164 | Revalues: 36446 | GridSize: 44
Generation 165 | Revalues: 36652 | GridSize: 45
Generation 166 | Revalues: 36880 | GridSize: 48
Generation 167 | Revalues: 37088 | GridSize: 39
Generation 168 | Revalues: 37300 | GridSize: 38
Generation 169 | Revalues: 37524 | GridSize: 38
Generation 170 | Revalues: 37738 | GridSize: 42
Generation 171 | Revalues: 37938 | GridSize: 41
Generation 172 | Revalues: 38186 | GridSize: 42
Generation 173 | Revalues: 38418 | GridSize: 38
Generation 174 | Revalues: 38626 | GridSize: 40
Generation 175 | Revalues: 38830 | GridSize: 44
Generation 176 | Revalues: 39074 | GridSize: 45
Generation 177 | Revalues: 39310 | GridSize: 52
Generation 178 | Revalues: 39538 | GridSize: 50
Generation 179 | Revalues: 39750 | GridSize: 44
Generation 180 | Revalues: 39974 | GridSize: 43
Generation 181 | Revalues: 40176 | GridSize: 46
Generation 182 | Revalues: 40410 | GridSize: 47
Generation 183 | Revalues: 40632 | GridSize: 50
Generation 184 | Revalues: 40856 | GridSize: 56
Generation 185 | Revalues: 41074 | GridSize: 55
Generation 186 | Revalues: 41300 | GridSize: 57
Generation 187 | Revalues: 41524 | GridSize: 57
Generation 188 | Revalues: 41746 | GridSize: 60
Generation 189 | Revalues: 41960 | GridSize: 62
Generation 190 | Revalues: 42188 | GridSize: 59
Generation 191 | Revalues: 42416 | GridSize: 60
Generation 192 | Revalues: 42626 | GridSize: 61
Generation 193 | Revalues: 42850 | GridSize: 61
Generation 194 | Revalues: 43080 | GridSize: 59
Generation 195 | Revalues: 43296 | GridSize: 65
Generation 196 | Revalues: 43522 | GridSize: 59
Generation 197 | Revalues: 43752 | GridSize: 59
Generation 198 | Revalues: 43976 | GridSize: 63
Generation 199 | Revalues: 44200 | GridSize: 60
Generation 200 | Revalues: 44420 | GridSize: 54
Generation 201 | Revalues: 44636 | GridSize: 58
Generation 202 | Revalues: 44846 | GridSize: 62
Generation 203 | Revalues: 45054 | GridSize: 67
Generation 204 | Revalues: 45272 | GridSize: 66
Generation 205 | Revalues: 45504 | GridSize: 73
Generation 206 | Revalues: 45704 | GridSize: 65
Generation 207 | Revalues: 45936 | GridSize: 70
Generation 208 | Revalues: 46156 | GridSize: 71
Generation 209 | Revalues: 46378 | GridSize: 67
Generation 210 | Revalues: 46604 | GridSize: 68
Generation 211 | Revalues: 46828 | GridSize: 68
Generation 212 | Revalues: 47048 | GridSize: 69
Generation 213 | Revalues: 47256 | GridSize: 71
Generation 214 | Revalues: 47468 | GridSize: 80
Generation 215 | Revalues: 47686 | GridSize: 84
Generation 216 | Revalues: 47902 | GridSize: 73
Generation 217 | Revalues: 48120 | GridSize: 72
Generation 218 | Revalues: 48344 | GridSize: 69
Generation 219 | Revalues: 48582 | GridSize: 74
Generation 220 | Revalues: 48812 | GridSize: 75
Generation 221 | Revalues: 49038 | GridSize: 78
Generation 222 | Revalues: 49272 | GridSize: 77
Generation 223 | Revalues: 49500 | GridSize: 72
Generation 224 | Revalues: 49728 | GridSize: 79
Generation 225 | Revalues: 49940 | GridSize: 75
Generation 226 | Revalues: 50162 | GridSize: 79
Generation 227 | Revalues: 50370 | GridSize: 81
Generation 228 | Revalues: 50600 | GridSize: 62
Generation 229 | Revalues: 50790 | GridSize: 58
Generation 230 | Revalues: 51004 | GridSize: 61
Generation 231 | Revalues: 51226 | GridSize: 60
Generation 232 | Revalues: 51450 | GridSize: 65
Generation 233 | Revalues: 51670 | GridSize: 66
Generation 234 | Revalues: 51894 | GridSize: 68
Generation 235 | Revalues: 52108 | GridSize: 71
Generation 236 | Revalues: 52318 | GridSize: 65
Generation 237 | Revalues: 52546 | GridSize: 64
Generation 238 | Revalues: 52786 | GridSize: 66
Generation 239 | Revalues: 52974 | GridSize: 68
Generation 240 | Revalues: 53180 | GridSize: 65
Generation 241 | Revalues: 53416 | GridSize: 66
Generation 242 | Revalues: 53626 | GridSize: 63
Generation 243 | Revalues: 53804 | GridSize: 66
Generation 244 | Revalues: 54050 | GridSize: 69
Generation 245 | Revalues: 54268 | GridSize: 71
Generation 246 | Revalues: 54482 | GridSize: 74
Generation 247 | Revalues: 54692 | GridSize: 70
Generation 248 | Revalues: 54908 | GridSize: 74
Generation 249 | Revalues: 55128 | GridSize: 77
Generation 250 | Revalues: 55356 | GridSize: 72
Generation 251 | Revalues: 55564 | GridSize: 76
Generation 252 | Revalues: 55780 | GridSize: 69
Generation 253 | Revalues: 55996 | GridSize: 65
Generation 254 | Revalues: 56200 | GridSize: 67
Generation 255 | Revalues: 56428 | GridSize: 64
Generation 256 | Revalues: 56638 | GridSize: 65
Generation 257 | Revalues: 56856 | GridSize: 70
Generation 258 | Revalues: 57080 | GridSize: 71
Generation 259 | Revalues: 57282 | GridSize: 73
Generation 260 | Revalues: 57496 | GridSize: 71
Generation 261 | Revalues: 57718 | GridSize: 73
Generation 262 | Revalues: 57944 | GridSize: 83
Generation 263 | Revalues: 58166 | GridSize: 85
Generation 264 | Revalues: 58398 | GridSize: 78
Generation 265 | Revalues: 58596 | GridSize: 83
Generation 266 | Revalues: 58816 | GridSize: 83
Generation 267 | Revalues: 59034 | GridSize: 84
Generation 268 | Revalues: 59258 | GridSize: 92
Generation 269 | Revalues: 59480 | GridSize: 89
Generation 270 | Revalues: 59690 | GridSize: 93
Generation 271 | Revalues: 59894 | GridSize: 99
Generation 272 | Revalues: 60110 | GridSize: 97
Generation 273 | Revalues: 60316 | GridSize: 99
Generation 274 | Revalues: 60544 | GridSize: 102
Generation 275 | Revalues: 60762 | GridSize: 99
Generation 276 | Revalues: 60986 | GridSize: 102
Generation 277 | Revalues: 61192 | GridSize: 104
Generation 278 | Revalues: 61408 | GridSize: 106
Generation 279 | Revalues: 61604 | GridSize: 104
Generation 280 | Revalues: 61834 | GridSize: 105
Generation 281 | Revalues: 62048 | GridSize: 97
Generation 282 | Revalues: 62260 | GridSize: 100
Generation 283 | Revalues: 62470 | GridSize: 103
Generation 284 | Revalues: 62694 | GridSize: 91
Generation 285 | Revalues: 62924 | GridSize: 91
Generation 286 | Revalues: 63150 | GridSize: 88
Generation 287 | Revalues: 63392 | GridSize: 88
Generation 288 | Revalues: 63600 | GridSize: 83
Generation 289 | Revalues: 63836 | GridSize: 78
Generation 290 | Revalues: 64062 | GridSize: 74
Generation 291 | Revalues: 64282 | GridSize: 74
Generation 292 | Revalues: 64510 | GridSize: 72
Generation 293 | Revalues: 64738 | GridSize: 73
Generation 294 | Revalues: 64930 | GridSize: 76
Generation 295 | Revalues: 65142 | GridSize: 83
Generation 296 | Revalues: 65364 | GridSize: 85
Generation 297 | Revalues: 65582 | GridSize: 85
Generation 298 | Revalues: 65816 | GridSize: 85
Generation 299 | Revalues: 66038 | GridSize: 88
Generation 300 | Revalues: 66240 | GridSize: 89
Generation 301 | Revalues: 66468 | GridSize: 94
Generation 302 | Revalues: 66708 | GridSize: 92
Generation 303 | Revalues: 66920 | GridSize: 91
Generation 304 | Revalues: 67132 | GridSize: 86
Generation 305 | Revalues: 67378 | GridSize: 84
Generation 306 | Revalues: 67620 | GridSize: 86
Generation 307 | Revalues: 67818 | GridSize: 90
Generation 308 | Revalues: 68046 | GridSize: 96
Generation 309 | Revalues: 68280 | GridSize: 98
Generation 310 | Revalues: 68514 | GridSize: 101
Generation 311 | Revalues: 68730 | GridSize: 109
Generation 312 | Revalues: 68958 | GridSize: 107
Generation 313 | Revalues: 69164 | GridSize: 109
Generation 314 | Revalues: 69384 | GridSize: 113
Generation 315 | Revalues: 69588 | GridSize: 102
Generation 316 | Revalues: 69794 | GridSize: 101
Generation 317 | Revalues: 70008 | GridSize: 103
Generation 318 | Revalues: 70238 | GridSize: 104
Generation 319 | Revalues: 70450 | GridSize: 102
Generation 320 | Revalues: 70676 | GridSize: 105
Generation 321 | Revalues: 70906 | GridSize: 105
Generation 322 | Revalues: 71132 | GridSize: 103
Generation 323 | Revalues: 71342 | GridSize: 106
Generation 324 | Revalues: 71548 | GridSize: 109
Generation 325 | Revalues: 71760 | GridSize: 107
Generation 326 | Revalues: 71972 | GridSize: 109
Generation 327 | Revalues: 72176 | GridSize: 99
Generation 328 | Revalues: 72384 | GridSize: 96
Generation 329 | Revalues: 72604 | GridSize: 88
Generation 330 | Revalues: 72846 | GridSize: 88
Generation 331 | Revalues: 73066 | GridSize: 84
Generation 332 | Revalues: 73274 | GridSize: 89
Generation 333 | Revalues: 73498 | GridSize: 90
Generation 334 | Revalues: 73710 | GridSize: 89
Generation 335 | Revalues: 73938 | GridSize: 88
Generation 336 | Revalues: 74122 | GridSize: 86
Generation 337 | Revalues: 74346 | GridSize: 91
Generation 338 | Revalues: 74556 | GridSize: 90
Generation 339 | Revalues: 74806 | GridSize: 92
Generation 340 | Revalues: 75002 | GridSize: 90
Generation 341 | Revalues: 75218 | GridSize: 87
Generation 342 | Revalues: 75452 | GridSize: 97
Generation 343 | Revalues: 75676 | GridSize: 100
Generation 344 | Revalues: 75880 | GridSize: 103
