Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
106,0.5904010695,0.1228841226,0.9122630938,3.3731386302,-0.9782944685,0.0689304813,0.0578923996,0.8985484073,4.7437841546,1.3687069882,0.3406684492,0.0716625128,0.8076391003,3.2531109907,0.7538235707,0.3406684492,0.0716625128,0.8076391003,3.2531109907,0.7538235707
