Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 318 | GridSize: 5
Generation 2 | Revalues: 542 | GridSize: 3
Generation 3 | Revalues: 772 | GridSize: 4
Generation 4 | Revalues: 992 | GridSize: 9
Generation 5 | Revalues: 1214 | GridSize: 19
Generation 6 | Revalues: 1436 | GridSize: 12
Generation 7 | Revalues: 1680 | GridSize: 11
Generation 8 | Revalues: 1886 | GridSize: 10
Generation 9 | Revalues: 2118 | GridSize: 16
Generation 10 | Revalues: 2342 | GridSize: 16
Generation 11 | Revalues: 2550 | GridSize: 16
Generation 12 | Revalues: 2744 | GridSize: 21
Generation 13 | Revalues: 2982 | GridSize: 27
Generation 14 | Revalues: 3178 | GridSize: 21
Generation 15 | Revalues: 3400 | GridSize: 18
Generation 16 | Revalues: 3634 | GridSize: 28
Generation 17 | Revalues: 3854 | GridSize: 24
Generation 18 | Revalues: 4106 | GridSize: 33
Generation 19 | Revalues: 4306 | GridSize: 27
Generation 20 | Revalues: 4520 | GridSize: 21
Generation 21 | Revalues: 4758 | GridSize: 24
Generation 22 | Revalues: 4996 | GridSize: 25
Generation 23 | Revalues: 5238 | GridSize: 23
Generation 24 | Revalues: 5464 | GridSize: 31
Generation 25 | Revalues: 5682 | GridSize: 27
Generation 26 | Revalues: 5910 | GridSize: 31
Generation 27 | Revalues: 6130 | GridSize: 28
Generation 28 | Revalues: 6354 | GridSize: 22
Generation 29 | Revalues: 6576 | GridSize: 25
Generation 30 | Revalues: 6792 | GridSize: 30
Generation 31 | Revalues: 7004 | GridSize: 31
Generation 32 | Revalues: 7218 | GridSize: 33
Generation 33 | Revalues: 7446 | GridSize: 26
Generation 34 | Revalues: 7658 | GridSize: 29
Generation 35 | Revalues: 7874 | GridSize: 25
Generation 36 | Revalues: 8106 | GridSize: 29
Generation 37 | Revalues: 8330 | GridSize: 29
Generation 38 | Revalues: 8564 | GridSize: 27
Generation 39 | Revalues: 8792 | GridSize: 38
Generation 40 | Revalues: 9030 | GridSize: 36
Generation 41 | Revalues: 9240 | GridSize: 26
Generation 42 | Revalues: 9476 | GridSize: 33
Generation 43 | Revalues: 9714 | GridSize: 30
Generation 44 | Revalues: 9938 | GridSize: 36
Generation 45 | Revalues: 10168 | GridSize: 36
Generation 46 | Revalues: 10388 | GridSize: 34
Generation 47 | Revalues: 10596 | GridSize: 36
Generation 48 | Revalues: 10818 | GridSize: 37
Generation 49 | Revalues: 11042 | GridSize: 27
Generation 50 | Revalues: 11282 | GridSize: 28
Generation 51 | Revalues: 11480 | GridSize: 32
Generation 52 | Revalues: 11704 | GridSize: 31
Generation 53 | Revalues: 11908 | GridSize: 36
Generation 54 | Revalues: 12138 | GridSize: 36
Generation 55 | Revalues: 12372 | GridSize: 33
Generation 56 | Revalues: 12584 | GridSize: 41
Generation 57 | Revalues: 12794 | GridSize: 37
Generation 58 | Revalues: 13048 | GridSize: 32
Generation 59 | Revalues: 13258 | GridSize: 38
Generation 60 | Revalues: 13492 | GridSize: 38
Generation 61 | Revalues: 13738 | GridSize: 38
Generation 62 | Revalues: 13966 | GridSize: 38
Generation 63 | Revalues: 14182 | GridSize: 42
Generation 64 | Revalues: 14390 | GridSize: 47
Generation 65 | Revalues: 14588 | GridSize: 29
Generation 66 | Revalues: 14810 | GridSize: 31
Generation 67 | Revalues: 15010 | GridSize: 34
Generation 68 | Revalues: 15248 | GridSize: 29
Generation 69 | Revalues: 15454 | GridSize: 30
Generation 70 | Revalues: 15668 | GridSize: 36
Generation 71 | Revalues: 15906 | GridSize: 36
Generation 72 | Revalues: 16126 | GridSize: 32
Generation 73 | Revalues: 16338 | GridSize: 37
Generation 74 | Revalues: 16558 | GridSize: 42
Generation 75 | Revalues: 16804 | GridSize: 32
Generation 76 | Revalues: 17004 | GridSize: 35
Generation 77 | Revalues: 17218 | GridSize: 37
Generation 78 | Revalues: 17444 | GridSize: 38
Generation 79 | Revalues: 17664 | GridSize: 41
Generation 80 | Revalues: 17886 | GridSize: 40
Generation 81 | Revalues: 18104 | GridSize: 36
Generation 82 | Revalues: 18316 | GridSize: 41
Generation 83 | Revalues: 18544 | GridSize: 52
Generation 84 | Revalues: 18740 | GridSize: 50
Generation 85 | Revalues: 18958 | GridSize: 52
Generation 86 | Revalues: 19186 | GridSize: 51
Generation 87 | Revalues: 19398 | GridSize: 47
Generation 88 | Revalues: 19626 | GridSize: 44
Generation 89 | Revalues: 19848 | GridSize: 52
Generation 90 | Revalues: 20068 | GridSize: 56
Generation 91 | Revalues: 20294 | GridSize: 44
Generation 92 | Revalues: 20506 | GridSize: 44
Generation 93 | Revalues: 20726 | GridSize: 43
Generation 94 | Revalues: 20950 | GridSize: 50
Generation 95 | Revalues: 21170 | GridSize: 58
Generation 96 | Revalues: 21402 | GridSize: 58
Generation 97 | Revalues: 21610 | GridSize: 54
Generation 98 | Revalues: 21842 | GridSize: 64
Generation 99 | Revalues: 22074 | GridSize: 55
Generation 100 | Revalues: 22276 | GridSize: 44
Generation 101 | Revalues: 22502 | GridSize: 43
Generation 102 | Revalues: 22722 | GridSize: 33
Generation 103 | Revalues: 22926 | GridSize: 43
Generation 104 | Revalues: 23156 | GridSize: 58
Generation 105 | Revalues: 23386 | GridSize: 53
Generation 106 | Revalues: 23600 | GridSize: 52
