Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 336 | GridSize: 8
Generation 2 | Revalues: 550 | GridSize: 9
Generation 3 | Revalues: 800 | GridSize: 7
Generation 4 | Revalues: 1004 | GridSize: 9
Generation 5 | Revalues: 1232 | GridSize: 11
Generation 6 | Revalues: 1424 | GridSize: 10
Generation 7 | Revalues: 1636 | GridSize: 15
Generation 8 | Revalues: 1856 | GridSize: 13
Generation 9 | Revalues: 2076 | GridSize: 12
Generation 10 | Revalues: 2296 | GridSize: 10
Generation 11 | Revalues: 2532 | GridSize: 9
Generation 12 | Revalues: 2752 | GridSize: 12
Generation 13 | Revalues: 2968 | GridSize: 16
Generation 14 | Revalues: 3188 | GridSize: 16
Generation 15 | Revalues: 3398 | GridSize: 13
Generation 16 | Revalues: 3608 | GridSize: 16
Generation 17 | Revalues: 3818 | GridSize: 24
Generation 18 | Revalues: 4028 | GridSize: 21
Generation 19 | Revalues: 4252 | GridSize: 23
Generation 20 | Revalues: 4498 | GridSize: 25
Generation 21 | Revalues: 4712 | GridSize: 24
Generation 22 | Revalues: 4956 | GridSize: 17
Generation 23 | Revalues: 5158 | GridSize: 15
Generation 24 | Revalues: 5388 | GridSize: 15
Generation 25 | Revalues: 5626 | GridSize: 18
Generation 26 | Revalues: 5852 | GridSize: 12
Generation 27 | Revalues: 6034 | GridSize: 13
Generation 28 | Revalues: 6276 | GridSize: 18
Generation 29 | Revalues: 6494 | GridSize: 23
Generation 30 | Revalues: 6694 | GridSize: 19
Generation 31 | Revalues: 6924 | GridSize: 22
Generation 32 | Revalues: 7154 | GridSize: 15
Generation 33 | Revalues: 7370 | GridSize: 14
Generation 34 | Revalues: 7580 | GridSize: 18
Generation 35 | Revalues: 7788 | GridSize: 20
Generation 36 | Revalues: 7982 | GridSize: 14
Generation 37 | Revalues: 8214 | GridSize: 17
Generation 38 | Revalues: 8426 | GridSize: 19
Generation 39 | Revalues: 8646 | GridSize: 19
Generation 40 | Revalues: 8820 | GridSize: 21
Generation 41 | Revalues: 9020 | GridSize: 18
Generation 42 | Revalues: 9228 | GridSize: 16
Generation 43 | Revalues: 9464 | GridSize: 17
Generation 44 | Revalues: 9708 | GridSize: 24
Generation 45 | Revalues: 9932 | GridSize: 24
Generation 46 | Revalues: 10158 | GridSize: 24
Generation 47 | Revalues: 10400 | GridSize: 27
Generation 48 | Revalues: 10590 | GridSize: 27
Generation 49 | Revalues: 10780 | GridSize: 27
Generation 50 | Revalues: 11014 | GridSize: 27
Generation 51 | Revalues: 11228 | GridSize: 29
Generation 52 | Revalues: 11436 | GridSize: 32
Generation 53 | Revalues: 11664 | GridSize: 28
Generation 54 | Revalues: 11878 | GridSize: 29
Generation 55 | Revalues: 12102 | GridSize: 28
Generation 56 | Revalues: 12312 | GridSize: 26
Generation 57 | Revalues: 12528 | GridSize: 25
Generation 58 | Revalues: 12756 | GridSize: 22
Generation 59 | Revalues: 12994 | GridSize: 27
Generation 60 | Revalues: 13208 | GridSize: 30
Generation 61 | Revalues: 13428 | GridSize: 31
Generation 62 | Revalues: 13652 | GridSize: 33
Generation 63 | Revalues: 13864 | GridSize: 30
Generation 64 | Revalues: 14098 | GridSize: 30
