Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 308 | GridSize: 8
Generation 2 | Revalues: 514 | GridSize: 7
Generation 3 | Revalues: 744 | GridSize: 9
Generation 4 | Revalues: 982 | GridSize: 13
Generation 5 | Revalues: 1178 | GridSize: 10
Generation 6 | Revalues: 1400 | GridSize: 10
Generation 7 | Revalues: 1628 | GridSize: 10
Generation 8 | Revalues: 1834 | GridSize: 13
Generation 9 | Revalues: 2086 | GridSize: 21
Generation 10 | Revalues: 2306 | GridSize: 11
Generation 11 | Revalues: 2502 | GridSize: 9
Generation 12 | Revalues: 2722 | GridSize: 13
Generation 13 | Revalues: 2936 | GridSize: 20
Generation 14 | Revalues: 3158 | GridSize: 15
Generation 15 | Revalues: 3370 | GridSize: 15
Generation 16 | Revalues: 3592 | GridSize: 18
Generation 17 | Revalues: 3814 | GridSize: 20
Generation 18 | Revalues: 4018 | GridSize: 18
Generation 19 | Revalues: 4236 | GridSize: 18
Generation 20 | Revalues: 4470 | GridSize: 17
Generation 21 | Revalues: 4676 | GridSize: 23
Generation 22 | Revalues: 4924 | GridSize: 23
Generation 23 | Revalues: 5164 | GridSize: 24
Generation 24 | Revalues: 5376 | GridSize: 18
Generation 25 | Revalues: 5602 | GridSize: 20
Generation 26 | Revalues: 5838 | GridSize: 22
Generation 27 | Revalues: 6064 | GridSize: 21
Generation 28 | Revalues: 6286 | GridSize: 20
Generation 29 | Revalues: 6508 | GridSize: 22
Generation 30 | Revalues: 6728 | GridSize: 22
Generation 31 | Revalues: 6946 | GridSize: 19
Generation 32 | Revalues: 7160 | GridSize: 27
Generation 33 | Revalues: 7392 | GridSize: 27
Generation 34 | Revalues: 7604 | GridSize: 23
Generation 35 | Revalues: 7818 | GridSize: 24
Generation 36 | Revalues: 8076 | GridSize: 19
Generation 37 | Revalues: 8292 | GridSize: 20
Generation 38 | Revalues: 8500 | GridSize: 29
Generation 39 | Revalues: 8730 | GridSize: 22
Generation 40 | Revalues: 8948 | GridSize: 19
Generation 41 | Revalues: 9162 | GridSize: 24
Generation 42 | Revalues: 9376 | GridSize: 24
Generation 43 | Revalues: 9602 | GridSize: 18
Generation 44 | Revalues: 9792 | GridSize: 16
Generation 45 | Revalues: 9992 | GridSize: 24
Generation 46 | Revalues: 10186 | GridSize: 29
Generation 47 | Revalues: 10388 | GridSize: 27
Generation 48 | Revalues: 10636 | GridSize: 31
Generation 49 | Revalues: 10854 | GridSize: 29
Generation 50 | Revalues: 11044 | GridSize: 25
Generation 51 | Revalues: 11306 | GridSize: 25
Generation 52 | Revalues: 11530 | GridSize: 17
Generation 53 | Revalues: 11780 | GridSize: 19
Generation 54 | Revalues: 12002 | GridSize: 22
Generation 55 | Revalues: 12216 | GridSize: 22
Generation 56 | Revalues: 12442 | GridSize: 20
Generation 57 | Revalues: 12656 | GridSize: 16
Generation 58 | Revalues: 12898 | GridSize: 22
Generation 59 | Revalues: 13126 | GridSize: 25
Generation 60 | Revalues: 13368 | GridSize: 17
Generation 61 | Revalues: 13582 | GridSize: 22
Generation 62 | Revalues: 13788 | GridSize: 17
Generation 63 | Revalues: 14004 | GridSize: 17
Generation 64 | Revalues: 14242 | GridSize: 18
Generation 65 | Revalues: 14480 | GridSize: 17
Generation 66 | Revalues: 14706 | GridSize: 20
Generation 67 | Revalues: 14928 | GridSize: 24
Generation 68 | Revalues: 15120 | GridSize: 25
Generation 69 | Revalues: 15328 | GridSize: 21
Generation 70 | Revalues: 15526 | GridSize: 24
Generation 71 | Revalues: 15746 | GridSize: 24
Generation 72 | Revalues: 15966 | GridSize: 27
Generation 73 | Revalues: 16154 | GridSize: 34
Generation 74 | Revalues: 16376 | GridSize: 27
Generation 75 | Revalues: 16582 | GridSize: 29
Generation 76 | Revalues: 16810 | GridSize: 35
Generation 77 | Revalues: 17024 | GridSize: 28
Generation 78 | Revalues: 17234 | GridSize: 34
Generation 79 | Revalues: 17456 | GridSize: 28
Generation 80 | Revalues: 17688 | GridSize: 27
Generation 81 | Revalues: 17898 | GridSize: 23
Generation 82 | Revalues: 18120 | GridSize: 27
Generation 83 | Revalues: 18340 | GridSize: 37
Generation 84 | Revalues: 18568 | GridSize: 35
Generation 85 | Revalues: 18776 | GridSize: 33
Generation 86 | Revalues: 18998 | GridSize: 34
Generation 87 | Revalues: 19218 | GridSize: 23
Generation 88 | Revalues: 19444 | GridSize: 35
Generation 89 | Revalues: 19638 | GridSize: 26
Generation 90 | Revalues: 19860 | GridSize: 23
Generation 91 | Revalues: 20084 | GridSize: 27
Generation 92 | Revalues: 20294 | GridSize: 24
Generation 93 | Revalues: 20522 | GridSize: 24
Generation 94 | Revalues: 20744 | GridSize: 24
Generation 95 | Revalues: 20970 | GridSize: 21
Generation 96 | Revalues: 21178 | GridSize: 22
Generation 97 | Revalues: 21404 | GridSize: 19
Generation 98 | Revalues: 21622 | GridSize: 21
Generation 99 | Revalues: 21856 | GridSize: 31
Generation 100 | Revalues: 22094 | GridSize: 38
Generation 101 | Revalues: 22298 | GridSize: 36
Generation 102 | Revalues: 22516 | GridSize: 42
Generation 103 | Revalues: 22734 | GridSize: 39
Generation 104 | Revalues: 22950 | GridSize: 37
Generation 105 | Revalues: 23162 | GridSize: 33
Generation 106 | Revalues: 23372 | GridSize: 32
Generation 107 | Revalues: 23602 | GridSize: 34
Generation 108 | Revalues: 23820 | GridSize: 35
Generation 109 | Revalues: 24074 | GridSize: 31
Generation 110 | Revalues: 24298 | GridSize: 30
Generation 111 | Revalues: 24508 | GridSize: 40
Generation 112 | Revalues: 24740 | GridSize: 39
Generation 113 | Revalues: 24960 | GridSize: 44
Generation 114 | Revalues: 25162 | GridSize: 42
Generation 115 | Revalues: 25386 | GridSize: 38
Generation 116 | Revalues: 25608 | GridSize: 35
Generation 117 | Revalues: 25838 | GridSize: 38
Generation 118 | Revalues: 26072 | GridSize: 36
Generation 119 | Revalues: 26306 | GridSize: 39
Generation 120 | Revalues: 26532 | GridSize: 38
Generation 121 | Revalues: 26770 | GridSize: 41
Generation 122 | Revalues: 26988 | GridSize: 37
Generation 123 | Revalues: 27200 | GridSize: 37
Generation 124 | Revalues: 27414 | GridSize: 37
Generation 125 | Revalues: 27618 | GridSize: 36
Generation 126 | Revalues: 27846 | GridSize: 28
Generation 127 | Revalues: 28072 | GridSize: 36
Generation 128 | Revalues: 28304 | GridSize: 36
Generation 129 | Revalues: 28528 | GridSize: 38
Generation 130 | Revalues: 28744 | GridSize: 43
Generation 131 | Revalues: 28976 | GridSize: 45
Generation 132 | Revalues: 29188 | GridSize: 49
Generation 133 | Revalues: 29414 | GridSize: 43
Generation 134 | Revalues: 29626 | GridSize: 38
Generation 135 | Revalues: 29844 | GridSize: 33
Generation 136 | Revalues: 30050 | GridSize: 28
Generation 137 | Revalues: 30270 | GridSize: 26
Generation 138 | Revalues: 30506 | GridSize: 27
Generation 139 | Revalues: 30740 | GridSize: 27
Generation 140 | Revalues: 30954 | GridSize: 30
Generation 141 | Revalues: 31176 | GridSize: 30
Generation 142 | Revalues: 31396 | GridSize: 29
Generation 143 | Revalues: 31618 | GridSize: 36
Generation 144 | Revalues: 31860 | GridSize: 32
Generation 145 | Revalues: 32072 | GridSize: 32
Generation 146 | Revalues: 32284 | GridSize: 27
Generation 147 | Revalues: 32498 | GridSize: 34
Generation 148 | Revalues: 32746 | GridSize: 30
Generation 149 | Revalues: 32958 | GridSize: 34
Generation 150 | Revalues: 33174 | GridSize: 36
Generation 151 | Revalues: 33384 | GridSize: 38
Generation 152 | Revalues: 33610 | GridSize: 35
Generation 153 | Revalues: 33838 | GridSize: 37
Generation 154 | Revalues: 34052 | GridSize: 38
Generation 155 | Revalues: 34254 | GridSize: 43
Generation 156 | Revalues: 34450 | GridSize: 38
Generation 157 | Revalues: 34662 | GridSize: 39
Generation 158 | Revalues: 34886 | GridSize: 31
Generation 159 | Revalues: 35106 | GridSize: 31
Generation 160 | Revalues: 35328 | GridSize: 35
Generation 161 | Revalues: 35534 | GridSize: 30
Generation 162 | Revalues: 35754 | GridSize: 35
Generation 163 | Revalues: 35982 | GridSize: 36
Generation 164 | Revalues: 36220 | GridSize: 42
Generation 165 | Revalues: 36450 | GridSize: 37
Generation 166 | Revalues: 36676 | GridSize: 35
Generation 167 | Revalues: 36898 | GridSize: 34
