Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 310 | GridSize: 7
Generation 2 | Revalues: 512 | GridSize: 13
Generation 3 | Revalues: 698 | GridSize: 13
Generation 4 | Revalues: 884 | GridSize: 12
Generation 5 | Revalues: 1080 | GridSize: 15
Generation 6 | Revalues: 1270 | GridSize: 22
Generation 7 | Revalues: 1472 | GridSize: 19
Generation 8 | Revalues: 1704 | GridSize: 24
Generation 9 | Revalues: 1918 | GridSize: 27
Generation 10 | Revalues: 2096 | GridSize: 35
Generation 11 | Revalues: 2278 | GridSize: 33
Generation 12 | Revalues: 2484 | GridSize: 37
Generation 13 | Revalues: 2672 | GridSize: 37
Generation 14 | Revalues: 2870 | GridSize: 38
Generation 15 | Revalues: 3046 | GridSize: 47
Generation 16 | Revalues: 3242 | GridSize: 44
Generation 17 | Revalues: 3462 | GridSize: 48
Generation 18 | Revalues: 3658 | GridSize: 49
Generation 19 | Revalues: 3848 | GridSize: 49
Generation 20 | Revalues: 4052 | GridSize: 53
Generation 21 | Revalues: 4256 | GridSize: 59
Generation 22 | Revalues: 4456 | GridSize: 56
Generation 23 | Revalues: 4638 | GridSize: 53
Generation 24 | Revalues: 4828 | GridSize: 55
Generation 25 | Revalues: 5010 | GridSize: 56
Generation 26 | Revalues: 5206 | GridSize: 56
Generation 27 | Revalues: 5398 | GridSize: 58
Generation 28 | Revalues: 5606 | GridSize: 55
Generation 29 | Revalues: 5794 | GridSize: 52
Generation 30 | Revalues: 5990 | GridSize: 59
Generation 31 | Revalues: 6176 | GridSize: 61
Generation 32 | Revalues: 6386 | GridSize: 58
Generation 33 | Revalues: 6588 | GridSize: 68
Generation 34 | Revalues: 6818 | GridSize: 67
Generation 35 | Revalues: 7028 | GridSize: 61
Generation 36 | Revalues: 7232 | GridSize: 63
Generation 37 | Revalues: 7446 | GridSize: 62
Generation 38 | Revalues: 7656 | GridSize: 67
Generation 39 | Revalues: 7854 | GridSize: 65
Generation 40 | Revalues: 8068 | GridSize: 67
Generation 41 | Revalues: 8274 | GridSize: 76
Generation 42 | Revalues: 8492 | GridSize: 73
Generation 43 | Revalues: 8688 | GridSize: 77
Generation 44 | Revalues: 8910 | GridSize: 84
Generation 45 | Revalues: 9126 | GridSize: 84
Generation 46 | Revalues: 9294 | GridSize: 92
Generation 47 | Revalues: 9490 | GridSize: 79
Generation 48 | Revalues: 9678 | GridSize: 78
Generation 49 | Revalues: 9852 | GridSize: 82
Generation 50 | Revalues: 10042 | GridSize: 87
Generation 51 | Revalues: 10232 | GridSize: 85
Generation 52 | Revalues: 10434 | GridSize: 89
Generation 53 | Revalues: 10642 | GridSize: 87
Generation 54 | Revalues: 10840 | GridSize: 92
Generation 55 | Revalues: 11046 | GridSize: 101
Generation 56 | Revalues: 11256 | GridSize: 98
Generation 57 | Revalues: 11444 | GridSize: 103
Generation 58 | Revalues: 11612 | GridSize: 98
Generation 59 | Revalues: 11838 | GridSize: 102
Generation 60 | Revalues: 12038 | GridSize: 103
Generation 61 | Revalues: 12230 | GridSize: 108
Generation 62 | Revalues: 12418 | GridSize: 110
Generation 63 | Revalues: 12624 | GridSize: 118
Generation 64 | Revalues: 12842 | GridSize: 117
Generation 65 | Revalues: 13052 | GridSize: 116
Generation 66 | Revalues: 13254 | GridSize: 110
Generation 67 | Revalues: 13448 | GridSize: 115
Generation 68 | Revalues: 13648 | GridSize: 121
Generation 69 | Revalues: 13856 | GridSize: 123
Generation 70 | Revalues: 14080 | GridSize: 131
Generation 71 | Revalues: 14300 | GridSize: 132
Generation 72 | Revalues: 14498 | GridSize: 139
Generation 73 | Revalues: 14702 | GridSize: 149
Generation 74 | Revalues: 14916 | GridSize: 155
Generation 75 | Revalues: 15104 | GridSize: 150
Generation 76 | Revalues: 15314 | GridSize: 156
Generation 77 | Revalues: 15504 | GridSize: 157
Generation 78 | Revalues: 15704 | GridSize: 156
Generation 79 | Revalues: 15900 | GridSize: 163
Generation 80 | Revalues: 16084 | GridSize: 167
Generation 81 | Revalues: 16288 | GridSize: 164
Generation 82 | Revalues: 16500 | GridSize: 165
Generation 83 | Revalues: 16686 | GridSize: 171
Generation 84 | Revalues: 16876 | GridSize: 169
Generation 85 | Revalues: 17064 | GridSize: 169
Generation 86 | Revalues: 17254 | GridSize: 168
Generation 87 | Revalues: 17464 | GridSize: 170
Generation 88 | Revalues: 17680 | GridSize: 172
Generation 89 | Revalues: 17880 | GridSize: 170
Generation 90 | Revalues: 18076 | GridSize: 169
Generation 91 | Revalues: 18284 | GridSize: 176
Generation 92 | Revalues: 18486 | GridSize: 177
Generation 93 | Revalues: 18704 | GridSize: 179
Generation 94 | Revalues: 18908 | GridSize: 186
Generation 95 | Revalues: 19106 | GridSize: 178
Generation 96 | Revalues: 19306 | GridSize: 178
