Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 292 | GridSize: 12
Generation 2 | Revalues: 498 | GridSize: 11
Generation 3 | Revalues: 718 | GridSize: 17
Generation 4 | Revalues: 906 | GridSize: 18
Generation 5 | Revalues: 1084 | GridSize: 16
Generation 6 | Revalues: 1268 | GridSize: 20
Generation 7 | Revalues: 1466 | GridSize: 19
Generation 8 | Revalues: 1644 | GridSize: 20
Generation 9 | Revalues: 1850 | GridSize: 21
Generation 10 | Revalues: 2040 | GridSize: 27
Generation 11 | Revalues: 2216 | GridSize: 20
Generation 12 | Revalues: 2430 | GridSize: 20
Generation 13 | Revalues: 2634 | GridSize: 20
Generation 14 | Revalues: 2836 | GridSize: 18
Generation 15 | Revalues: 3034 | GridSize: 27
Generation 16 | Revalues: 3236 | GridSize: 22
Generation 17 | Revalues: 3430 | GridSize: 24
Generation 18 | Revalues: 3624 | GridSize: 27
Generation 19 | Revalues: 3826 | GridSize: 33
Generation 20 | Revalues: 4032 | GridSize: 37
Generation 21 | Revalues: 4256 | GridSize: 39
Generation 22 | Revalues: 4434 | GridSize: 38
Generation 23 | Revalues: 4644 | GridSize: 46
Generation 24 | Revalues: 4848 | GridSize: 45
Generation 25 | Revalues: 5052 | GridSize: 50
Generation 26 | Revalues: 5256 | GridSize: 52
Generation 27 | Revalues: 5468 | GridSize: 60
Generation 28 | Revalues: 5672 | GridSize: 60
Generation 29 | Revalues: 5876 | GridSize: 58
Generation 30 | Revalues: 6062 | GridSize: 56
Generation 31 | Revalues: 6298 | GridSize: 58
Generation 32 | Revalues: 6518 | GridSize: 66
Generation 33 | Revalues: 6740 | GridSize: 68
Generation 34 | Revalues: 6928 | GridSize: 73
Generation 35 | Revalues: 7148 | GridSize: 79
Generation 36 | Revalues: 7330 | GridSize: 68
Generation 37 | Revalues: 7530 | GridSize: 72
Generation 38 | Revalues: 7732 | GridSize: 72
Generation 39 | Revalues: 7944 | GridSize: 74
Generation 40 | Revalues: 8142 | GridSize: 68
Generation 41 | Revalues: 8334 | GridSize: 73
Generation 42 | Revalues: 8578 | GridSize: 72
Generation 43 | Revalues: 8774 | GridSize: 70
Generation 44 | Revalues: 8988 | GridSize: 70
Generation 45 | Revalues: 9180 | GridSize: 68
Generation 46 | Revalues: 9374 | GridSize: 73
Generation 47 | Revalues: 9560 | GridSize: 75
Generation 48 | Revalues: 9758 | GridSize: 83
Generation 49 | Revalues: 9952 | GridSize: 77
Generation 50 | Revalues: 10156 | GridSize: 74
Generation 51 | Revalues: 10358 | GridSize: 71
Generation 52 | Revalues: 10578 | GridSize: 72
Generation 53 | Revalues: 10806 | GridSize: 72
Generation 54 | Revalues: 10996 | GridSize: 73
Generation 55 | Revalues: 11210 | GridSize: 70
Generation 56 | Revalues: 11426 | GridSize: 66
Generation 57 | Revalues: 11628 | GridSize: 68
Generation 58 | Revalues: 11826 | GridSize: 78
Generation 59 | Revalues: 12052 | GridSize: 80
Generation 60 | Revalues: 12250 | GridSize: 81
Generation 61 | Revalues: 12466 | GridSize: 84
Generation 62 | Revalues: 12676 | GridSize: 79
Generation 63 | Revalues: 12878 | GridSize: 81
Generation 64 | Revalues: 13080 | GridSize: 74
Generation 65 | Revalues: 13286 | GridSize: 78
Generation 66 | Revalues: 13470 | GridSize: 76
Generation 67 | Revalues: 13652 | GridSize: 75
