Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 314 | GridSize: 20
Generation 2 | Revalues: 532 | GridSize: 27
Generation 3 | Revalues: 732 | GridSize: 32
Generation 4 | Revalues: 946 | GridSize: 34
Generation 5 | Revalues: 1152 | GridSize: 29
Generation 6 | Revalues: 1322 | GridSize: 23
Generation 7 | Revalues: 1506 | GridSize: 28
Generation 8 | Revalues: 1696 | GridSize: 29
Generation 9 | Revalues: 1884 | GridSize: 33
Generation 10 | Revalues: 2106 | GridSize: 42
Generation 11 | Revalues: 2314 | GridSize: 32
Generation 12 | Revalues: 2520 | GridSize: 32
Generation 13 | Revalues: 2736 | GridSize: 33
Generation 14 | Revalues: 2952 | GridSize: 44
Generation 15 | Revalues: 3144 | GridSize: 44
Generation 16 | Revalues: 3358 | GridSize: 46
Generation 17 | Revalues: 3546 | GridSize: 44
Generation 18 | Revalues: 3752 | GridSize: 44
Generation 19 | Revalues: 3938 | GridSize: 49
Generation 20 | Revalues: 4142 | GridSize: 51
Generation 21 | Revalues: 4336 | GridSize: 52
Generation 22 | Revalues: 4542 | GridSize: 53
Generation 23 | Revalues: 4750 | GridSize: 58
Generation 24 | Revalues: 4946 | GridSize: 61
Generation 25 | Revalues: 5162 | GridSize: 58
Generation 26 | Revalues: 5386 | GridSize: 65
Generation 27 | Revalues: 5582 | GridSize: 69
Generation 28 | Revalues: 5768 | GridSize: 66
Generation 29 | Revalues: 5966 | GridSize: 68
Generation 30 | Revalues: 6144 | GridSize: 69
Generation 31 | Revalues: 6336 | GridSize: 68
Generation 32 | Revalues: 6540 | GridSize: 70
Generation 33 | Revalues: 6740 | GridSize: 67
Generation 34 | Revalues: 6926 | GridSize: 77
Generation 35 | Revalues: 7114 | GridSize: 84
Generation 36 | Revalues: 7302 | GridSize: 86
Generation 37 | Revalues: 7488 | GridSize: 82
Generation 38 | Revalues: 7700 | GridSize: 87
Generation 39 | Revalues: 7914 | GridSize: 84
Generation 40 | Revalues: 8116 | GridSize: 81
Generation 41 | Revalues: 8344 | GridSize: 80
Generation 42 | Revalues: 8548 | GridSize: 73
Generation 43 | Revalues: 8748 | GridSize: 78
Generation 44 | Revalues: 8940 | GridSize: 80
Generation 45 | Revalues: 9134 | GridSize: 74
Generation 46 | Revalues: 9352 | GridSize: 76
Generation 47 | Revalues: 9570 | GridSize: 79
Generation 48 | Revalues: 9792 | GridSize: 81
Generation 49 | Revalues: 9982 | GridSize: 81
Generation 50 | Revalues: 10188 | GridSize: 82
Generation 51 | Revalues: 10376 | GridSize: 87
Generation 52 | Revalues: 10584 | GridSize: 90
Generation 53 | Revalues: 10794 | GridSize: 87
Generation 54 | Revalues: 10992 | GridSize: 81
Generation 55 | Revalues: 11206 | GridSize: 85
Generation 56 | Revalues: 11392 | GridSize: 87
Generation 57 | Revalues: 11566 | GridSize: 101
Generation 58 | Revalues: 11782 | GridSize: 95
Generation 59 | Revalues: 11998 | GridSize: 90
Generation 60 | Revalues: 12188 | GridSize: 86
Generation 61 | Revalues: 12394 | GridSize: 93
Generation 62 | Revalues: 12590 | GridSize: 88
Generation 63 | Revalues: 12798 | GridSize: 90
Generation 64 | Revalues: 12988 | GridSize: 97
Generation 65 | Revalues: 13198 | GridSize: 93
Generation 66 | Revalues: 13390 | GridSize: 88
Generation 67 | Revalues: 13594 | GridSize: 87
Generation 68 | Revalues: 13798 | GridSize: 91
Generation 69 | Revalues: 14026 | GridSize: 94
Generation 70 | Revalues: 14224 | GridSize: 90
Generation 71 | Revalues: 14426 | GridSize: 88
Generation 72 | Revalues: 14640 | GridSize: 91
Generation 73 | Revalues: 14860 | GridSize: 99
Generation 74 | Revalues: 15062 | GridSize: 100
Generation 75 | Revalues: 15250 | GridSize: 99
Generation 76 | Revalues: 15456 | GridSize: 105
Generation 77 | Revalues: 15664 | GridSize: 109
Generation 78 | Revalues: 15870 | GridSize: 115
