Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.3333333333,0.1374368542,0.157635468,3.508650519,-0.8060742832,0.2083333333,0.1187317237,0.13859746,2.1542138853,0.137606521,0.4583333333,0.1753963765,-0.0672625698,2.1326630964,0.4635314152,0.4583333333,0.1753963765,-0.0672625698,2.1326630964,0.4635314152,0.71176977605,0.7119888226
2,0.2466666667,0.1024152766,0.0333716916,3.4313415685,0.8346433149,0.2333333333,0.1398411798,0.1348837209,2.0299586777,0.2708700538,0.52,0.1275408431,-0.011342155,2.6537221177,0.3933166286,0.52,0.1275408431,-0.011342155,2.6537221177,0.3933166286,0.78983422385,0.7898593295
3,0.3,0.1690308509,-0.45,2.03,-0.354964787,0.1142857143,0.0638876565,-0.1052631579,2.39,-0.1341640786,0.5857142857,0.1641303613,-0.0744186047,2.4331955923,0.6171844166,0.5857142857,0.1641303613,-0.0744186047,2.4331955923,0.6171844166,0.800794240515,0.8017430957000002
4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.77398164805,0.7742030026499999
5,0.3071428571,0.1334395835,0.4321372855,2.6594937644,0.2300663586,0.2785714286,0.1205853073,0.0417172945,3.3632132964,-0.561172621,0.4142857143,0.1059456927,0.2262678804,1.9242975207,0.4339395478,0.4142857143,0.1059456927,0.2262678804,1.9242975207,0.4339395478,0.7053284405900001,0.7065731888499999
6,0.3444444444,0.1065740339,-0.3678547411,2.8759451796,0.4204285196,0.2333333333,0.1290994449,0.6606334842,1.6933333333,-0.0172132593,0.4222222222,0.1617802198,0.0898496241,2.5725347099,0.4250402356,0.4222222222,0.1617802198,0.0898496241,2.5725347099,0.4250402356,0.8400510180000001,0.84050517255
7,0.3,0.1,-1.0,1.0,-0.0,0.2,0.2,-1.0,1.0,0.0,0.5,0.1,-1.0,1.0,0.0,0.5,0.1,-1.0,1.0,0.0,0.81681554876,0.8170895733500002
8,0.3,0.2,-1.0,1.0,0.0,0.25,0.25,-1.0,1.0,0.0,0.45,0.05,-1.0,1.0,0.0,0.45,0.05,-1.0,1.0,0.0,0.7818474831500001,0.7820877881
9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.76403364875,0.7645986961000002
10,0.28,0.1833030278,0.8748261474,1.4642857143,-0.093521953,0.27,0.1791647287,0.3067311568,1.5273240749,0.1418837342,0.45,0.1284523258,0.0769230769,2.1900826446,0.4246357877,0.45,0.1284523258,0.0769230769,2.1900826446,0.4246357877,0.68008450385,0.6811542617499999
