Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.3996825397,0.1173783498,0.867258725,2.1631961149,0.41220213,0.1279365079,0.0778716635,0.7839503255,2.9775519765,0.6183816333,0.4723809524,0.0667312612,0.4195504452,3.463531145,-0.5094673762,0.4723809524,0.0667312612,0.4195504452,3.463531145,-0.5094673762,0.71176977605,0.7119888226
2,0.353125,0.0707741787,0.4862844029,3.0527144522,-0.1210900651,0.1084375,0.0755856044,0.8466758045,2.3050182362,0.3946897213,0.5384375,0.0610895539,0.1718434969,3.6413259903,0.8730003472,0.5384375,0.0610895539,0.1718434969,3.6413259903,0.8730003472,0.78983422385,0.7898593295
3,0.3778723404,0.0824862637,0.7059891424,2.0620409183,0.2012145316,0.0968085106,0.0661431839,0.8134700791,2.2754806746,0.5571318939,0.5253191489,0.0556145957,0.0227731119,3.8995797259,0.7045635927,0.5253191489,0.0556145957,0.0227731119,3.8995797259,0.7045635927,0.800794240515,0.8017430957000002
4,0.3897101449,0.081684636,0.6094722185,2.4266376943,-0.1440060734,0.1192753623,0.0769023254,0.760498378,2.5723739672,0.6843021367,0.4910144928,0.0500186901,0.0720575444,2.8420101106,0.5660357782,0.4910144928,0.0500186901,0.0720575444,2.8420101106,0.5660357782,0.77398164805,0.7742030026499999
5,0.51,0.1512487702,0.882466973,2.0954743168,-0.2040740233,0.0928571429,0.0757906174,0.8270007337,3.5287411971,1.0911168551,0.3971428571,0.0879110043,0.75080749,2.1734197469,-0.2182863155,0.3971428571,0.0879110043,0.75080749,2.1734197469,-0.2182863155,0.7053284405900001,0.7065731888499999
6,0.3559821429,0.0909519086,0.7487801963,2.1008373546,0.0761135609,0.1208035714,0.0817021856,0.8187657585,2.679817303,0.6770910104,0.5232142857,0.0506425549,0.1365920254,2.5085222245,-0.0718761197,0.5232142857,0.0506425549,0.1365920254,2.5085222245,-0.0718761197,0.8400510180000001,0.84050517255
7,0.4121212121,0.1045845338,0.5706000863,2.3652499878,-0.050656474,0.0936363636,0.0805969464,0.8444432832,2.522720186,0.9223737077,0.4942424242,0.0628143152,0.0173422921,3.2394869718,-0.1601319338,0.4942424242,0.0628143152,0.0173422921,3.2394869718,-0.1601319338,0.81681554876,0.8170895733500002
8,0.3608333333,0.1056297254,0.868236019,2.0439682566,0.1055836969,0.1247916667,0.0864337314,0.7264047464,2.2101284911,0.563281139,0.514375,0.0575147173,0.1004463205,3.4311891084,0.6455113406,0.514375,0.0575147173,0.1004463205,3.4311891084,0.6455113406,0.7818474831500001,0.7820877881
9,0.5718518519,0.1577864717,0.8524300028,1.8140886722,0.0027091152,0.1075925926,0.0755212794,0.8112542361,2.5999157259,0.5671687553,0.3205555556,0.0950909246,0.6950707127,2.2877458493,-0.1713674283,0.3205555556,0.0950909246,0.6950707127,2.2877458493,-0.1713674283,0.76403364875,0.7645986961000002
10,0.5251666667,0.1861136899,0.912607872,1.9298740024,-0.3085805842,0.0835,0.0803082603,0.8495892356,4.0695624314,1.3595904985,0.3913333333,0.1222901831,0.8327684356,1.8613886304,-0.0960657943,0.3913333333,0.1222901831,0.8327684356,1.8613886304,-0.0960657943,0.68008450385,0.6811542617499999
11,0.4604,0.1160510233,0.6286155989,1.8705065396,-0.0881671768,0.0888,0.0459843452,0.6597490004,2.3331090992,0.2992096286,0.4508,0.0877687872,0.3907903631,2.0615389878,0.1459980737,0.4508,0.0877687872,0.3907903631,2.0615389878,0.1459980737,0.7663275058,0.76652139405
12,0.5043333333,0.1351464227,0.8271591096,2.0363219194,0.0025574332,0.105,0.0638096127,0.6053993251,3.2613560527,0.627762886,0.3906666667,0.0849679678,0.6527348814,2.1493632775,-0.3755479495,0.3906666667,0.0849679678,0.6527348814,2.1493632775,-0.3755479495,0.7606499918499998,0.7607151004999999
13,0.416993007,0.0894273543,0.6835393551,2.1934340568,-0.2394907368,0.107972028,0.0769575257,0.8503608197,2.6354427546,0.7444849692,0.475034965,0.0506444362,-0.0653912057,2.920714725,-0.0556846345,0.475034965,0.0506444362,-0.0653912057,2.920714725,-0.0556846345,0.7375424576149999,0.7395493140499999
14,0.386,0.1088760763,0.6055755795,2.0368603682,-0.1362046206,0.137,0.0926336872,0.766439212,2.1726263789,0.4523344732,0.477,0.0618950725,-0.1182974574,2.1240069114,0.202454434,0.477,0.0618950725,-0.1182974574,2.1240069114,0.202454434,0.6372191278150001,0.63777533035
