3.00	0.04	0.92
4.00	0.44	0.93
5.00	1.07	0.92
6.00	1.97	0.90
7.00	3.15	0.89
8.00	4.72	0.87
9.00	6.73	0.83
9.50	7.86	0.79
10.00	9.06	0.75
10.50	10.30	0.72
11.00	10.60	0.59
11.50	10.60	0.49
12.00	10.60	0.42
13.00	10.60	0.32
14.00	10.60	0.25
15.00	10.60	0.20
16.00	10.60	0.17
18.00	10.60	0.12
20.00	10.60	0.09
25.00	10.60	0.05
