Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
220,0.4252631579,0.0879334929,0.4637829875,2.9882157523,-0.2160646368,0.1162105263,0.0637293446,0.5431228719,3.6772190832,0.844258043,0.4585263158,0.0656139976,0.2230785926,4.1950907265,-0.403325014,0.4585263158,0.0656139976,0.2230785926,4.1950907265,-0.403325014
