Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 322 | GridSize: 13
Generation 2 | Revalues: 550 | GridSize: 5
Generation 3 | Revalues: 766 | GridSize: 6
Generation 4 | Revalues: 976 | GridSize: 7
Generation 5 | Revalues: 1190 | GridSize: 9
Generation 6 | Revalues: 1398 | GridSize: 15
Generation 7 | Revalues: 1622 | GridSize: 13
Generation 8 | Revalues: 1864 | GridSize: 15
Generation 9 | Revalues: 2086 | GridSize: 11
Generation 10 | Revalues: 2302 | GridSize: 12
Generation 11 | Revalues: 2526 | GridSize: 18
Generation 12 | Revalues: 2756 | GridSize: 18
Generation 13 | Revalues: 3006 | GridSize: 11
Generation 14 | Revalues: 3204 | GridSize: 13
Generation 15 | Revalues: 3460 | GridSize: 15
Generation 16 | Revalues: 3684 | GridSize: 12
Generation 17 | Revalues: 3906 | GridSize: 11
Generation 18 | Revalues: 4100 | GridSize: 18
Generation 19 | Revalues: 4318 | GridSize: 20
Generation 20 | Revalues: 4552 | GridSize: 17
Generation 21 | Revalues: 4790 | GridSize: 18
Generation 22 | Revalues: 4998 | GridSize: 23
Generation 23 | Revalues: 5208 | GridSize: 24
Generation 24 | Revalues: 5418 | GridSize: 32
Generation 25 | Revalues: 5642 | GridSize: 27
Generation 26 | Revalues: 5862 | GridSize: 29
Generation 27 | Revalues: 6120 | GridSize: 26
Generation 28 | Revalues: 6354 | GridSize: 19
Generation 29 | Revalues: 6568 | GridSize: 26
Generation 30 | Revalues: 6790 | GridSize: 26
Generation 31 | Revalues: 6998 | GridSize: 33
Generation 32 | Revalues: 7198 | GridSize: 24
Generation 33 | Revalues: 7434 | GridSize: 30
Generation 34 | Revalues: 7640 | GridSize: 30
Generation 35 | Revalues: 7866 | GridSize: 27
Generation 36 | Revalues: 8076 | GridSize: 27
Generation 37 | Revalues: 8290 | GridSize: 32
Generation 38 | Revalues: 8498 | GridSize: 27
Generation 39 | Revalues: 8714 | GridSize: 24
Generation 40 | Revalues: 8934 | GridSize: 18
Generation 41 | Revalues: 9146 | GridSize: 20
Generation 42 | Revalues: 9348 | GridSize: 25
Generation 43 | Revalues: 9560 | GridSize: 31
Generation 44 | Revalues: 9794 | GridSize: 31
Generation 45 | Revalues: 10006 | GridSize: 33
Generation 46 | Revalues: 10228 | GridSize: 37
Generation 47 | Revalues: 10460 | GridSize: 32
Generation 48 | Revalues: 10680 | GridSize: 29
Generation 49 | Revalues: 10898 | GridSize: 36
Generation 50 | Revalues: 11108 | GridSize: 32
Generation 51 | Revalues: 11336 | GridSize: 22
Generation 52 | Revalues: 11576 | GridSize: 26
Generation 53 | Revalues: 11776 | GridSize: 25
Generation 54 | Revalues: 12008 | GridSize: 31
Generation 55 | Revalues: 12232 | GridSize: 25
Generation 56 | Revalues: 12434 | GridSize: 33
Generation 57 | Revalues: 12666 | GridSize: 34
Generation 58 | Revalues: 12892 | GridSize: 27
Generation 59 | Revalues: 13122 | GridSize: 25
Generation 60 | Revalues: 13342 | GridSize: 29
Generation 61 | Revalues: 13546 | GridSize: 30
Generation 62 | Revalues: 13780 | GridSize: 25
Generation 63 | Revalues: 14000 | GridSize: 33
Generation 64 | Revalues: 14228 | GridSize: 28
Generation 65 | Revalues: 14442 | GridSize: 34
Generation 66 | Revalues: 14662 | GridSize: 32
Generation 67 | Revalues: 14882 | GridSize: 27
Generation 68 | Revalues: 15116 | GridSize: 29
Generation 69 | Revalues: 15348 | GridSize: 34
Generation 70 | Revalues: 15578 | GridSize: 32
Generation 71 | Revalues: 15800 | GridSize: 40
