Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 316 | GridSize: 10
Generation 2 | Revalues: 532 | GridSize: 14
Generation 3 | Revalues: 744 | GridSize: 24
Generation 4 | Revalues: 946 | GridSize: 20
Generation 5 | Revalues: 1162 | GridSize: 29
Generation 6 | Revalues: 1336 | GridSize: 44
Generation 7 | Revalues: 1548 | GridSize: 47
Generation 8 | Revalues: 1726 | GridSize: 55
Generation 9 | Revalues: 1920 | GridSize: 42
Generation 10 | Revalues: 2134 | GridSize: 48
Generation 11 | Revalues: 2334 | GridSize: 54
Generation 12 | Revalues: 2538 | GridSize: 68
Generation 13 | Revalues: 2724 | GridSize: 77
Generation 14 | Revalues: 2940 | GridSize: 88
Generation 15 | Revalues: 3134 | GridSize: 72
Generation 16 | Revalues: 3350 | GridSize: 70
Generation 17 | Revalues: 3528 | GridSize: 67
Generation 18 | Revalues: 3722 | GridSize: 69
Generation 19 | Revalues: 3928 | GridSize: 76
Generation 20 | Revalues: 4130 | GridSize: 85
Generation 21 | Revalues: 4322 | GridSize: 89
Generation 22 | Revalues: 4496 | GridSize: 97
Generation 23 | Revalues: 4688 | GridSize: 94
Generation 24 | Revalues: 4870 | GridSize: 97
Generation 25 | Revalues: 5070 | GridSize: 96
Generation 26 | Revalues: 5282 | GridSize: 102
Generation 27 | Revalues: 5476 | GridSize: 100
Generation 28 | Revalues: 5678 | GridSize: 111
Generation 29 | Revalues: 5876 | GridSize: 131
Generation 30 | Revalues: 6056 | GridSize: 125
Generation 31 | Revalues: 6260 | GridSize: 125
Generation 32 | Revalues: 6492 | GridSize: 127
Generation 33 | Revalues: 6702 | GridSize: 129
Generation 34 | Revalues: 6904 | GridSize: 119
Generation 35 | Revalues: 7096 | GridSize: 119
Generation 36 | Revalues: 7298 | GridSize: 131
Generation 37 | Revalues: 7508 | GridSize: 131
Generation 38 | Revalues: 7710 | GridSize: 132
Generation 39 | Revalues: 7928 | GridSize: 122
Generation 40 | Revalues: 8132 | GridSize: 132
Generation 41 | Revalues: 8322 | GridSize: 137
Generation 42 | Revalues: 8526 | GridSize: 140
Generation 43 | Revalues: 8716 | GridSize: 138
Generation 44 | Revalues: 8912 | GridSize: 144
Generation 45 | Revalues: 9114 | GridSize: 147
Generation 46 | Revalues: 9314 | GridSize: 150
Generation 47 | Revalues: 9520 | GridSize: 149
Generation 48 | Revalues: 9748 | GridSize: 162
Generation 49 | Revalues: 9970 | GridSize: 156
Generation 50 | Revalues: 10180 | GridSize: 162
Generation 51 | Revalues: 10382 | GridSize: 165
Generation 52 | Revalues: 10566 | GridSize: 161
Generation 53 | Revalues: 10780 | GridSize: 166
Generation 54 | Revalues: 10986 | GridSize: 163
Generation 55 | Revalues: 11190 | GridSize: 166
Generation 56 | Revalues: 11400 | GridSize: 177
Generation 57 | Revalues: 11600 | GridSize: 191
Generation 58 | Revalues: 11790 | GridSize: 193
Generation 59 | Revalues: 11962 | GridSize: 190
Generation 60 | Revalues: 12152 | GridSize: 185
Generation 61 | Revalues: 12358 | GridSize: 190
Generation 62 | Revalues: 12530 | GridSize: 178
Generation 63 | Revalues: 12748 | GridSize: 178
Generation 64 | Revalues: 12924 | GridSize: 171
Generation 65 | Revalues: 13114 | GridSize: 180
Generation 66 | Revalues: 13324 | GridSize: 177
Generation 67 | Revalues: 13560 | GridSize: 183
Generation 68 | Revalues: 13758 | GridSize: 189
Generation 69 | Revalues: 13942 | GridSize: 189
Generation 70 | Revalues: 14118 | GridSize: 188
Generation 71 | Revalues: 14332 | GridSize: 193
Generation 72 | Revalues: 14506 | GridSize: 190
