Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 310 | GridSize: 7
Generation 2 | Revalues: 516 | GridSize: 14
Generation 3 | Revalues: 724 | GridSize: 22
Generation 4 | Revalues: 924 | GridSize: 25
Generation 5 | Revalues: 1130 | GridSize: 22
Generation 6 | Revalues: 1320 | GridSize: 30
Generation 7 | Revalues: 1508 | GridSize: 17
Generation 8 | Revalues: 1696 | GridSize: 18
Generation 9 | Revalues: 1904 | GridSize: 26
Generation 10 | Revalues: 2106 | GridSize: 31
Generation 11 | Revalues: 2314 | GridSize: 38
Generation 12 | Revalues: 2518 | GridSize: 43
Generation 13 | Revalues: 2700 | GridSize: 50
Generation 14 | Revalues: 2900 | GridSize: 57
Generation 15 | Revalues: 3086 | GridSize: 62
Generation 16 | Revalues: 3302 | GridSize: 67
Generation 17 | Revalues: 3504 | GridSize: 72
Generation 18 | Revalues: 3710 | GridSize: 64
Generation 19 | Revalues: 3924 | GridSize: 68
Generation 20 | Revalues: 4114 | GridSize: 77
Generation 21 | Revalues: 4334 | GridSize: 87
Generation 22 | Revalues: 4536 | GridSize: 96
Generation 23 | Revalues: 4734 | GridSize: 99
Generation 24 | Revalues: 4926 | GridSize: 100
Generation 25 | Revalues: 5142 | GridSize: 98
Generation 26 | Revalues: 5336 | GridSize: 91
Generation 27 | Revalues: 5544 | GridSize: 91
Generation 28 | Revalues: 5752 | GridSize: 95
Generation 29 | Revalues: 5974 | GridSize: 89
Generation 30 | Revalues: 6170 | GridSize: 96
Generation 31 | Revalues: 6368 | GridSize: 100
Generation 32 | Revalues: 6578 | GridSize: 103
Generation 33 | Revalues: 6754 | GridSize: 110
Generation 34 | Revalues: 6942 | GridSize: 116
Generation 35 | Revalues: 7140 | GridSize: 117
Generation 36 | Revalues: 7336 | GridSize: 123
Generation 37 | Revalues: 7530 | GridSize: 118
Generation 38 | Revalues: 7692 | GridSize: 122
Generation 39 | Revalues: 7914 | GridSize: 119
Generation 40 | Revalues: 8110 | GridSize: 119
Generation 41 | Revalues: 8316 | GridSize: 124
Generation 42 | Revalues: 8516 | GridSize: 126
Generation 43 | Revalues: 8706 | GridSize: 126
Generation 44 | Revalues: 8902 | GridSize: 129
Generation 45 | Revalues: 9120 | GridSize: 119
Generation 46 | Revalues: 9356 | GridSize: 126
Generation 47 | Revalues: 9566 | GridSize: 133
Generation 48 | Revalues: 9766 | GridSize: 133
Generation 49 | Revalues: 9962 | GridSize: 131
Generation 50 | Revalues: 10186 | GridSize: 132
Generation 51 | Revalues: 10386 | GridSize: 137
Generation 52 | Revalues: 10576 | GridSize: 142
Generation 53 | Revalues: 10760 | GridSize: 140
Generation 54 | Revalues: 10994 | GridSize: 138
Generation 55 | Revalues: 11200 | GridSize: 142
Generation 56 | Revalues: 11418 | GridSize: 143
Generation 57 | Revalues: 11622 | GridSize: 145
Generation 58 | Revalues: 11836 | GridSize: 143
Generation 59 | Revalues: 12042 | GridSize: 142
Generation 60 | Revalues: 12216 | GridSize: 146
Generation 61 | Revalues: 12400 | GridSize: 149
Generation 62 | Revalues: 12606 | GridSize: 151
Generation 63 | Revalues: 12808 | GridSize: 156
Generation 64 | Revalues: 13004 | GridSize: 165
Generation 65 | Revalues: 13200 | GridSize: 168
Generation 66 | Revalues: 13400 | GridSize: 169
Generation 67 | Revalues: 13606 | GridSize: 171
Generation 68 | Revalues: 13808 | GridSize: 167
Generation 69 | Revalues: 14024 | GridSize: 171
Generation 70 | Revalues: 14230 | GridSize: 177
Generation 71 | Revalues: 14420 | GridSize: 182
Generation 72 | Revalues: 14582 | GridSize: 182
Generation 73 | Revalues: 14752 | GridSize: 184
Generation 74 | Revalues: 14956 | GridSize: 185
Generation 75 | Revalues: 15176 | GridSize: 192
Generation 76 | Revalues: 15378 | GridSize: 195
Generation 77 | Revalues: 15586 | GridSize: 197
Generation 78 | Revalues: 15786 | GridSize: 197
Generation 79 | Revalues: 16004 | GridSize: 202
Generation 80 | Revalues: 16218 | GridSize: 205
Generation 81 | Revalues: 16402 | GridSize: 209
Generation 82 | Revalues: 16600 | GridSize: 214
Generation 83 | Revalues: 16806 | GridSize: 202
Generation 84 | Revalues: 17022 | GridSize: 209
Generation 85 | Revalues: 17224 | GridSize: 214
Generation 86 | Revalues: 17448 | GridSize: 219
Generation 87 | Revalues: 17654 | GridSize: 217
Generation 88 | Revalues: 17864 | GridSize: 222
Generation 89 | Revalues: 18064 | GridSize: 214
Generation 90 | Revalues: 18252 | GridSize: 217
Generation 91 | Revalues: 18444 | GridSize: 216
Generation 92 | Revalues: 18640 | GridSize: 221
Generation 93 | Revalues: 18848 | GridSize: 221
Generation 94 | Revalues: 19048 | GridSize: 221
Generation 95 | Revalues: 19234 | GridSize: 226
Generation 96 | Revalues: 19436 | GridSize: 222
Generation 97 | Revalues: 19640 | GridSize: 226
Generation 98 | Revalues: 19840 | GridSize: 220
Generation 99 | Revalues: 20052 | GridSize: 221
Generation 100 | Revalues: 20252 | GridSize: 225
Generation 101 | Revalues: 20446 | GridSize: 229
Generation 102 | Revalues: 20638 | GridSize: 231
Generation 103 | Revalues: 20834 | GridSize: 232
Generation 104 | Revalues: 21050 | GridSize: 231
Generation 105 | Revalues: 21246 | GridSize: 229
Generation 106 | Revalues: 21432 | GridSize: 232
Generation 107 | Revalues: 21618 | GridSize: 233
Generation 108 | Revalues: 21826 | GridSize: 237
Generation 109 | Revalues: 22036 | GridSize: 236
Generation 110 | Revalues: 22238 | GridSize: 243
Generation 111 | Revalues: 22458 | GridSize: 235
Generation 112 | Revalues: 22656 | GridSize: 231
Generation 113 | Revalues: 22878 | GridSize: 237
Generation 114 | Revalues: 23088 | GridSize: 235
Generation 115 | Revalues: 23302 | GridSize: 237
Generation 116 | Revalues: 23496 | GridSize: 236
Generation 117 | Revalues: 23702 | GridSize: 243
Generation 118 | Revalues: 23910 | GridSize: 243
Generation 119 | Revalues: 24092 | GridSize: 241
Generation 120 | Revalues: 24278 | GridSize: 242
Generation 121 | Revalues: 24474 | GridSize: 240
Generation 122 | Revalues: 24666 | GridSize: 236
Generation 123 | Revalues: 24854 | GridSize: 235
Generation 124 | Revalues: 25056 | GridSize: 235
Generation 125 | Revalues: 25248 | GridSize: 239
Generation 126 | Revalues: 25456 | GridSize: 240
Generation 127 | Revalues: 25620 | GridSize: 241
Generation 128 | Revalues: 25848 | GridSize: 246
Generation 129 | Revalues: 26038 | GridSize: 250
Generation 130 | Revalues: 26230 | GridSize: 242
Generation 131 | Revalues: 26432 | GridSize: 238
Generation 132 | Revalues: 26650 | GridSize: 243
Generation 133 | Revalues: 26854 | GridSize: 243
Generation 134 | Revalues: 27062 | GridSize: 243
Generation 135 | Revalues: 27270 | GridSize: 246
Generation 136 | Revalues: 27480 | GridSize: 253
Generation 137 | Revalues: 27684 | GridSize: 250
Generation 138 | Revalues: 27908 | GridSize: 251
Generation 139 | Revalues: 28118 | GridSize: 250
Generation 140 | Revalues: 28334 | GridSize: 250
Generation 141 | Revalues: 28524 | GridSize: 251
Generation 142 | Revalues: 28722 | GridSize: 254
Generation 143 | Revalues: 28888 | GridSize: 254
Generation 144 | Revalues: 29082 | GridSize: 253
Generation 145 | Revalues: 29294 | GridSize: 253
Generation 146 | Revalues: 29496 | GridSize: 254
Generation 147 | Revalues: 29684 | GridSize: 257
Generation 148 | Revalues: 29890 | GridSize: 259
Generation 149 | Revalues: 30080 | GridSize: 257
Generation 150 | Revalues: 30276 | GridSize: 261
Generation 151 | Revalues: 30484 | GridSize: 262
Generation 152 | Revalues: 30674 | GridSize: 254
Generation 153 | Revalues: 30872 | GridSize: 246
Generation 154 | Revalues: 31042 | GridSize: 250
Generation 155 | Revalues: 31234 | GridSize: 252
Generation 156 | Revalues: 31438 | GridSize: 248
Generation 157 | Revalues: 31626 | GridSize: 249
Generation 158 | Revalues: 31822 | GridSize: 247
Generation 159 | Revalues: 32026 | GridSize: 250
Generation 160 | Revalues: 32252 | GridSize: 255
Generation 161 | Revalues: 32460 | GridSize: 249
Generation 162 | Revalues: 32644 | GridSize: 248
Generation 163 | Revalues: 32852 | GridSize: 249
Generation 164 | Revalues: 33054 | GridSize: 249
Generation 165 | Revalues: 33254 | GridSize: 255
Generation 166 | Revalues: 33466 | GridSize: 254
Generation 167 | Revalues: 33654 | GridSize: 252
Generation 168 | Revalues: 33864 | GridSize: 252
Generation 169 | Revalues: 34056 | GridSize: 249
Generation 170 | Revalues: 34220 | GridSize: 246
Generation 171 | Revalues: 34430 | GridSize: 247
Generation 172 | Revalues: 34640 | GridSize: 247
Generation 173 | Revalues: 34800 | GridSize: 249
Generation 174 | Revalues: 35022 | GridSize: 253
Generation 175 | Revalues: 35224 | GridSize: 249
Generation 176 | Revalues: 35424 | GridSize: 249
Generation 177 | Revalues: 35586 | GridSize: 250
Generation 178 | Revalues: 35796 | GridSize: 251
Generation 179 | Revalues: 35996 | GridSize: 251
Generation 180 | Revalues: 36188 | GridSize: 249
Generation 181 | Revalues: 36396 | GridSize: 250
Generation 182 | Revalues: 36594 | GridSize: 254
Generation 183 | Revalues: 36796 | GridSize: 254
Generation 184 | Revalues: 37006 | GridSize: 257
Generation 185 | Revalues: 37192 | GridSize: 261
Generation 186 | Revalues: 37408 | GridSize: 262
Generation 187 | Revalues: 37600 | GridSize: 264
Generation 188 | Revalues: 37790 | GridSize: 266
Generation 189 | Revalues: 38000 | GridSize: 259
Generation 190 | Revalues: 38210 | GridSize: 257
Generation 191 | Revalues: 38424 | GridSize: 258
Generation 192 | Revalues: 38622 | GridSize: 258
Generation 193 | Revalues: 38818 | GridSize: 258
Generation 194 | Revalues: 39004 | GridSize: 257
Generation 195 | Revalues: 39204 | GridSize: 260
Generation 196 | Revalues: 39384 | GridSize: 260
Generation 197 | Revalues: 39590 | GridSize: 259
Generation 198 | Revalues: 39788 | GridSize: 260
Generation 199 | Revalues: 39996 | GridSize: 257
Generation 200 | Revalues: 40192 | GridSize: 259
Generation 201 | Revalues: 40404 | GridSize: 260
Generation 202 | Revalues: 40600 | GridSize: 266
Generation 203 | Revalues: 40826 | GridSize: 268
Generation 204 | Revalues: 41030 | GridSize: 255
Generation 205 | Revalues: 41232 | GridSize: 260
Generation 206 | Revalues: 41438 | GridSize: 264
Generation 207 | Revalues: 41666 | GridSize: 263
Generation 208 | Revalues: 41866 | GridSize: 260
Generation 209 | Revalues: 42082 | GridSize: 260
Generation 210 | Revalues: 42286 | GridSize: 259
Generation 211 | Revalues: 42528 | GridSize: 260
Generation 212 | Revalues: 42714 | GridSize: 250
Generation 213 | Revalues: 42944 | GridSize: 252
Generation 214 | Revalues: 43118 | GridSize: 248
Generation 215 | Revalues: 43322 | GridSize: 243
Generation 216 | Revalues: 43522 | GridSize: 247
Generation 217 | Revalues: 43714 | GridSize: 248
Generation 218 | Revalues: 43906 | GridSize: 252
Generation 219 | Revalues: 44142 | GridSize: 255
Generation 220 | Revalues: 44316 | GridSize: 256
Generation 221 | Revalues: 44482 | GridSize: 254
Generation 222 | Revalues: 44698 | GridSize: 256
Generation 223 | Revalues: 44902 | GridSize: 258
Generation 224 | Revalues: 45096 | GridSize: 256
Generation 225 | Revalues: 45290 | GridSize: 256
Generation 226 | Revalues: 45460 | GridSize: 256
Generation 227 | Revalues: 45686 | GridSize: 256
Generation 228 | Revalues: 45882 | GridSize: 261
Generation 229 | Revalues: 46082 | GridSize: 258
Generation 230 | Revalues: 46256 | GridSize: 255
Generation 231 | Revalues: 46462 | GridSize: 256
Generation 232 | Revalues: 46664 | GridSize: 255
Generation 233 | Revalues: 46846 | GridSize: 255
Generation 234 | Revalues: 47046 | GridSize: 254
Generation 235 | Revalues: 47238 | GridSize: 256
Generation 236 | Revalues: 47466 | GridSize: 259
Generation 237 | Revalues: 47656 | GridSize: 250
Generation 238 | Revalues: 47856 | GridSize: 252
Generation 239 | Revalues: 48076 | GridSize: 254
Generation 240 | Revalues: 48270 | GridSize: 256
Generation 241 | Revalues: 48482 | GridSize: 255
Generation 242 | Revalues: 48680 | GridSize: 255
Generation 243 | Revalues: 48880 | GridSize: 256
Generation 244 | Revalues: 49082 | GridSize: 256
Generation 245 | Revalues: 49304 | GridSize: 254
Generation 246 | Revalues: 49512 | GridSize: 256
Generation 247 | Revalues: 49722 | GridSize: 259
Generation 248 | Revalues: 49936 | GridSize: 260
Generation 249 | Revalues: 50134 | GridSize: 261
Generation 250 | Revalues: 50358 | GridSize: 261
Generation 251 | Revalues: 50550 | GridSize: 261
Generation 252 | Revalues: 50762 | GridSize: 261
Generation 253 | Revalues: 50972 | GridSize: 261
Generation 254 | Revalues: 51148 | GridSize: 261
Generation 255 | Revalues: 51348 | GridSize: 264
Generation 256 | Revalues: 51548 | GridSize: 267
Generation 257 | Revalues: 51754 | GridSize: 265
Generation 258 | Revalues: 51964 | GridSize: 271
Generation 259 | Revalues: 52168 | GridSize: 268
Generation 260 | Revalues: 52346 | GridSize: 270
Generation 261 | Revalues: 52540 | GridSize: 269
Generation 262 | Revalues: 52750 | GridSize: 271
Generation 263 | Revalues: 52958 | GridSize: 272
Generation 264 | Revalues: 53162 | GridSize: 273
Generation 265 | Revalues: 53352 | GridSize: 272
Generation 266 | Revalues: 53554 | GridSize: 273
Generation 267 | Revalues: 53718 | GridSize: 273
Generation 268 | Revalues: 53916 | GridSize: 275
Generation 269 | Revalues: 54140 | GridSize: 275
Generation 270 | Revalues: 54346 | GridSize: 277
Generation 271 | Revalues: 54530 | GridSize: 276
Generation 272 | Revalues: 54704 | GridSize: 278
Generation 273 | Revalues: 54912 | GridSize: 274
Generation 274 | Revalues: 55108 | GridSize: 275
Generation 275 | Revalues: 55314 | GridSize: 272
Generation 276 | Revalues: 55520 | GridSize: 272
Generation 277 | Revalues: 55716 | GridSize: 274
Generation 278 | Revalues: 55916 | GridSize: 274
Generation 279 | Revalues: 56120 | GridSize: 277
Generation 280 | Revalues: 56302 | GridSize: 280
Generation 281 | Revalues: 56492 | GridSize: 282
Generation 282 | Revalues: 56698 | GridSize: 284
Generation 283 | Revalues: 56902 | GridSize: 286
Generation 284 | Revalues: 57116 | GridSize: 289
Generation 285 | Revalues: 57320 | GridSize: 289
Generation 286 | Revalues: 57534 | GridSize: 291
Generation 287 | Revalues: 57710 | GridSize: 288
Generation 288 | Revalues: 57910 | GridSize: 288
Generation 289 | Revalues: 58106 | GridSize: 287
Generation 290 | Revalues: 58286 | GridSize: 288
Generation 291 | Revalues: 58484 | GridSize: 291
Generation 292 | Revalues: 58676 | GridSize: 291
Generation 293 | Revalues: 58848 | GridSize: 292
Generation 294 | Revalues: 59046 | GridSize: 293
Generation 295 | Revalues: 59240 | GridSize: 290
Generation 296 | Revalues: 59444 | GridSize: 292
Generation 297 | Revalues: 59656 | GridSize: 293
Generation 298 | Revalues: 59846 | GridSize: 287
Generation 299 | Revalues: 60086 | GridSize: 286
Generation 300 | Revalues: 60284 | GridSize: 289
