Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
272,0.227,0.1247838131,-0.1693276512,2.8934807073,0.2517055053,0.3,0.144222051,0.0724637681,2.4778106509,0.280016926,0.473,0.1455025773,0.1228091409,2.9190617221,0.1637866047,0.473,0.1455025773,0.1228091409,2.9190617221,0.1637866047
