Feature,Importance
INF_sd,0.18487230504969127
INF_r1,0.08838989991240771
SUP_r1,0.07312350547582196
INF_avg,0.07069574983540751
IND_kr,0.06457524042570352
SUP_sd,0.06393450005303261
INC_kr,0.06316745835269845
SUP_sk,0.0500637326910544
SUP_kr,0.04789695009720689
INF_sk,0.04741991535235153
INF_kr,0.03905684287107361
INC_sk,0.035647358404068144
IND_sk,0.035559262683961486
SUP_avg,0.03292501375949195
IND_r1,0.02360280252467833
INC_r1,0.02273633958209642
IND_sd,0.015823117164795338
INC_sd,0.015329516471215268
IND_avg,0.01266352256212896
INC_avg,0.012516966731114638
