Feature,Importance
IND_kr,0.13685478321657743
INC_kr,0.13555253210993745
INF_sk,0.11285019494065755
SUP_r1,0.08402480435549624
INF_r1,0.051214562448049714
SUP_sk,0.04932917183778996
IND_sd,0.04893949835465337
INC_sd,0.04740678595754997
SUP_kr,0.044739931659619384
INF_kr,0.043138787295324894
INF_sd,0.037791489213347074
SUP_sd,0.033797653754294894
INF_avg,0.03252782525904642
SUP_avg,0.030984352225488832
IND_r1,0.02346947272422906
INC_r1,0.02230378078892605
IND_avg,0.01697562452541694
INC_avg,0.016792109924015242
INC_sk,0.01570471869210149
IND_sk,0.015601920717478193
