Feature,Importance
SUP_sd,0.1505330258589846
SUP_avg,0.12985860424126888
INF_avg,0.0927229756934572
SUP_r1,0.089704890095896
INF_kr,0.08010400708832123
SUP_sk,0.053455016003995846
IND_r1,0.043628615105176474
INF_sd,0.043077366050397775
INC_r1,0.04010995995883928
IND_sd,0.036057186161193536
INC_sd,0.034932913586358125
INC_sk,0.030269544654502618
SUP_kr,0.028704369758314984
IND_sk,0.02867344297309818
INF_r1,0.027802896670207043
INC_avg,0.024182126943025108
IND_avg,0.02407026289609008
INF_sk,0.021237120018840636
IND_kr,0.010763315200353703
INC_kr,0.010112361041678642
