Feature,Importance
INF_kr,0.14667875746579406
SUP_sd,0.1340291022887751
IND_r1,0.10152507869348754
INC_r1,0.09267314188999
SUP_sk,0.08644793608469543
SUP_kr,0.07621214623636059
INF_sd,0.040931857847236415
INF_sk,0.03990756369406951
IND_kr,0.03893088060154722
INC_kr,0.03768649241831007
SUP_r1,0.03589940924686788
IND_sd,0.02994348084439091
INC_sd,0.02895781619301338
IND_sk,0.021856959405031583
INC_sk,0.021237482110879665
INF_r1,0.02029624365531547
SUP_avg,0.012269485775459402
INF_avg,0.011924647103592137
IND_avg,0.011313346272474925
INC_avg,0.011278172172708751
