Feature,Importance
INF_r1,0.2495658983694654
INF_sk,0.12035444017307123
INF_kr,0.0862992015741256
SUP_sk,0.0719050234147566
INC_sk,0.05118951389360652
IND_sk,0.048878145177727615
INF_avg,0.038144405066210835
SUP_r1,0.036063326698438807
INF_sd,0.035255388947667735
SUP_sd,0.03350288899418858
IND_r1,0.031523094908361006
IND_sd,0.03132402039412038
INC_sd,0.03062131259432131
INC_r1,0.02917539932766758
SUP_kr,0.025686700708484004
SUP_avg,0.02133087095611734
INC_avg,0.016885157438176885
IND_avg,0.01674278644529326
IND_kr,0.01309173085343961
INC_kr,0.012460694064759636
