Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
21,0.2,0.09258201,-1.0,3.5,1.0801234497,0.2428571429,0.1399708424,0.2689295039,1.9127604167,-0.4784159654,0.5571428571,0.1049781318,0.2601626016,1.7386831276,0.1814436847,0.5571428571,0.1049781318,0.2601626016,1.7386831276,0.1814436847
