Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.3077,0.0512221632,0.0946515911,2.6700089905,0.0902267756,0.2054,0.0430678534,0.2024766381,2.3386188323,0.1446363638,0.4869,0.0503725123,0.0023215475,2.6681612941,-0.2996719413,0.4869,0.0503725123,0.0023215475,2.6681612941,-0.2996719413,0.71176977605,0.7119888226
2,0.2451,0.0451994469,0.1096632692,3.1692349374,0.3146953318,0.2424,0.0458501908,0.2055978831,4.7867499288,0.6072331009,0.5125,0.0593359082,0.0528392738,3.4147012017,-0.4188049822,0.5125,0.0593359082,0.0528392738,3.4147012017,-0.4188049822,0.78983422385,0.7898593295
3,0.2416,0.0471745694,-0.0240318705,3.1739255667,0.1837781001,0.2808,0.0457969431,0.1813169703,2.928679337,0.3250906179,0.4776,0.0516937134,0.0568610148,2.5413671924,-0.0400038198,0.4776,0.0516937134,0.0568610148,2.5413671924,-0.0400038198,0.800794240515,0.8017430957000002
4,0.2463,0.0503319978,0.0832076012,2.6740403073,0.2373242255,0.2846,0.0500483766,0.1973340237,3.7865055341,0.6858144073,0.4691,0.0549744486,-0.0426687189,2.6510094518,-0.2024118481,0.4691,0.0549744486,-0.0426687189,2.6510094518,-0.2024118481,0.77398164805,0.7742030026499999
5,0.2414,0.0497397226,0.1437883363,2.1009108176,-0.0750354082,0.2918,0.067784659,0.4836898696,2.5715362779,0.1017885132,0.4668,0.0610226188,0.1079688636,2.9250995151,0.062318534,0.4668,0.0610226188,0.1079688636,2.9250995151,0.062318534,0.7053284405900001,0.7065731888499999
6,0.2901,0.0418209278,-0.0034999571,3.4403209681,-0.0488718037,0.2402,0.0393441228,0.2468550243,2.8005855414,0.0599512061,0.4697,0.0495873976,-0.0255786836,3.3418490206,0.1246857034,0.4697,0.0495873976,-0.0255786836,3.3418490206,0.1246857034,0.8400510180000001,0.84050517255
7,0.2445,0.0566281732,0.3159426934,3.694573866,0.6963273457,0.2321,0.0605028099,0.4460577368,2.5829485367,-0.0116535346,0.5234,0.0637843241,0.0963993224,3.0313775614,-0.1994483791,0.5234,0.0637843241,0.0963993224,3.0313775614,-0.1994483791,0.81681554876,0.8170895733500002
8,0.2841,0.0443417411,0.2940973852,3.1522646289,-0.0835363594,0.2269,0.0478057528,0.1738811057,2.8652987347,0.0255724991,0.489,0.0548178803,0.0939859676,2.2602986149,0.0825361946,0.489,0.0548178803,0.0939859676,2.2602986149,0.0825361946,0.7818474831500001,0.7820877881
9,0.2582,0.0582302327,0.3877868399,2.4384637745,-0.2159797378,0.272,0.0577754273,0.1825632755,2.4391890897,0.3557295474,0.4698,0.048352456,0.0029646455,2.3826771669,0.0244394438,0.4698,0.048352456,0.0029646455,2.3826771669,0.0244394438,0.76403364875,0.7645986961000002
10,0.3221,0.0656246143,0.299768338,2.4871059202,-0.037119952,0.2925,0.0687659073,0.3497664695,2.9986411936,0.2957429766,0.3854,0.0800552309,0.6136285715,3.7086402268,0.9110011803,0.3854,0.0800552309,0.6136285715,3.7086402268,0.9110011803,0.68008450385,0.6811542617499999
11,0.2361,0.0554598053,0.3948571608,4.1189129559,0.7151724746,0.2423,0.0593776894,0.3420111211,3.1780151768,0.2344914383,0.5216,0.0564751273,0.1268091077,3.6627626133,-0.6427427149,0.5216,0.0564751273,0.1268091077,3.6627626133,-0.6427427149,0.7663275058,0.76652139405
12,0.2595,0.0578165201,0.3040291118,2.1830054854,-0.0311267612,0.2596,0.0638892792,0.5705656054,2.6021866327,0.1759998791,0.4809,0.0567114627,0.2530745608,3.8498992549,-0.2625866073,0.4809,0.0567114627,0.2530745608,3.8498992549,-0.2625866073,0.7606499918499998,0.7607151004999999
13,0.2625,0.0487724307,0.005703069,3.9651342889,0.5495187724,0.2383,0.0464339316,-0.0111351793,3.0639658291,0.3808664054,0.4992,0.0517625347,0.047710612,2.2034851727,0.1041958869,0.4992,0.0517625347,0.047710612,2.2034851727,0.1041958869,0.7375424576149999,0.7395493140499999
14,0.3737,0.0667780653,0.5390643104,2.7422939802,0.4387104904,0.3922,0.0668368162,0.4053010518,2.8258491354,-0.360899061,0.2341,0.0621465204,0.5800863761,4.4125268691,0.9681465107,0.2341,0.0621465204,0.5800863761,4.4125268691,0.9681465107,0.6372191278150001,0.63777533035
