Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.2712,0.0726812218,-0.0337770172,2.8474780223,0.308329836,0.29,0.0598999165,-0.1070028011,2.6877961842,0.1965374233,0.4388,0.0712640162,0.3253019437,1.9964834379,0.2030416444,0.4388,0.0712640162,0.3253019437,1.9964834379,0.2030416444,0.71176977605,0.7119888226
2,0.216,0.0638748777,-0.0491597299,2.6810149942,0.0346265196,0.2652,0.0632215153,-0.0768039549,2.9225869112,0.2054138331,0.5188,0.0725986226,0.0795144994,3.5090137204,-0.4659899679,0.5188,0.0725986226,0.0795144994,3.5090137204,-0.4659899679,0.78983422385,0.7898593295
3,0.2748,0.0616843578,0.157272794,2.691720283,-0.180744945,0.2028,0.055282547,0.2789855034,1.8825579929,0.1272921581,0.5224,0.0680752525,-0.1471626204,2.472675212,0.0919865558,0.5224,0.0680752525,-0.1471626204,2.472675212,0.0919865558,0.800794240515,0.8017430957000002
4,0.2508,0.0741037111,-0.1450855154,2.6514365173,-0.0593216691,0.2188,0.0651656351,0.1095535238,2.1556860484,0.0882064231,0.5304,0.0870163203,-0.1882610921,2.5050432349,-0.1266498841,0.5304,0.0870163203,-0.1882610921,2.5050432349,-0.1266498841,0.77398164805,0.7742030026499999
5,0.2144,0.0611934637,0.0402464239,3.1589359132,0.4456761326,0.2756,0.0603045604,0.0539936859,3.0744818037,-0.5591784138,0.51,0.0695413546,0.161317929,4.1436024687,0.4424594681,0.51,0.0695413546,0.161317929,4.1436024687,0.4424594681,0.7053284405900001,0.7065731888499999
6,0.2604,0.0641859798,0.3111935809,2.9512021581,0.2142527307,0.2368,0.0749783969,0.2298904318,2.7289586537,0.2230114132,0.5028,0.072222988,-0.0460398137,3.2026027364,0.1439831835,0.5028,0.072222988,-0.0460398137,3.2026027364,0.1439831835,0.8400510180000001,0.84050517255
7,0.266,0.0750732975,0.366846013,2.2758536449,-0.1370413711,0.1948,0.0558297412,-0.0817490717,2.5202920278,0.3510258041,0.5392,0.0774555356,0.3720815094,3.3348055753,0.3567136024,0.5392,0.0774555356,0.3720815094,3.3348055753,0.3567136024,0.81681554876,0.8170895733500002
8,0.216,0.0536656315,0.1657136322,2.4264814815,-0.0285719797,0.2048,0.0588639108,0.1526326412,2.4390108202,-0.4287387031,0.5792,0.0729887663,0.3500736242,2.8165277259,-0.0099111445,0.5792,0.0729887663,0.3500736242,2.8165277259,-0.0099111445,0.7818474831500001,0.7820877881
9,0.2924,0.0874427813,0.311010155,2.7175313651,-0.0805654619,0.2724,0.061304486,0.4579960042,4.9928543931,1.0731341065,0.4352,0.0771035667,0.1730116572,2.5696047776,-0.0119595368,0.4352,0.0771035667,0.1730116572,2.5696047776,-0.0119595368,0.76403364875,0.7645986961000002
10,0.3044,0.0815146613,0.3357297425,3.2438602278,0.0024473429,0.2492,0.0786089053,0.3882785946,3.1915970579,0.4374879747,0.4464,0.0553447378,0.0839333755,3.4717244491,0.7029570362,0.4464,0.0553447378,0.0839333755,3.4717244491,0.7029570362,0.68008450385,0.6811542617499999
11,0.234,0.0772787163,0.4539004155,2.3359670424,0.5776535068,0.2452,0.0872522779,0.257215217,2.7328931959,0.0351332822,0.5208,0.0658434507,-0.1086386335,2.9889411999,0.1160064345,0.5208,0.0658434507,-0.1086386335,2.9889411999,0.1160064345,0.7663275058,0.76652139405
12,0.266,0.0637808749,-0.0476169275,3.1461235689,0.3144986187,0.2724,0.0735271378,0.0510611503,2.4507238881,0.0040785564,0.4616,0.0769248984,0.077988036,2.6735252019,0.255343986,0.4616,0.0769248984,0.077988036,2.6735252019,0.255343986,0.7606499918499998,0.7607151004999999
13,0.238,0.0566038868,0.0826216534,2.6156583297,-0.2424364689,0.2444,0.0663674619,0.0371139164,2.7057547407,0.1023983265,0.5176,0.0711775245,0.3051162247,1.9574265896,0.0452874163,0.5176,0.0711775245,0.3051162247,1.9574265896,0.0452874163,0.7375424576149999,0.7395493140499999
14,0.2228,0.0567111982,0.2310590788,3.0400229822,-0.3052634345,0.2396,0.078942004,0.3573169622,2.6779517579,0.3212460754,0.5376,0.0667700532,0.3271278363,3.1298102782,-0.2081681295,0.5376,0.0667700532,0.3271278363,3.1298102782,-0.2081681295,0.6372191278150001,0.63777533035
15,0.2596,0.0576180527,0.1036856585,3.7743791667,-0.1506467943,0.2536,0.0819209375,0.0004988427,5.5408784058,0.9723148834,0.4868,0.0722894183,0.1262294201,2.9303551363,-0.0293300674,0.4868,0.0722894183,0.1262294201,2.9303551363,-0.0293300674,0.6346159763999999,0.6365972518499999
16,0.2296,0.0721376462,0.0657427608,3.003948291,0.4704530472,0.2856,0.0808,0.0697194114,2.5526044917,0.0616916804,0.4848,0.0760589245,0.0907661613,2.5782632673,0.0940595171,0.4848,0.0760589245,0.0907661613,2.5782632673,0.0940595171,0.800114596455,0.80277666225
17,0.246,0.0626418391,0.0851207118,3.500201068,0.0300724257,0.2064,0.0596576902,0.0641132056,2.7005768945,-0.0080806275,0.5476,0.0837988067,0.0467523718,3.2057768943,0.5871880721,0.5476,0.0837988067,0.0467523718,3.2057768943,0.5871880721,0.77366263085,0.77518693965
18,0.2516,0.0694077805,0.232092856,2.9590549788,0.3031158696,0.2828,0.0619690245,0.1784080497,2.4412175627,0.1998592692,0.4656,0.069286651,0.0364382193,2.3443525221,0.1071901968,0.4656,0.069286651,0.0364382193,2.3443525221,0.1071901968,0.7283013139050001,0.7290264868499998
19,0.2672,0.0618074429,0.1121948408,3.2210276073,0.3116765457,0.3044,0.064534022,0.0215883113,2.2613815264,-0.1983116525,0.4284,0.0662226547,0.4554415336,3.4195160567,0.4223404635,0.4284,0.0662226547,0.4554415336,3.4195160567,0.4223404635,0.82442057335,0.8270755761499998
20,0.2816,0.0629717397,0.1790026571,2.8183141334,0.0877887728,0.234,0.054,0.1978242356,2.3833482927,0.1975308642,0.4844,0.0816127441,0.2654436265,2.4018320178,-0.2345975881,0.4844,0.0816127441,0.2654436265,2.4018320178,-0.2345975881,0.7875467973999999,0.7891424392500002
21,0.302,0.0834505842,0.3187282928,2.5055381232,0.246628293,0.194,0.0697710542,0.2476915171,3.36055497,0.4437568102,0.504,0.0633719181,0.0402106271,3.1723147252,-0.2021833865,0.504,0.0633719181,0.0402106271,3.1723147252,-0.2021833865,0.8173009849000001,0.8184101963000001
22,0.2284,0.0695229459,0.0742467788,3.3035123461,0.5742396335,0.2792,0.0610521089,0.0574699554,2.7008649082,0.4597675777,0.4924,0.0668,0.0788528477,2.4551074432,-0.1215185177,0.4924,0.0668,0.0788528477,2.4551074432,-0.1215185177,0.7410255091999999,0.7421007761000001
23,0.2588,0.0630441115,-0.0148550605,2.5243867401,-0.1287046369,0.2368,0.0591080367,-0.0102259154,2.5222311866,0.1284826627,0.5044,0.0688523057,-0.0090483438,3.4011113139,0.713405387,0.5044,0.0688523057,-0.0090483438,3.4011113139,0.713405387,0.68077319268,0.685975915
24,0.2772,0.0624832778,-0.0054523119,2.6628025893,0.3936010522,0.2824,0.0516356466,0.1543784057,2.4966547888,0.1812210326,0.4404,0.0651754555,-0.0225788507,2.722346496,0.0792564172,0.4404,0.0651754555,-0.0225788507,2.722346496,0.0792564172,0.79543050495,0.7960268671
25,0.2696,0.0681457262,0.4364795067,2.573505909,0.0599532356,0.256,0.0663324958,0.1575651667,2.9806677686,0.228271498,0.4744,0.0805024223,0.1866188906,3.3067072251,0.5801153548,0.4744,0.0805024223,0.1866188906,3.3067072251,0.5801153548,0.7603252029099998,0.76054996035
26,0.2784,0.07198222,0.1610212487,3.7800333437,1.0919733784,0.248,0.0656048779,0.1533368053,2.8921518498,0.3066686466,0.4736,0.063679196,-0.0012455533,2.8593376353,-0.3617089221,0.4736,0.063679196,-0.0012455533,2.8593376353,-0.3617089221,0.656840086,0.6591111595499999
27,0.2212,0.061632459,0.1436034616,5.0363920783,0.5218105127,0.3452,0.0856794024,0.2860541872,3.0497112803,0.1491653899,0.4336,0.0764659401,0.318811703,2.8768640533,-0.1126252614,0.4336,0.0764659401,0.318811703,2.8768640533,-0.1126252614,0.792523152755,0.7958514277000001
28,0.28,0.0831384388,0.0966183575,2.2167566872,-0.3274324443,0.3076,0.0884434282,0.6839316967,3.1792018843,0.7131477425,0.4124,0.0692693294,-0.0284094397,2.710889996,-0.516294203,0.4124,0.0692693294,-0.0284094397,2.710889996,-0.516294203,0.73107193995,0.7315996556
29,0.2616,0.065828869,0.1893635979,2.4802509098,-0.0942441771,0.252,0.0622253967,-0.2214753962,2.8373403456,0.3267247712,0.4864,0.0626660993,0.0211452193,2.8590529591,-0.1527122761,0.4864,0.0626660993,0.0211452193,2.8590529591,-0.1527122761,0.77496423345,0.7771630734499999
30,0.238,0.0637808749,-0.0439441391,3.749807839,0.1502193402,0.1948,0.0510388088,0.1363419851,2.3069657072,-0.1349489939,0.5672,0.0576555288,0.1620763993,3.3143505235,-0.511828486,0.5672,0.0576555288,0.1620763993,3.3143505235,-0.511828486,0.7190114889000001,0.71983405305
31,0.258,0.067793805,-0.1304855813,2.4058586533,0.0366647024,0.2408,0.0668083827,-0.0359937941,2.2796833813,0.0552916985,0.5012,0.0829852999,-0.1506872225,2.4266840939,-0.0391846027,0.5012,0.0829852999,-0.1506872225,2.4266840939,-0.0391846027,0.7474431864999997,0.7476168622
32,0.2636,0.0727395353,-0.1872776724,2.877866585,0.2317941747,0.2288,0.0633921131,0.0839714189,2.2557851588,-0.0246970726,0.5076,0.0718765609,-0.2311694992,2.5616692858,-0.0775297626,0.5076,0.0718765609,-0.2311694992,2.5616692858,-0.0775297626,0.6393986142699999,0.6428488468
33,0.2504,0.0669614815,-0.1296658602,2.1406734361,0.2827672396,0.2452,0.059841123,0.1919429605,2.3849933481,0.2411532842,0.5044,0.0768676785,-0.1557406232,2.440349651,0.0729237684,0.5044,0.0768676785,-0.1557406232,2.440349651,0.0729237684,0.766368041985,0.7674767492499999
34,0.2496,0.0584109579,0.0900474294,2.5236162867,0.0709235491,0.2592,0.0777647735,0.3520637533,2.410624063,-0.0412651429,0.4912,0.0652576432,0.0608383659,3.2682216139,-0.5141802754,0.4912,0.0652576432,0.0608383659,3.2682216139,-0.5141802754,0.76450556945,0.76534509645
35,0.2784,0.0786729941,0.0990557346,2.9435523865,-0.1039273984,0.2488,0.0704454399,0.1965513402,2.8533735224,0.0947022807,0.4728,0.0714154045,0.3021617603,2.6756786293,0.4326296806,0.4728,0.0714154045,0.3021617603,2.6756786293,0.4326296806,0.7563227377499999,0.7574199465999999
36,0.29,0.0701141926,-0.0322580645,2.7070405266,-0.1239405539,0.2656,0.072115463,0.0846116119,2.4871415436,0.1974518357,0.4444,0.0757141995,-0.0370684635,3.8902030895,0.5041075352,0.4444,0.0757141995,-0.0370684635,3.8902030895,0.5041075352,0.7276138883000002,0.7286659674000001
37,0.2652,0.0605058675,0.2517596775,2.8353546253,0.2276579659,0.2156,0.0607012356,-0.1860397534,2.9363109051,0.1241266156,0.5192,0.0810885935,0.1907145191,2.8897688634,0.4233064673,0.5192,0.0810885935,0.1907145191,2.8897688634,0.4233064673,0.72919403098,0.73100726895
38,0.2564,0.0662950979,0.2914538616,2.9732776172,0.655638349,0.2248,0.0580427429,-0.043835783,3.5856911602,0.3208305393,0.5188,0.072708734,0.2175035697,2.8335785402,-0.0541305623,0.5188,0.072708734,0.2175035697,2.8335785402,-0.0541305623,0.7765490827000001,0.7782359220500001
39,0.2776,0.076172436,0.1629601686,2.5790315829,-0.1465482666,0.2088,0.0563077259,-0.1666478118,2.6600661491,0.3052520729,0.5136,0.0884027149,0.0519987066,2.389321446,0.1832917539,0.5136,0.0884027149,0.0519987066,2.389321446,0.1832917539,0.70680990205,0.7078194889
40,0.2488,0.058673333,0.0332882151,2.1599105692,-0.2362784805,0.2684,0.0579779268,0.2049209845,2.3542362019,0.0869160393,0.4828,0.0619690245,0.1555222125,2.6830724077,0.6194062431,0.4828,0.0619690245,0.1555222125,2.6830724077,0.6194062431,0.8218606848000001,0.8241837815499998
41,0.2444,0.0634085168,-0.0821727763,3.0575210971,0.092108372,0.2164,0.0614087942,-0.0079181802,4.1661179927,1.0487050327,0.5392,0.0639949998,0.1611290057,1.9322052562,-0.198146048,0.5392,0.0639949998,0.1611290057,1.9322052562,-0.198146048,0.7497979333050001,0.7506875140999999
42,0.2408,0.0559942854,0.0787878293,2.1301132853,0.139407105,0.2264,0.05857508,-0.0206689902,3.4499540558,0.4144920191,0.5328,0.0705135448,0.0536062353,2.8586888847,-0.2073791685,0.5328,0.0705135448,0.0536062353,2.8586888847,-0.2073791685,0.8757642023500001,0.8762528021000001
43,0.276,0.0706540869,-0.0557872784,2.8248274162,0.541097775,0.272,0.0774596669,0.4576063177,5.116608,1.274882838,0.452,0.0757891813,0.0897587312,2.7534624964,-0.2209618553,0.452,0.0757891813,0.0897587312,2.7534624964,-0.2209618553,0.636202389055,0.63861530075
44,0.2612,0.0756211611,0.0698936817,2.2522093961,-0.0132006504,0.254,0.0761314652,0.2135467742,2.4932208548,-0.0252369378,0.4848,0.0920486828,-0.0049756709,2.5431479211,-0.0630332765,0.4848,0.0920486828,-0.0049756709,2.5431479211,-0.0630332765,0.69254160251,0.6944848751499999
45,0.2176,0.064453394,-0.003828244,2.7984425587,0.4344434634,0.2464,0.0671046943,0.1442657556,2.288424091,0.1789673733,0.536,0.0798999374,-0.1042482676,3.3482013304,-0.8051423961,0.536,0.0798999374,-0.1042482676,3.3482013304,-0.8051423961,0.82206636465,0.8222260777500001
46,0.242,0.0585491247,0.1420068233,2.6577543165,0.317598244,0.2452,0.0642258515,0.1831439619,2.8695765187,-0.0398974113,0.5128,0.0755523659,0.0624147387,3.3474906856,0.3268280668,0.5128,0.0755523659,0.0624147387,3.3474906856,0.3268280668,0.85322618785,0.8532817499
47,0.2848,0.074786095,-0.061049365,2.4349134788,0.3052312219,0.2332,0.0791565537,0.0444046237,4.0831223197,0.5354612986,0.482,0.0616116872,-0.2450807292,2.8593983351,-0.3854317791,0.482,0.0616116872,-0.2450807292,2.8593983351,-0.3854317791,0.71962372875,0.7200559511499999
48,0.2936,0.0824077666,0.4258608735,3.985905052,0.8292736817,0.4348,0.0742762412,0.2282929276,2.8879054135,0.2099794602,0.2716,0.0695229459,0.3080327423,3.2548592736,0.0971190299,0.2716,0.0695229459,0.3080327423,3.2548592736,0.0971190299,0.8177354966099999,0.8178033840499997
49,0.2884,0.0577012998,0.1344392572,2.8612416244,0.1523343325,0.2076,0.0599853315,0.0357010482,4.3553432195,0.7083024694,0.504,0.066693328,0.0659699543,3.2556027121,0.3236115884,0.504,0.066693328,0.0659699543,3.2556027121,0.3236115884,0.7407271528,0.7416025691500001
50,0.2296,0.0571650243,-0.1734502343,2.0239275192,-0.2361727776,0.3084,0.0621082925,0.0664190621,3.338393608,-0.5264242097,0.462,0.0637808749,0.1833469975,2.5385409687,0.2937787097,0.462,0.0637808749,0.1833469975,2.5385409687,0.2937787097,0.725652133275,0.7268988761499999
51,0.232,0.0754718491,-0.0460345118,2.0901874763,-0.0611880799,0.2636,0.0801688219,0.3849674388,2.7240809005,0.4697955282,0.5044,0.072032215,-0.1732640106,3.161987227,-0.1710645173,0.5044,0.072032215,-0.1732640106,3.161987227,-0.1710645173,0.741080836505,0.74112207175
52,0.2696,0.1306745576,0.6597163815,2.7749666097,0.5308160062,0.2616,0.1621278508,0.6539772696,3.270904481,0.9017984053,0.4688,0.0938219591,0.2171357867,2.5687529155,-0.0350042212,0.4688,0.0938219591,0.2171357867,2.5687529155,-0.0350042212,0.7012596951500001,0.7012597026500001
53,0.3048,0.1013161389,0.5607305469,2.347075068,-0.2945425148,0.2956,0.0882985844,0.4094286704,3.7638568369,0.7048490458,0.3996,0.0729372333,0.2508040848,3.9058255237,0.6989015465,0.3996,0.0729372333,0.2508040848,3.9058255237,0.6989015465,0.8849452218,0.8852070294000001
54,0.2724,0.094224413,0.458227525,2.9703243385,0.4775617757,0.2768,0.0720399889,0.2355278807,2.9917644477,0.0605944544,0.4508,0.0906165548,0.6100342222,2.8281646266,0.4309886074,0.4508,0.0906165548,0.6100342222,2.8281646266,0.4309886074,0.6833471601000001,0.6839509701
55,0.3204,0.1056401439,0.4675122022,3.6689385409,0.8665914331,0.2084,0.0797084688,0.2550781177,2.8269439524,0.1309984171,0.4712,0.0893675556,0.3681082755,2.466792995,-0.1080413242,0.4712,0.0893675556,0.3681082755,2.466792995,-0.1080413242,0.7861569841,0.7887509132
56,0.2548,0.0679776434,0.1350056348,2.7650789964,0.1041238341,0.2676,0.0966552637,0.4576232629,2.3083634485,0.3006921007,0.4776,0.089051895,0.2260570948,1.9429898866,-0.0931296771,0.4776,0.089051895,0.2260570948,1.9429898866,-0.0931296771,0.903168978215,0.90328365935
57,0.2828,0.0911271639,0.2655426138,2.865713163,0.6349163051,0.2936,0.0589833875,0.5626326229,2.6256162417,-0.0786542414,0.4236,0.0769092972,0.1364624555,2.4781329968,0.1221988926,0.4236,0.0769092972,0.1364624555,2.4781329968,0.1221988926,0.73439120165,0.74002674115
58,0.2936,0.0825047877,0.3305717249,2.7401581705,0.3277651765,0.2412,0.0717116448,0.3535572274,3.0504617616,-0.5513155601,0.4652,0.0776463779,0.0681518509,2.3555804735,0.3425729514,0.4652,0.0776463779,0.0681518509,2.3555804735,0.3425729514,0.7731005275499999,0.77347195395
59,0.2216,0.0524351027,0.0666883141,3.0280431712,0.5188323567,0.246,0.0561782876,0.0160378089,3.2091592091,-0.1077503818,0.5324,0.0627235203,0.2697831542,3.0030415423,-0.7090845315,0.5324,0.0627235203,0.2697831542,3.0030415423,-0.7090845315,0.7859598081299999,0.7892583018500001
60,0.2744,0.0638798873,0.2580144525,4.0624823385,0.8406401808,0.2448,0.0655512014,0.4839641063,2.9434749206,-0.2541505654,0.4808,0.0599946664,-0.0965785387,4.0536880019,0.9172863766,0.4808,0.0599946664,-0.0965785387,4.0536880019,0.9172863766,0.7328559269999999,0.7337857495
61,0.2376,0.0577775043,0.1742496557,2.3684013941,-0.1142233463,0.206,0.0535537114,0.296388369,2.7459078097,-0.2718890827,0.5564,0.0665360053,-0.0416173011,2.3301115763,0.1445513347,0.5564,0.0665360053,-0.0416173011,2.3301115763,0.1445513347,0.80770171745,0.8091062905999999
62,0.2772,0.0788933457,-0.0990148488,4.8425217544,0.9155679682,0.2408,0.0654779352,0.2218270553,3.3481579186,-0.3193494841,0.482,0.0758155657,0.0593745151,2.9071743934,0.0548523756,0.482,0.0758155657,0.0593745151,2.9071743934,0.0548523756,0.8114583684650001,0.8137792037999999
63,0.2328,0.06154803,0.1999149502,2.9495536422,0.4060732011,0.2516,0.0589358974,0.2278849954,2.3438908097,-0.1064753832,0.5156,0.0631556807,0.1398768356,3.179115538,0.4195832436,0.5156,0.0631556807,0.1398768356,3.179115538,0.4195832436,0.81713361871,0.8179565082499998
64,0.266,0.0652686755,-0.0197622501,2.8195754811,-0.2057799674,0.2344,0.0526178677,-0.1625773426,2.1195541842,0.0415209416,0.4996,0.0559270954,0.0176981101,2.9095991246,0.2455452179,0.4996,0.0559270954,0.0176981101,2.9095991246,0.2455452179,0.81894117205,0.8191627686
65,0.262,0.0626418391,0.0132316663,2.1846365345,0.06756532,0.2316,0.0632569364,0.1436378923,3.1388152574,-0.1056065541,0.5064,0.0650464449,0.1810468663,2.441928913,0.0271130284,0.5064,0.0650464449,0.1810468663,2.441928913,0.0271130284,0.79697386655,0.7943296248000001
66,0.244,0.0575499783,0.301260587,2.7455716586,0.202470518,0.1816,0.0584930765,0.2649126029,2.1717186413,-0.2323833498,0.5744,0.0669375829,0.2031364876,2.3101918776,0.3017117869,0.5744,0.0669375829,0.2031364876,2.3101918776,0.3017117869,0.8239477274,0.8222716882000001
