Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.252,0.0483321839,-1.1428571429,1.8297053856,-0.1224403232,0.24,0.055136195,-0.2631578947,2.5,-0.859116612,0.508,0.0711055553,-0.5414407436,2.5890482295,1.0318052965,0.508,0.0711055553,-0.5414407436,2.5890482295,1.0318052965,0.71176977605,0.7119888226
2,0.228,0.0515363949,0.347826087,1.5489185658,-0.0252482701,0.248,0.0448998886,0.0946502058,1.6957671958,0.5557336935,0.524,0.0149666295,0.5588235294,1.8469387755,-0.3436215967,0.524,0.0149666295,0.5588235294,1.8469387755,-0.3436215967,0.78983422385,0.7898593295
3,0.26,0.0282842712,0.2222222222,1.7,-0.0,0.324,0.0611882342,-0.1111111111,1.7145518299,0.355355732,0.416,0.0527636238,-0.0011709602,2.3953626635,-0.9593861448,0.416,0.0527636238,-0.0011709602,2.3953626635,-0.9593861448,0.800794240515,0.8017430957000002
4,0.272,0.0515363949,0.3918053777,1.2876324575,-0.3955562318,0.184,0.0496386946,-0.0468140442,2.9432450666,1.2621071359,0.544,0.0897997773,0.347826087,1.8469387755,-0.3436215967,0.544,0.0897997773,0.347826087,1.8469387755,-0.3436215967,0.77398164805,0.7742030026499999
5,0.288,0.0324961536,-0.3650306748,2.2685950413,0.1790421687,0.224,0.032,-0.3157894737,3.25,-1.5,0.488,0.0411825206,-0.7205323194,2.0685297259,-0.4068404933,0.488,0.0411825206,-0.7205323194,2.0685297259,-0.4068404933,0.7053284405900001,0.7065731888499999
6,0.232,0.056,0.0229257642,1.9380466472,-0.5160349854,0.212,0.0271293199,-0.1764705882,2.3638941399,0.7500308204,0.556,0.0571314274,-0.2625139043,1.664071511,0.2018050709,0.556,0.0571314274,-0.2625139043,1.664071511,0.2018050709,0.8400510180000001,0.84050517255
7,0.26,0.0704272674,-0.9782608696,2.1253902185,0.577122509,0.22,0.0419523539,0.5,1.3429752066,-0.3900528774,0.52,0.0704272674,-0.9230769231,1.9380853278,0.7420146544,0.52,0.0704272674,-0.9230769231,1.9380853278,0.7420146544,0.81681554876,0.8170895733500002
8,0.26,0.04,-0.25,3.25,1.5,0.4,0.0379473319,-0.8888888889,1.7592592593,-0.3513641845,0.34,0.0252982213,-0.4285714286,1.5625,0.5929270613,0.34,0.0252982213,-0.4285714286,1.5625,0.5929270613,0.7818474831500001,0.7820877881
9,0.24,0.0606630036,-0.0476190476,1.7816635161,-0.6450461153,0.236,0.0527636238,0.2632612967,2.1575505351,0.2169728883,0.524,0.0697423831,-0.2195969423,2.0002164127,0.5399570973,0.524,0.0697423831,-0.2195969423,2.0002164127,0.5399570973,0.76403364875,0.7645986961000002
10,0.36,0.0438178046,-0.3333333333,2.5,-0.9128709292,0.168,0.0733212111,0.0008361204,2.5245535714,0.7998075352,0.472,0.0775628777,-0.414756447,2.1274615211,-0.5604238314,0.472,0.0775628777,-0.414756447,2.1274615211,-0.5604238314,0.68008450385,0.6811542617499999
11,0.18,0.0379473319,0.2777777778,1.7592592593,-0.3513641845,0.276,0.0598665182,-0.5422077922,1.5061383929,0.0590599619,0.544,0.0496386946,-0.4547038328,2.0324675325,-0.621634858,0.544,0.0496386946,-0.4547038328,2.0324675325,-0.621634858,0.7663275058,0.76652139405
