Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.224,0.0463033476,0.3882091212,2.466139452,-0.9206000834,0.298,0.0582752091,-0.256056653,4.1399734462,-0.7256902768,0.478,0.0712460525,-0.0074291779,2.1787766842,-0.0374289743,0.478,0.0712460525,-0.0074291779,2.1787766842,-0.0374289743,0.71176977605,0.7119888226
2,0.306,0.0606959636,-0.0228141033,2.4334794003,0.0566716336,0.226,0.0514198405,0.3629019966,2.8530031745,-1.0754221078,0.468,0.0835224521,0.3794943169,3.4622611733,0.8458968145,0.468,0.0835224521,0.3794943169,3.4622611733,0.8458968145,0.78983422385,0.7898593295
3,0.258,0.0289136646,0.3600812595,2.4783544333,-0.6195643428,0.25,0.0466904701,0.1961722488,1.5709957074,0.3772649719,0.492,0.0411825206,-0.1316287879,1.6947312211,-0.4178361823,0.492,0.0411825206,-0.1316287879,1.6947312211,-0.4178361823,0.800794240515,0.8017430957000002
4,0.292,0.0466476152,0.1487786825,3.9231185121,-0.977920241,0.228,0.0474973683,-0.3295729251,2.2437000151,0.5500864676,0.48,0.0438178046,-0.4772727273,3.4895833333,-0.74170763,0.48,0.0438178046,-0.4772727273,3.4895833333,-0.74170763,0.77398164805,0.7742030026499999
5,0.328,0.0738647413,0.0573896945,1.6443529037,-0.139590964,0.218,0.0745385806,0.1034902951,2.9621493779,0.9478617279,0.454,0.0721387552,0.0834067783,2.0991934898,0.0646972502,0.454,0.0721387552,0.0834067783,2.0991934898,0.0646972502,0.7053284405900001,0.7065731888499999
6,0.256,0.0542586399,-0.1485745614,2.7139059546,-0.5396856384,0.184,0.0618384993,0.186866461,2.263388246,-0.3702450372,0.56,0.0843800924,0.0473372781,2.3399823255,0.1038638936,0.56,0.0843800924,0.0473372781,2.3399823255,0.1038638936,0.8400510180000001,0.84050517255
7,0.246,0.0632771681,-0.4124061311,2.6424095385,0.4819669309,0.218,0.0517300686,-0.0856556676,1.6270787669,-0.0977825102,0.536,0.0598665182,-0.2046279492,1.7482860332,0.1261735551,0.536,0.0598665182,-0.2046279492,1.7482860332,0.1261735551,0.81681554876,0.8170895733500002
8,0.248,0.0457820926,-0.2291933419,2.5270671872,0.9043837411,0.292,0.0271293199,0.4160583942,2.0803402647,-0.6923361419,0.46,0.0505964426,-0.0714285714,3.525390625,-1.1487961812,0.46,0.0505964426,-0.0714285714,3.525390625,-1.1487961812,0.7818474831500001,0.7820877881
9,0.31,0.0694262198,-0.5103926097,1.410185775,0.1506121399,0.198,0.0750732975,-0.6132486259,2.5678264185,-0.0127058225,0.492,0.0908625335,-0.2462432378,1.7948215251,0.330936925,0.492,0.0908625335,-0.2462432378,1.7948215251,0.330936925,0.76403364875,0.7645986961000002
10,0.144,0.0598665182,-0.3501621121,1.5210857781,0.0527960266,0.322,0.068381284,-0.1116231911,2.2471130085,-0.2053598701,0.534,0.0632771681,-0.1754903218,1.478338844,-0.140952593,0.534,0.0632771681,-0.1754903218,1.478338844,-0.140952593,0.68008450385,0.6811542617499999
11,0.248,0.0688186021,0.0798376184,2.3831491965,0.2044151891,0.294,0.087658428,-0.0241058768,3.1765342697,-0.7314368669,0.458,0.0802246845,-0.2005746767,4.3783615392,1.3468698199,0.458,0.0802246845,-0.2005746767,4.3783615392,1.3468698199,0.7663275058,0.76652139405
12,0.226,0.0907964757,-0.1448795012,2.166935399,0.7152615885,0.234,0.0907964757,0.3730689287,1.6652075313,0.2081530497,0.54,0.0704272674,0.0806451613,2.1878251821,0.7694966787,0.54,0.0704272674,0.0806451613,2.1878251821,0.7694966787,0.7606499918499998,0.7607151004999999
13,0.286,0.073783467,0.1763061874,1.8428431141,-0.2026702067,0.214,0.0600333241,0.1100108683,2.5034423461,0.7334439206,0.5,0.0536656315,-0.2083333333,3.2175925926,0.6521864934,0.5,0.0536656315,-0.2083333333,3.2175925926,0.6521864934,0.7375424576149999,0.7395493140499999
14,0.296,0.0585149554,-0.6610004857,2.2657437331,0.2932391967,0.418,0.0596322061,-0.446002965,5.117334602,-1.6913577282,0.286,0.0657571289,0.0419106031,2.6952953248,0.4429722699,0.286,0.0657571289,0.0419106031,2.6952953248,0.4429722699,0.6372191278150001,0.63777533035
15,0.192,0.0587877538,-0.295594505,2.3305041152,-0.6917540477,0.382,0.0509509568,-0.3966389297,1.7238729253,-0.0754827198,0.426,0.0447660586,0.0691150217,1.5979896494,0.050294734,0.426,0.0447660586,0.0691150217,1.5979896494,0.050294734,0.6346159763999999,0.6365972518499999
16,0.192,0.0523067873,-0.0170487948,2.9043808351,0.3729682691,0.376,0.0377359245,-0.2177985948,2.6306021967,-0.3358644968,0.432,0.0754718491,-0.3559560687,1.9275659639,0.0437695754,0.432,0.0754718491,-0.3559560687,1.9275659639,0.0437695754,0.800114596455,0.80277666225
17,0.234,0.0645290632,0.015918958,1.7933847691,0.1457690471,0.212,0.0256124969,-0.2030075188,2.1160023795,0.2056922718,0.554,0.0753923073,-0.07595701,2.4105973482,-0.707236573,0.554,0.0753923073,-0.07595701,2.4105973482,-0.707236573,0.77366263085,0.77518693965
18,0.268,0.0337045991,-0.0741301059,2.4850228129,-0.3911364902,0.236,0.0578273292,-0.655662773,1.7263112108,-0.2968745809,0.496,0.0731026675,-0.4951865223,2.3833948869,-0.0609429173,0.496,0.0731026675,-0.4951865223,2.3833948869,-0.0609429173,0.7283013139050001,0.7290264868499998
19,0.328,0.0722218803,-0.394092219,2.4570175769,0.0061161214,0.22,0.0346410162,0.0344827586,2.2,-0.692820323,0.452,0.0765245059,-0.4807233026,2.2270894921,0.1898031225,0.452,0.0765245059,-0.4807233026,2.2270894921,0.1898031225,0.82442057335,0.8270755761499998
20,0.282,0.0628967408,0.2803767018,4.3419341779,1.3353293907,0.226,0.0681469001,-0.5305078968,2.0787101024,-0.1510644449,0.492,0.0727736216,-0.0039370079,3.0044176304,0.4722670015,0.492,0.0727736216,-0.0039370079,3.0044176304,0.4722670015,0.7875467973999999,0.7891424392500002
21,0.25,0.0515751878,-0.2373540856,2.0456215727,0.1049639189,0.236,0.0571314274,-0.4190913731,3.1670991926,0.4849499409,0.514,0.067557383,-0.4281561864,2.0171252211,-0.2232399595,0.514,0.067557383,-0.4281561864,2.0171252211,-0.2232399595,0.8173009849000001,0.8184101963000001
22,0.244,0.0387814389,-0.5097402597,2.4945676777,0.2106732758,0.242,0.0761314652,0.156261365,3.2278975863,0.1405436363,0.514,0.0881135631,-0.3427919939,3.5912741166,0.1519747367,0.514,0.0881135631,-0.3427919939,3.5912741166,0.1519747367,0.7410255091999999,0.7421007761000001
23,0.292,0.0716658915,-0.045555204,2.78070865,0.3667068572,0.202,0.0672011905,-0.0020331107,2.161061036,-0.1341239051,0.506,0.0335261092,0.2899642999,1.4895581363,0.2853249756,0.506,0.0335261092,0.2899642999,1.4895581363,0.2853249756,0.68077319268,0.685975915
24,0.29,0.05,-0.0049751244,2.04448,0.384,0.252,0.0627375486,0.1235392321,2.5547293278,0.5271670871,0.458,0.066,-0.1255881288,2.7927130053,0.3719843059,0.458,0.066,-0.1255881288,2.7927130053,0.3719843059,0.79543050495,0.7960268671
25,0.196,0.0535163526,-0.3540478905,3.2373209326,0.9971368723,0.374,0.0346987031,0.1376275959,3.4513636715,-0.2228964938,0.43,0.0440454311,-0.1834319527,1.511850356,0.2527849165,0.43,0.0440454311,-0.1834319527,1.511850356,0.2527849165,0.7603252029099998,0.76054996035
26,0.338,0.0695413546,-0.1898016997,2.3402212932,-0.3870806702,0.244,0.0778716893,0.54911914,2.3024554271,0.5505301447,0.418,0.0712460525,0.2195281247,3.475380365,-0.4356095516,0.418,0.0712460525,0.2195281247,3.475380365,-0.4356095516,0.656840086,0.6591111595499999
27,0.276,0.0662117814,-0.1279585799,2.0582076829,-0.1217063487,0.242,0.068381284,-0.0249799982,2.0504148735,0.2750140951,0.482,0.0622575297,-0.3705900718,2.547514753,-0.8688568202,0.482,0.0622575297,-0.3705900718,2.547514753,-0.8688568202,0.792523152755,0.7958514277000001
28,0.33,0.0627694193,-0.0650887574,3.8842794197,-0.9704360221,0.308,0.0738647413,0.3408690546,2.5008986851,-0.330158833,0.362,0.0948472456,0.2153363284,2.3521737145,-0.1917196614,0.362,0.0948472456,0.2153363284,2.3521737145,-0.1917196614,0.73107193995,0.7315996556
29,0.23,0.0371483512,0.1472868217,2.6937618147,0.0,0.262,0.0328024389,-0.8117901568,1.9156313484,0.383505802,0.508,0.042142615,0.0480678605,2.0036523009,0.107742259,0.508,0.042142615,0.0480678605,2.0036523009,0.107742259,0.77496423345,0.7771630734499999
30,0.242,0.0485386444,-0.1360163016,2.7941145102,0.3869984533,0.22,0.0473286383,0.0,2.512755102,-0.6791418118,0.538,0.081215762,0.0280529107,1.6970047451,-0.1964087432,0.538,0.081215762,0.0280529107,1.6970047451,-0.1964087432,0.7190114889000001,0.71983405305
31,0.216,0.0542586399,0.2073170732,2.5366847826,0.0613005959,0.284,0.0605309838,0.8080043267,1.3753932991,-0.2346050315,0.5,0.0638748777,0.1397849462,2.9123414072,0.7367344601,0.5,0.0638748777,0.1397849462,2.9123414072,0.7367344601,0.7474431864999997,0.7476168622
32,0.28,0.0368781778,0.1666666667,3.0968858131,-0.4785230687,0.206,0.0310483494,0.1655510933,2.4148516727,0.6158244262,0.514,0.0400499688,0.3940924009,2.756804995,0.7890392543,0.514,0.0400499688,0.3940924009,2.756804995,0.7890392543,0.6393986142699999,0.6428488468
33,0.26,0.0632455532,-0.3333333333,2.92,1.0056042959,0.298,0.0766550716,-0.3399399819,2.8880118779,0.4175254842,0.442,0.0712460525,0.4647636039,1.892629665,-0.4005696608,0.442,0.0712460525,0.4647636039,1.892629665,-0.4005696608,0.766368041985,0.7674767492499999
34,0.184,0.0463033476,0.4462674323,2.1988193362,-0.1469865679,0.312,0.0646219777,-0.1783713916,1.8333113137,0.0234787209,0.504,0.0591945943,-0.743268338,2.3387127041,0.5220765499,0.504,0.0591945943,-0.743268338,2.3387127041,0.5220765499,0.76450556945,0.76534509645
35,0.24,0.06,-0.3076923077,2.3777777778,-0.3777777778,0.256,0.0504380809,0.2159763314,3.2359083897,0.1885367921,0.504,0.080399005,0.1976815131,4.1530977355,1.0728668318,0.504,0.080399005,0.1976815131,4.1530977355,1.0728668318,0.7563227377499999,0.7574199465999999
36,0.256,0.0674091982,-0.6208104052,1.7020680421,-0.281442763,0.27,0.0608276253,0.1172413793,4.0223520818,1.2050001448,0.474,0.0698856208,-0.435282275,2.8161131871,0.9402516987,0.474,0.0698856208,-0.435282275,2.8161131871,0.9402516987,0.7276138883000002,0.7286659674000001
37,0.236,0.0512249939,0.0274314214,3.7333432481,1.2227262821,0.3,0.0626099034,0.1460674157,3.1382757185,0.6453957136,0.464,0.0757891813,-0.1969222001,3.1176589257,-0.8714982555,0.464,0.0757891813,-0.1969222001,3.1176589257,-0.8714982555,0.72919403098,0.73100726895
38,0.222,0.081215762,0.2689676378,1.6016826266,-0.2695244068,0.242,0.0672011905,0.4504416094,1.9464123624,0.4036370352,0.536,0.0962496753,0.5392749245,2.1397352949,-0.0439272056,0.536,0.0962496753,0.5392749245,2.1397352949,-0.0439272056,0.7765490827000001,0.7782359220500001
39,0.24,0.0521536192,0.1525423729,3.5467128028,0.7105705044,0.254,0.0639061812,-0.2690252999,3.1414506912,1.0089472025,0.506,0.062,-0.4525064181,2.5172540744,-0.5027021584,0.506,0.062,-0.4525064181,2.5172540744,-0.5027021584,0.70680990205,0.7078194889
40,0.316,0.0488262225,-0.1102994887,1.7858204585,-0.509683215,0.186,0.0456508488,-0.0546636862,2.5146422243,0.6881910745,0.498,0.0568858506,-0.3228801949,2.1987758239,0.3358492099,0.498,0.0568858506,-0.3228801949,2.1987758239,0.3358492099,0.8218606848000001,0.8241837815499998
41,0.272,0.049959984,0.0138980807,2.5165187377,0.1123976464,0.234,0.0456508488,-0.1490021314,3.3103952608,1.0776951138,0.494,0.0498397432,0.1478656062,1.971722405,0.1884300309,0.494,0.0498397432,0.1478656062,1.971722405,0.1884300309,0.7497979333050001,0.7506875140999999
42,0.184,0.0649923072,0.1427921783,1.9715909091,0.4154337821,0.218,0.0468614981,0.0077243018,2.1668707138,0.2602716904,0.598,0.0532541078,0.0133854715,2.0204801852,-0.3057433147,0.598,0.0532541078,0.0133854715,2.0204801852,-0.3057433147,0.8757642023500001,0.8762528021000001
43,0.336,0.041761226,-0.1744966443,1.9196195606,-0.3927966509,0.234,0.0645290632,-0.113247647,2.7324064923,-0.4258742749,0.43,0.0770713955,-0.1096121417,2.3097983199,0.3931812849,0.43,0.0770713955,-0.1096121417,2.3097983199,0.3931812849,0.636202389055,0.63861530075
44,0.26,0.0473286383,-0.3214285714,2.6658163265,-0.5885895703,0.224,0.052,-0.2007168459,3.0852211057,0.8384160218,0.516,0.0463033476,-0.4350453172,3.4017598574,0.7271967045,0.516,0.0463033476,-0.4350453172,3.4017598574,0.7271967045,0.69254160251,0.6944848751499999
45,0.256,0.0747261668,-0.2044006948,1.7212256057,0.4789981585,0.204,0.0605309838,-0.3785154449,1.8444919052,0.3713858248,0.54,0.0794984277,0.1082802548,1.9379907066,0.5349998336,0.54,0.0794984277,0.1082802548,1.9379907066,0.5349998336,0.82206636465,0.8222260777500001
46,0.29,0.0770713955,-0.1871838111,1.7547529164,0.078636257,0.24,0.0447213595,-0.1428571429,2.456,-0.1609968944,0.47,0.0801249025,-0.2290679305,2.28709931,0.7698261223,0.47,0.0801249025,-0.2290679305,2.28709931,0.7698261223,0.85322618785,0.8532817499
47,0.216,0.0387814389,0.4412107101,1.8834314169,-0.0460847791,0.262,0.0602992537,0.6221429515,1.6033976335,0.298182762,0.522,0.0831624915,0.5637723307,1.9719328798,-0.3211395717,0.522,0.0831624915,0.5637723307,1.9719328798,-0.3211395717,0.71962372875,0.7200559511499999
48,0.21,0.0538516481,-0.1764705882,2.8454221165,-1.0296486338,0.3,0.0558569602,0.0,1.6666666667,-0.1652572786,0.49,0.0515751878,-0.1622641509,4.270733224,-1.3995189191,0.49,0.0515751878,-0.1622641509,4.270733224,-1.3995189191,0.8177354966099999,0.8178033840499997
