Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.248,0.0932523458,0.0558743526,2.6273163057,0.0211906836,0.29,0.0979795897,-0.2667785235,1.9752604167,0.1211987112,0.462,0.084,-0.1806690269,3.7125773212,0.9857466796,0.462,0.084,-0.1806690269,3.7125773212,0.9857466796,0.71176977605,0.7119888226
2,0.238,0.095163018,0.240592338,2.5304684476,-0.2811058744,0.216,0.0674091982,-0.2431182947,2.7865347897,-0.69279424,0.546,0.1009158065,-0.0635105708,3.1868300413,0.5471027164,0.546,0.1009158065,-0.0635105708,3.1868300413,0.5471027164,0.78983422385,0.7898593295
3,0.272,0.0928224111,-0.0548644155,2.3852972897,-0.5055329908,0.24,0.0774596669,-0.1007338225,2.63,-0.6971370023,0.488,0.0778203058,-0.1785097733,2.4254740869,-0.2339502065,0.488,0.0778203058,-0.1785097733,2.4254740869,-0.2339502065,0.800794240515,0.8017430957000002
4,0.226,0.0895767827,-0.1124227206,2.7911385485,-0.3873983109,0.298,0.1034214678,-0.0850182851,3.4506251227,-0.0820975653,0.476,0.1114629983,0.0523483177,2.9129630497,-0.6438745742,0.476,0.1114629983,0.0523483177,2.9129630497,-0.6438745742,0.77398164805,0.7742030026499999
5,0.234,0.1055651458,-0.1656406338,2.8779888057,0.3731734858,0.264,0.1024890238,-0.0497351744,2.2344691233,-0.2683697188,0.502,0.1099818167,0.0826598235,2.7058413643,-0.8400739316,0.502,0.1099818167,0.0826598235,2.7058413643,-0.8400739316,0.7053284405900001,0.7065731888499999
6,0.252,0.0699714227,0.0391842871,2.0911908881,0.366676305,0.256,0.0952050419,-0.0611401916,2.8335293829,0.6276600247,0.492,0.1197330364,-0.1400980271,2.8432987758,-0.4575748851,0.492,0.1197330364,-0.1400980271,2.8432987758,-0.4575748851,0.8400510180000001,0.84050517255
7,0.314,0.105375519,-0.1296125531,2.6850505361,0.3981643245,0.202,0.0964157663,0.0671003081,2.1819337838,0.3449989595,0.484,0.1230609605,-0.0571060179,2.0960855031,-0.0960445485,0.484,0.1230609605,-0.0571060179,2.0960855031,-0.0960445485,0.81681554876,0.8170895733500002
8,0.264,0.0806473806,-0.4151062434,3.1259491746,0.9133652704,0.258,0.1016661202,-0.1838564295,3.8454570397,0.8387955555,0.478,0.1208966501,-0.3483574338,2.2939824364,-0.328063189,0.478,0.1208966501,-0.3483574338,2.2939824364,-0.328063189,0.7818474831500001,0.7820877881
9,0.306,0.1177454882,-0.1776541603,1.9900500751,-0.0703052876,0.296,0.1038460399,-0.0134860341,1.7493153942,0.0263172066,0.398,0.094318609,0.1929757483,5.0279189418,1.0230325514,0.398,0.094318609,0.1929757483,5.0279189418,1.0230325514,0.76403364875,0.7645986961000002
10,0.304,0.097897906,0.2920515314,2.2984627969,-0.3358068897,0.404,0.108554134,0.1571054041,2.0791193278,0.1786488883,0.292,0.0856504524,-0.1159837675,2.7948343955,0.5834115785,0.292,0.0856504524,-0.1159837675,2.7948343955,0.5834115785,0.68008450385,0.6811542617499999
