Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.2992,0.0564212726,-0.1056386729,2.7223072644,0.6393913104,0.2312,0.0671904755,-0.2116060217,3.1577657761,-0.046859491,0.4696,0.0733473926,0.1487993442,3.8346735949,-0.9349891328,0.4696,0.0733473926,0.1487993442,3.8346735949,-0.9349891328,0.71176977605,0.7119888226
2,0.2752,0.0583177503,0.0788393956,2.4650822583,-0.130059799,0.2376,0.0653164604,0.2741963616,3.6494892063,0.7338473783,0.4872,0.0592972175,0.2236787573,4.9037226831,-1.0244788318,0.4872,0.0592972175,0.2236787573,4.9037226831,-1.0244788318,0.78983422385,0.7898593295
3,0.2832,0.058972536,-0.2184724826,2.0407056187,0.292652275,0.2568,0.0680423398,0.4348407932,2.3539499792,0.1432242605,0.46,0.0821705543,-0.196125908,2.6518384583,-0.4533398264,0.46,0.0821705543,-0.196125908,2.6518384583,-0.4533398264,0.800794240515,0.8017430957000002
4,0.2384,0.0426783317,0.1598426034,2.3401563709,0.3018807476,0.284,0.0657267069,-0.1372035725,2.503127572,0.3705579772,0.4776,0.0768,0.1710992265,1.9185752869,-0.1414591471,0.4776,0.0768,0.1710992265,1.9185752869,-0.1414591471,0.77398164805,0.7742030026499999
5,0.256,0.0733212111,-0.2377006732,2.678252551,0.1646376047,0.24,0.0637495098,-0.012244898,2.2374294749,-0.4150101388,0.504,0.0754718491,0.2470668641,2.9464714051,0.5904426393,0.504,0.0754718491,0.2470668641,2.9464714051,0.5904426393,0.7053284405900001,0.7065731888499999
6,0.2304,0.0404455189,-0.300515563,2.0660968944,0.0870120825,0.2552,0.0677123327,-0.0852618828,3.9308247921,0.4665811762,0.5144,0.0558626888,-0.0580919776,4.5586606916,-0.4269991815,0.5144,0.0558626888,-0.0580919776,4.5586606916,-0.4269991815,0.8400510180000001,0.84050517255
7,0.2392,0.0544,-0.2931530368,2.0828113214,-0.1129083554,0.328,0.0685857128,-0.1310658261,4.4175343607,1.0747761116,0.4328,0.0692543139,0.019675332,2.6243954331,-0.1985511029,0.4328,0.0692543139,0.019675332,2.6243954331,-0.1985511029,0.81681554876,0.8170895733500002
8,0.2208,0.0618333243,0.2177717963,2.4634626961,0.2873952864,0.3024,0.0645773954,0.0713638914,2.8447996545,0.5550636873,0.4768,0.0734694494,0.1395784154,2.1246545243,-0.2694823443,0.4768,0.0734694494,0.1395784154,2.1246545243,-0.2694823443,0.7818474831500001,0.7820877881
9,0.2968,0.0751914889,0.1067918111,2.5740162079,0.0615101481,0.3056,0.0605362701,0.0987788252,2.1704442934,-0.1124285932,0.3976,0.081057017,0.0981870094,2.3065019289,0.3177825284,0.3976,0.081057017,0.0981870094,2.3065019289,0.3177825284,0.76403364875,0.7645986961000002
10,0.26,0.0715541753,-0.046875,3.7138671875,0.4349850987,0.4712,0.068370754,-0.2337156711,3.1131618228,0.6716136182,0.2688,0.0708982369,0.0772677579,2.9571106031,0.3198248656,0.2688,0.0708982369,0.0772677579,2.9571106031,0.3198248656,0.68008450385,0.6811542617499999
11,0.2848,0.0557939065,0.2414232231,2.4571304955,0.0618523968,0.2456,0.0712224684,0.1977390158,2.2802603683,0.2481248828,0.4696,0.0614804034,0.2840833738,3.901891629,0.3870105685,0.4696,0.0614804034,0.2840833738,3.901891629,0.3870105685,0.7663275058,0.76652139405
12,0.2424,0.0583287236,-0.4509074417,2.538510175,0.3070323247,0.292,0.0728834686,0.3133802817,2.7391130788,0.4463305753,0.4656,0.0729975342,-0.0333281537,2.4457422892,-0.3383659484,0.4656,0.0729975342,-0.0333281537,2.4457422892,-0.3383659484,0.7606499918499998,0.7607151004999999
13,0.2272,0.0637193848,0.0025108495,3.2142302842,0.9175001841,0.312,0.0829457654,0.1184727681,2.5989075176,0.1769719008,0.4608,0.0749357058,-0.0887900104,2.6431071941,-0.0130168574,0.4608,0.0749357058,-0.0887900104,2.6431071941,-0.0130168574,0.7375424576149999,0.7395493140499999
14,0.2856,0.0729975342,-0.1479819217,2.7294173377,0.6587095111,0.2616,0.0717595987,0.1054027245,1.9986973671,0.0231612674,0.4528,0.0745932973,0.1131265544,3.5980294192,0.685989066,0.4528,0.0745932973,0.1131265544,3.5980294192,0.685989066,0.6372191278150001,0.63777533035
15,0.2176,0.0628191054,-0.2962651349,2.6145776663,0.1727586879,0.2632,0.065404587,0.0156149003,2.8947947187,-0.3825051943,0.5192,0.0882686807,-0.1437219342,4.0582284248,1.0317662602,0.5192,0.0882686807,-0.1437219342,4.0582284248,1.0317662602,0.6346159763999999,0.6365972518499999
16,0.248,0.0595986577,-0.2005203494,2.9779644509,0.5985986438,0.2472,0.0441379655,-0.0964364172,2.9400367108,0.8125162016,0.5048,0.0591350996,0.0104073008,2.8616065974,-0.2440449968,0.5048,0.0591350996,0.0104073008,2.8616065974,-0.2440449968,0.800114596455,0.80277666225
17,0.276,0.043451122,-0.2268359643,2.5586038495,-0.1638310761,0.196,0.0545527268,0.0990504963,2.5579257718,-0.0260180365,0.528,0.0463033476,-0.0609683204,2.8878369347,-0.1237781625,0.528,0.0463033476,-0.0609683204,2.8878369347,-0.1237781625,0.77366263085,0.77518693965
18,0.2768,0.0561939499,-0.2440816933,2.1702435669,-0.0742347601,0.2552,0.062553657,-0.1837731872,2.0326708791,0.1600572897,0.468,0.0748331477,-0.3792695899,3.8378612245,0.5745353098,0.468,0.0748331477,-0.3792695899,3.8378612245,0.5745353098,0.7283013139050001,0.7290264868499998
19,0.2296,0.0577220928,-0.2348977879,3.1092755647,0.8142556089,0.28,0.057965507,0.4029126214,3.5884353741,-0.0788646354,0.4904,0.0819990244,-0.1214029394,3.8305927384,-0.7545659555,0.4904,0.0819990244,-0.1214029394,3.8305927384,-0.7545659555,0.82442057335,0.8270755761499998
20,0.2528,0.066424092,-0.2912663548,2.5142329337,0.0087210275,0.2984,0.0680987518,-0.1452088371,2.0352573481,-0.126078858,0.4488,0.0512499756,0.31551003,1.7263474231,-0.4369820936,0.4488,0.0512499756,0.31551003,1.7263474231,-0.4369820936,0.7875467973999999,0.7891424392500002
21,0.2336,0.065901745,-0.2035226234,2.3080854039,0.3034391674,0.252,0.0671714225,0.1186488788,2.9380564358,-0.4624560361,0.5144,0.0544117634,0.0427131431,3.2087392469,0.2959419566,0.5144,0.0544117634,0.0427131431,3.2087392469,0.2959419566,0.8173009849000001,0.8184101963000001
22,0.2704,0.0503173926,-0.1411756262,2.9342095712,0.3231016777,0.2608,0.0526057031,0.1226355377,2.8787581478,-0.2940135593,0.4688,0.0568731923,-0.0469068122,2.7908912984,0.3131453653,0.4688,0.0568731923,-0.0469068122,2.7908912984,0.3131453653,0.7410255091999999,0.7421007761000001
23,0.252,0.0533666563,0.3318031115,2.1061103396,0.040424181,0.26,0.0777688884,0.256684492,2.5415721844,0.1428734722,0.488,0.0752595509,0.1832738164,3.8393660825,-0.6549087127,0.488,0.0752595509,0.1832738164,3.8393660825,-0.6549087127,0.68077319268,0.685975915
24,0.3248,0.0519322636,0.145906933,2.1970835795,0.0920552205,0.236,0.062992063,0.3230794539,2.4085587929,0.3840729647,0.4392,0.0800959425,0.3901145948,2.8206274614,0.5823502816,0.4392,0.0800959425,0.3901145948,2.8206274614,0.5823502816,0.79543050495,0.7960268671
25,0.2528,0.0652085884,-0.2110392285,3.0892804651,0.0590740785,0.2968,0.0749783969,0.0214849151,2.3628461336,0.1068577376,0.4504,0.0473691883,-0.1033529129,5.2578874647,-0.3049488541,0.4504,0.0473691883,-0.1033529129,5.2578874647,-0.3049488541,0.7603252029099998,0.76054996035
26,0.256,0.0518459256,0.3391491396,2.4545068027,0.1791021026,0.2632,0.0603138458,-0.328718966,2.434823654,-0.2584930632,0.4808,0.0725490179,-0.3377983356,2.7558178871,0.3197247945,0.4808,0.0725490179,-0.3377983356,2.7558178871,0.3197247945,0.656840086,0.6591111595499999
27,0.2728,0.0556790805,-0.2501655026,2.5154980733,0.2621843465,0.2144,0.0638798873,-0.0248246121,3.8803018967,-0.3562716795,0.5128,0.0704,-0.1470869448,2.1669150817,0.184075061,0.5128,0.0704,-0.1470869448,2.1669150817,0.184075061,0.792523152755,0.7958514277000001
28,0.2392,0.0700810959,-0.0717609293,3.5288155552,0.976043373,0.32,0.0642495136,-0.0120481928,2.4314945015,-0.3330040592,0.4408,0.0631138654,-0.0672226833,2.4294631735,-0.2276825037,0.4408,0.0631138654,-0.0672226833,2.4294631735,-0.2276825037,0.73107193995,0.7315996556
29,0.2936,0.0605891079,-0.0304938125,3.2233114062,-0.4444368698,0.2008,0.067995294,-0.1092241744,2.0093725971,0.1978053642,0.5056,0.0660956882,0.1026327125,1.7237830243,-0.286923862,0.5056,0.0660956882,0.1026327125,1.7237830243,-0.286923862,0.77496423345,0.7771630734499999
30,0.2632,0.0564779603,-0.0553000588,2.4583777236,-0.1523968386,0.2032,0.0523618182,-0.0255601878,2.5757597157,0.2934333915,0.5336,0.0673427056,-0.104689247,1.6854652279,0.2461507965,0.5336,0.0673427056,-0.104689247,1.6854652279,0.2461507965,0.7190114889000001,0.71983405305
31,0.3112,0.0574330915,0.0180188375,1.9396797496,-0.2850226554,0.2928,0.0611568475,0.0766955498,2.3734977309,-0.3292842665,0.396,0.0582408791,0.1512112036,2.1124065504,-0.1710527777,0.396,0.0582408791,0.1512112036,2.1124065504,-0.1710527777,0.7474431864999997,0.7476168622
32,0.2792,0.050431736,0.1108727269,2.0905717308,-0.194403913,0.2576,0.0736086951,0.0044462084,3.5886068977,0.4805690535,0.4632,0.0781137632,-0.1054716933,4.3283233416,-0.382118447,0.4632,0.0781137632,-0.1054716933,4.3283233416,-0.382118447,0.6393986142699999,0.6428488468
33,0.2904,0.0720266617,0.1546120377,3.923837886,0.1607185102,0.2464,0.0692173389,0.1236801687,3.628969499,0.0016581719,0.4632,0.083843664,0.2944781925,3.2063682048,0.4772330118,0.4632,0.083843664,0.2944781925,3.2063682048,0.4772330118,0.766368041985,0.7674767492499999
34,0.2608,0.073425881,-0.1061681945,2.5829540412,0.1960773341,0.268,0.0521536192,0.1371102119,2.8289965398,-0.4682997991,0.4712,0.0652576432,-0.3378062142,2.2953124462,0.1041636637,0.4712,0.0652576432,-0.3378062142,2.2953124462,0.1041636637,0.76450556945,0.76534509645
35,0.2016,0.0545292582,-0.2080417917,2.068086564,0.2829871707,0.2944,0.0826597847,0.39029247,2.1681271137,-0.2491499311,0.504,0.0938083152,0.1462872388,3.4220760331,0.7344958497,0.504,0.0938083152,0.1462872388,3.4220760331,0.7344958497,0.7563227377499999,0.7574199465999999
36,0.2552,0.0622973515,0.3258231773,2.1459536057,0.6207313783,0.2336,0.060058638,0.2854315268,4.0153009826,0.1495486651,0.5112,0.058809523,0.1700535108,3.026647887,-0.1503102535,0.5112,0.058809523,0.1700535108,3.026647887,-0.1503102535,0.7276138883000002,0.7286659674000001
37,0.2648,0.0583177503,-0.2577670876,1.7206224417,-0.170036498,0.348,0.0767333044,0.0213400642,2.1524988185,-0.0433460671,0.3872,0.0721952907,-0.0237497444,2.3649290063,0.0901533097,0.3872,0.0721952907,-0.0237497444,2.3649290063,0.0901533097,0.72919403098,0.73100726895
