Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.262,0.0437264222,0.0752615592,2.1541814744,0.030141767,0.275,0.0424852916,0.0362981435,2.5706447925,0.2433300974,0.463,0.0472122865,0.2040280921,2.604987963,0.0993194483,0.463,0.0472122865,0.2040280921,2.604987963,0.0993194483,0.71176977605,0.7119888226
2,0.2352,0.0439199271,0.381605904,2.3139419961,0.2456051627,0.2618,0.0438492873,0.1483569387,2.4000853407,0.1365322968,0.503,0.0513906606,0.2366603226,3.2277334911,0.2468562107,0.503,0.0513906606,0.2366603226,3.2277334911,0.2468562107,0.78983422385,0.7898593295
3,0.2536,0.0465084938,0.0924488712,2.4684989624,-0.2398365025,0.2888,0.0465033332,0.1778012843,3.0122560562,0.2552242372,0.4576,0.0441615217,0.010033262,2.6219564826,0.2286841514,0.4576,0.0441615217,0.010033262,2.6219564826,0.2286841514,0.800794240515,0.8017430957000002
4,0.2646,0.0398602559,-0.0488506304,3.6485503842,0.2165850653,0.2078,0.0410993917,0.0694209588,2.0568333718,0.1420140343,0.5276,0.050301491,0.2458257718,1.9751412929,0.1130745988,0.5276,0.050301491,0.2458257718,1.9751412929,0.1130745988,0.77398164805,0.7742030026499999
5,0.2302,0.0500595645,0.1634705849,2.1462755495,0.1010497588,0.2842,0.048993469,0.3711953943,2.9416402909,0.2559598088,0.4856,0.0477141488,-0.0097479174,2.7753104408,-0.1364581527,0.4856,0.0477141488,-0.0097479174,2.7753104408,-0.1364581527,0.7053284405900001,0.7065731888499999
6,0.2446,0.045087027,0.1357742663,3.0416560846,-0.2510566836,0.2582,0.043113339,0.1578971378,3.6126351589,0.6786240872,0.4972,0.0491951217,0.0584992025,5.5118830988,-0.8171396797,0.4972,0.0491951217,0.0584992025,5.5118830988,-0.8171396797,0.8400510180000001,0.84050517255
7,0.279,0.0449555336,0.0977644509,3.6164970923,0.7233933577,0.2008,0.0410774878,0.1700549404,2.3340006227,0.2353085188,0.5202,0.0474337433,-0.072116536,3.3484702646,-0.4048758843,0.5202,0.0474337433,-0.072116536,3.3484702646,-0.4048758843,0.81681554876,0.8170895733500002
8,0.2226,0.0445335828,0.0622116593,3.3524987791,-0.4359885269,0.259,0.0412431813,0.2013328781,3.3300081807,0.2475103172,0.5184,0.0466630475,0.0283349578,2.3465181082,-0.0675569645,0.5184,0.0466630475,0.0283349578,2.3465181082,-0.0675569645,0.7818474831500001,0.7820877881
9,0.2912,0.0683414954,0.4376124992,2.3372963392,-0.0350124911,0.3144,0.0732710038,0.6130665224,2.0207010144,0.2112252804,0.3944,0.0531473424,0.0798274149,2.7570504935,-0.1852520735,0.3944,0.0531473424,0.0798274149,2.7570504935,-0.1852520735,0.76403364875,0.7645986961000002
10,0.308,0.0655438784,0.4265758222,2.7224597651,0.4475657564,0.3356,0.0586910555,0.434155121,2.7128313571,0.4018133738,0.3564,0.0581982818,0.4263617899,2.1380880992,0.2217264019,0.3564,0.0581982818,0.4263617899,2.1380880992,0.2217264019,0.68008450385,0.6811542617499999
11,0.264,0.0680294054,0.4585643064,3.0076749021,0.5015879677,0.2474,0.0748547928,0.6617896279,2.0003083011,-0.157588278,0.4886,0.0536660041,0.2421549359,2.7814139604,0.4127770027,0.4886,0.0536660041,0.2421549359,2.7814139604,0.4127770027,0.7663275058,0.76652139405
12,0.3144,0.0425281084,0.0034378654,2.2657130182,0.0218514154,0.2206,0.038699354,-0.2132243071,3.1743377434,-0.3022198576,0.465,0.0522398315,-0.1231028668,2.2209810054,0.1035335377,0.465,0.0522398315,-0.1231028668,2.2209810054,0.1035335377,0.7606499918499998,0.7607151004999999
13,0.2446,0.0426713018,-0.1559508176,3.0679454077,0.5322566586,0.2544,0.0440980725,0.0054029801,2.489416186,-0.2098356722,0.501,0.0559732079,-0.188517003,2.8021059958,0.4567640591,0.501,0.0559732079,-0.188517003,2.8021059958,0.4567640591,0.7375424576149999,0.7395493140499999
14,0.1754,0.0474640917,0.4865980336,2.5763226903,-0.2064311001,0.2572,0.0475411401,0.1760366279,2.6597013782,0.221192806,0.5674,0.0571247757,0.3633937472,2.8047790909,0.1803042427,0.5674,0.0571247757,0.3633937472,2.8047790909,0.1803042427,0.6372191278150001,0.63777533035
15,0.2882,0.0443481679,-0.054642086,2.6713501125,-0.0522076244,0.2492,0.0523770942,-0.0439003136,4.1038071847,-0.5952807099,0.4626,0.0500723477,-0.2132613398,2.4322686605,-0.0687734161,0.4626,0.0500723477,-0.2132613398,2.4322686605,-0.0687734161,0.6346159763999999,0.6365972518499999
16,0.2382,0.0459430082,0.4471055525,2.6832105129,0.0414947146,0.297,0.0429068759,0.3180489849,4.1132313904,0.4660751184,0.4648,0.0453977973,0.4460890384,2.3789424662,-0.3158128961,0.4648,0.0453977973,0.4460890384,2.3789424662,-0.3158128961,0.800114596455,0.80277666225
17,0.2632,0.0480183298,-0.0043641406,2.115397488,0.1462438553,0.2686,0.0509905874,0.0683920115,3.5781461147,0.5918264598,0.4682,0.0513299133,-0.0077222457,2.8402760165,0.0169587551,0.4682,0.0513299133,-0.0077222457,2.8402760165,0.0169587551,0.77366263085,0.77518693965
18,0.2398,0.052134058,0.3084341345,3.0130803602,0.0088270935,0.2828,0.0547737163,0.1998831212,2.8674772302,-0.4351203916,0.4774,0.055056698,0.0845269385,3.2222542371,-0.1588995243,0.4774,0.055056698,0.0845269385,3.2222542371,-0.1588995243,0.7283013139050001,0.7290264868499998
19,0.2412,0.0409702331,0.0297461853,3.5214128689,0.5298084793,0.2826,0.041560077,0.1101563453,2.2928880499,-0.1709295822,0.4762,0.0529108684,0.1242854514,2.4742739223,0.1257693535,0.4762,0.0529108684,0.1242854514,2.4742739223,0.1257693535,0.82442057335,0.8270755761499998
20,0.267,0.0547813837,0.0710532115,2.4111763923,-0.078978615,0.2614,0.0498802566,0.2322470269,3.2235058285,0.4632199919,0.4716,0.0559771382,-0.0245809705,2.9214974159,-0.1053848472,0.4716,0.0559771382,-0.0245809705,2.9214974159,-0.1053848472,0.7875467973999999,0.7891424392500002
21,0.272,0.0701427117,0.6344656011,2.1258695221,-0.1569622251,0.2412,0.0619561135,0.5074101201,2.5795484601,0.5367851458,0.4868,0.0566547438,0.1951283533,3.7893716747,0.2998461619,0.4868,0.0566547438,0.1951283533,3.7893716747,0.2998461619,0.8173009849000001,0.8184101963000001
22,0.2304,0.0403464992,0.1852640436,2.7991223016,0.5628479497,0.2658,0.0448593357,0.2692574679,2.8288814068,0.3062907328,0.5038,0.0457335763,0.1320293828,2.4414350057,-0.094074552,0.5038,0.0457335763,0.1320293828,2.4414350057,-0.094074552,0.7410255091999999,0.7421007761000001
23,0.263,0.0356791255,0.0174389796,3.6217216724,-0.6768894823,0.2476,0.0427813043,-0.2389845509,2.1731946513,0.1439533099,0.4894,0.0475987395,0.1504055953,2.4801529555,-0.3043503577,0.4894,0.0475987395,0.1504055953,2.4801529555,-0.3043503577,0.68077319268,0.685975915
24,0.2738,0.0380993438,-0.1928387765,2.752730866,-0.3172070705,0.3132,0.0432407215,0.2440986195,2.246211415,0.2654000821,0.413,0.0488773976,0.0169261564,2.6237754982,-0.4253558869,0.413,0.0488773976,0.0169261564,2.6237754982,-0.4253558869,0.79543050495,0.7960268671
25,0.2328,0.0517702617,0.0500515288,2.5060077282,0.1172209083,0.2876,0.0451468714,-0.1309328997,2.2530201402,0.1961434554,0.4796,0.0566024734,0.0338278914,2.8973223093,0.4332325439,0.4796,0.0566024734,0.0338278914,2.8973223093,0.4332325439,0.7603252029099998,0.76054996035
26,0.2986,0.0511081207,0.0787465152,2.8916258915,-0.1822272202,0.2484,0.0453590123,0.1037126642,2.6186237927,0.2250217799,0.453,0.0605392435,-0.0376281537,2.6684270849,0.3723155192,0.453,0.0605392435,-0.0376281537,2.6684270849,0.3723155192,0.656840086,0.6591111595499999
27,0.2226,0.0532845193,0.4639601728,1.8858426383,0.0217886551,0.3262,0.0715511006,0.5951952989,2.3615020655,0.1299386753,0.4512,0.0503841245,0.2914778216,2.8060034778,0.3019430259,0.4512,0.0503841245,0.2914778216,2.8060034778,0.3019430259,0.792523152755,0.7958514277000001
28,0.2834,0.0575016522,-0.1494567224,2.6049471871,-0.0218013169,0.2606,0.0443806264,0.1946187296,2.4429548769,0.2676284151,0.456,0.05535341,0.1179093126,2.3323187151,0.3959367468,0.456,0.05535341,0.1179093126,2.3323187151,0.3959367468,0.73107193995,0.7315996556
29,0.2596,0.0473269479,0.4405626407,3.2985783362,0.3510017956,0.257,0.0380657326,0.0107871438,2.7931635582,-0.3211182773,0.4834,0.0486871646,0.2788145922,2.9666262261,-0.0457308022,0.4834,0.0486871646,0.2788145922,2.9666262261,-0.0457308022,0.77496423345,0.7771630734499999
30,0.247,0.0632850693,0.4240274335,2.5463247719,0.3825978914,0.1786,0.0489902031,0.4782047865,3.3353561808,0.7938777415,0.5744,0.0541169105,0.0142666043,2.3546716546,-0.2219917053,0.5744,0.0541169105,0.0142666043,2.3546716546,-0.2219917053,0.7190114889000001,0.71983405305
31,0.2376,0.0561269989,0.4457728762,2.0397520388,-0.1424350833,0.2696,0.0648986903,0.4591195639,2.565888139,-0.3570084612,0.4928,0.0523465376,0.1776345306,2.11157734,0.2504268877,0.4928,0.0523465376,0.1776345306,2.11157734,0.2504268877,0.7474431864999997,0.7476168622
32,0.2792,0.0488606181,0.184152432,3.4469007541,0.0576965111,0.2106,0.05445769,0.1829735287,3.3526987008,0.4435962074,0.5102,0.0559817828,-0.0580440174,3.0546768911,-0.1473990878,0.5102,0.0559817828,-0.0580440174,3.0546768911,-0.1473990878,0.6393986142699999,0.6428488468
33,0.28,0.0567450438,0.2347003155,2.7281740674,0.0144484121,0.2608,0.0407352427,-0.2584734452,2.7197121867,0.3576777429,0.4592,0.059894574,0.2696280247,2.8668544246,0.1212406399,0.4592,0.059894574,0.2696280247,2.8668544246,0.1212406399,0.766368041985,0.7674767492499999
34,0.2268,0.040911612,0.2532731778,2.8340061452,0.0131558664,0.268,0.0564977876,0.2150136212,3.0825748582,0.1470547969,0.5052,0.0497288649,0.0093840945,2.2831675853,-0.0198311409,0.5052,0.0497288649,0.0093840945,2.2831675853,-0.0198311409,0.76450556945,0.76534509645
35,0.2392,0.0648641658,0.427801641,2.4082921079,-0.1774298291,0.2166,0.0455899112,-0.2011092878,2.6282033774,0.0888534904,0.5442,0.0832127394,0.4251334156,3.0841919542,0.3585921239,0.5442,0.0832127394,0.4251334156,3.0841919542,0.3585921239,0.7563227377499999,0.7574199465999999
36,0.254,0.0363318042,0.1467294477,2.9177961433,0.1045915577,0.259,0.0462709412,0.0431807346,2.2490830368,-0.2498937953,0.487,0.0460977223,-0.1234032737,3.1392493841,0.4031537713,0.487,0.0460977223,-0.1234032737,3.1392493841,0.4031537713,0.7276138883000002,0.7286659674000001
37,0.2368,0.0456701215,0.1279502572,3.0036408959,0.4540989498,0.2276,0.045631568,0.0604240426,2.6892706532,-0.0491922844,0.5356,0.0538947122,0.0668541942,2.3617812492,0.1345713209,0.5356,0.0538947122,0.0668541942,2.3617812492,0.1345713209,0.72919403098,0.73100726895
38,0.2474,0.0452022123,0.0568870745,2.8937752633,-0.6823934171,0.3014,0.0478752546,-0.0340475048,2.9296476877,0.2481563115,0.4512,0.0503444138,-0.2003998273,2.5998305409,0.4767508549,0.4512,0.0503444138,-0.2003998273,2.5998305409,0.4767508549,0.7765490827000001,0.7782359220500001
39,0.2726,0.0427462279,0.0342919929,3.1315727515,0.2953611024,0.236,0.0453872229,0.0131006095,2.3571043454,0.3429389938,0.4914,0.0596995812,-0.0207040806,4.1073883814,-0.5073593635,0.4914,0.0596995812,-0.0207040806,4.1073883814,-0.5073593635,0.70680990205,0.7078194889
40,0.2398,0.0444292696,-0.096312804,2.4434126971,0.5455360382,0.26,0.0402988834,0.2096985583,2.6668931544,0.2988751541,0.5002,0.0567975352,0.0694864744,2.8214025129,-0.507544188,0.5002,0.0567975352,0.0694864744,2.8214025129,-0.507544188,0.8218606848000001,0.8241837815499998
41,0.2672,0.0499615852,0.3046595855,2.7845096463,-0.2823326766,0.1758,0.0449928883,0.5474596519,2.7123682655,0.3618837437,0.557,0.0412916456,0.0041705778,2.8459449093,-0.3091946379,0.557,0.0412916456,0.0041705778,2.8459449093,-0.3091946379,0.7497979333050001,0.7506875140999999
42,0.2522,0.0450905755,0.01798208,2.2641197031,-0.0576975822,0.2428,0.0475411401,0.2422486839,3.1105608673,-0.1307326176,0.505,0.0429068759,0.1376091539,3.0218282285,0.4101704106,0.505,0.0429068759,0.1376091539,3.0218282285,0.4101704106,0.8757642023500001,0.8762528021000001
43,0.2668,0.067184522,0.422597028,2.913101135,0.2107958795,0.2444,0.0584520316,0.3891318582,3.3637774901,0.2236005647,0.4888,0.0612418158,0.2264663915,3.0007955041,0.3879285798,0.4888,0.0612418158,0.2264663915,3.0007955041,0.3879285798,0.636202389055,0.63861530075
