Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.2614,0.0211905639,0.0846067916,2.9579862183,-0.1979643374,0.2992,0.0304197304,-0.0366779788,3.3988961354,-0.1360118142,0.4394,0.0271042432,0.1016338687,3.7187277152,-0.1633414356,0.4394,0.0271042432,0.1016338687,3.7187277152,-0.1633414356,0.71176977605,0.7119888226
2,0.308,0.0305614136,-0.0314468103,2.6692932702,-0.5103635133,0.1994,0.0281183214,0.1355292499,2.9539927636,-0.1741509698,0.4926,0.0365819628,0.2546019872,2.6109759807,0.2884081996,0.4926,0.0365819628,0.2546019872,2.6109759807,0.2884081996,0.78983422385,0.7898593295
3,0.2312,0.0309929024,-0.0264142424,4.2886577143,1.1071432835,0.2692,0.0413685871,0.1659052316,3.5375740719,0.7810801474,0.4996,0.0424245212,-0.0109346617,2.6753002555,0.0438709828,0.4996,0.0424245212,-0.0109346617,2.6753002555,0.0438709828,0.800794240515,0.8017430957000002
4,0.2752,0.0411698919,0.010247725,2.1858000491,-0.0858680231,0.2498,0.0330296836,-0.1908854558,2.1615580628,-0.0777157977,0.475,0.047116876,0.1145640074,3.2433041149,-0.5690277691,0.475,0.047116876,0.1145640074,3.2433041149,-0.5690277691,0.77398164805,0.7742030026499999
5,0.2316,0.0279184527,-0.04524663,2.7837621315,0.3853078881,0.2972,0.0396252445,-0.0969735638,4.2891540194,1.1538674684,0.4712,0.0420780228,-0.0715150683,3.6927849993,-0.679927686,0.4712,0.0420780228,-0.0715150683,3.6927849993,-0.679927686,0.7053284405900001,0.7065731888499999
6,0.232,0.0293598365,0.0653691969,3.3831993798,0.6958224829,0.3308,0.041537453,0.0743060501,3.0351588492,0.0002598683,0.4372,0.0353293079,-0.0903632334,3.6474135018,-0.4511343485,0.4372,0.0353293079,-0.0903632334,3.6474135018,-0.4511343485,0.8400510180000001,0.84050517255
7,0.245,0.0334962684,-0.182320442,2.4866071854,-0.355215559,0.3018,0.0513006823,0.6198729259,2.3497981952,0.0625701519,0.4532,0.050117462,0.4388796999,2.6842664024,0.508998971,0.4532,0.050117462,0.4388796999,2.6842664024,0.508998971,0.81681554876,0.8170895733500002
8,0.272,0.0262678511,-0.0657257341,1.6233522369,0.0585936943,0.2236,0.0213784939,0.0055992578,1.9787739853,-0.2551153594,0.5044,0.0305063928,-0.3263852324,2.2410647356,0.0088187341,0.5044,0.0305063928,-0.3263852324,2.2410647356,0.0088187341,0.7818474831500001,0.7820877881
9,0.2922,0.0371505047,0.2213241533,2.0358223335,0.0121952721,0.2914,0.0464224084,0.5689755665,2.3757783835,0.1122635643,0.4164,0.0297832168,0.3792040693,3.1152511754,-0.1954400487,0.4164,0.0297832168,0.3792040693,3.1152511754,-0.1954400487,0.76403364875,0.7645986961000002
10,0.2512,0.0471440346,0.196334287,2.1730013181,-0.1038642653,0.3068,0.042775694,0.354366482,2.0519995776,0.1728451892,0.442,0.0321869539,0.294054458,2.4426551483,-0.2904123945,0.442,0.0321869539,0.294054458,2.4426551483,-0.2904123945,0.68008450385,0.6811542617499999
11,0.3186,0.0387432575,0.3176452513,2.3839671996,0.3363778131,0.2958,0.0474274182,0.3025623175,2.8521777531,0.3652093695,0.3856,0.043916284,-0.0144949288,2.4218649074,-0.2515595576,0.3856,0.043916284,-0.0144949288,2.4218649074,-0.2515595576,0.7663275058,0.76652139405
12,0.325,0.044136153,0.1319290466,2.0009729349,0.0942109949,0.1702,0.0276217306,-0.2505579946,3.1115157921,0.8810369755,0.5048,0.0360133309,-0.1333027203,2.3244492547,-0.1510841552,0.5048,0.0360133309,-0.1333027203,2.3244492547,-0.1510841552,0.7606499918499998,0.7607151004999999
13,0.244,0.0342052628,0.0109194222,3.7781415735,0.5781086705,0.2668,0.0275637443,0.1021692397,2.62223107,0.182718699,0.4892,0.0357121828,-0.0503745244,3.7264985483,0.2683310426,0.4892,0.0357121828,-0.0503745244,3.7264985483,0.2683310426,0.7375424576149999,0.7395493140499999
