Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.26,0.12,-0.0233918129,1.3981481481,0.1111111111,0.3,0.0894427191,-0.6666666667,1.25,0.0,0.44,0.1019803903,0.696969697,1.9556213018,0.2715454179,0.44,0.1019803903,0.696969697,1.9556213018,0.2715454179,0.71176977605,0.7119888226
2,0.26,0.0489897949,-0.1904761905,1.1666666667,-0.4082482905,0.4,0.1414213562,-0.2222222222,1.7,-0.0,0.34,0.1356465997,-0.2831858407,2.3638941399,-0.7500308204,0.34,0.1356465997,-0.2831858407,2.3638941399,-0.7500308204,0.78983422385,0.7898593295
3,0.26,0.2059126028,0.1094420601,1.3209327163,0.1319482681,0.3,0.2828427125,-0.0,2.2625,0.7954951288,0.44,0.1356465997,-0.4932126697,2.3638941399,-0.7500308204,0.44,0.1356465997,-0.4932126697,2.3638941399,-0.7500308204,0.800794240515,0.8017430957000002
4,0.22,0.16,-0.6527196653,1.4189453125,-0.03515625,0.24,0.1019803903,-0.3636363636,1.9556213018,0.2715454179,0.54,0.1356465997,-0.3953488372,2.3638941399,-0.7500308204,0.54,0.1356465997,-0.3953488372,2.3638941399,-0.7500308204,0.77398164805,0.7742030026499999
5,0.24,0.1854723699,0.0027322404,1.509194159,0.1579875514,0.3,0.1414213562,-0.6666666667,1.7,0.0,0.46,0.2244994432,-0.4412238325,2.3760393046,-0.1315095,0.46,0.2244994432,-0.4412238325,2.3760393046,-0.1315095,0.7053284405900001,0.7065731888499999
6,0.26,0.1743559577,-0.6737288136,1.7957063712,-0.0543353054,0.2,0.1095445115,0.5,2.5,-0.9128709292,0.54,0.1624807681,0.0030674847,2.2685950413,0.1790421687,0.54,0.1624807681,0.0030674847,2.2685950413,0.1790421687,0.8400510180000001,0.84050517255
7,0.26,0.1854723699,-0.1971830986,1.509194159,-0.1579875514,0.28,0.1720465053,-0.0632183908,1.9945215486,-0.3958703373,0.46,0.2059126028,-0.670984456,2.2821288715,-0.6927284075,0.46,0.2059126028,-0.670984456,2.2821288715,-0.6927284075,0.81681554876,0.8170895733500002
8,0.26,0.1624807681,-0.5591397849,1.4421487603,0.3804646085,0.34,0.1743559577,-0.4285714286,1.7957063712,0.0543353054,0.4,0.2,-0.9090909091,2.05,-0.0,0.4,0.2,-0.9090909091,2.05,-0.0,0.7818474831500001,0.7820877881
9,0.28,0.1166190379,-0.2721893491,1.6280276817,-0.3631734744,0.2,0.0894427191,0.0,1.25,-0.0,0.52,0.0748331477,-0.9117647059,1.8469387755,-0.3436215967,0.52,0.0748331477,-0.9117647059,1.8469387755,-0.3436215967,0.76403364875,0.7645986961000002
10,0.38,0.1166190379,-0.5168539326,1.6280276817,-0.3631734744,0.18,0.0979795897,0.0384615385,1.1666666667,0.4082482905,0.44,0.1624807681,0.099378882,2.2685950413,0.1790421687,0.44,0.1624807681,0.099378882,2.2685950413,0.1790421687,0.68008450385,0.6811542617499999
11,0.24,0.08,-0.0563380282,2.078125,-0.84375,0.36,0.1356465997,-0.7771084337,2.3638941399,0.7500308204,0.4,0.1788854382,-0.4,1.953125,-0.6288941187,0.4,0.1788854382,-0.4,1.953125,-0.6288941187,0.7663275058,0.76652139405
12,0.28,0.16,-0.6021126761,1.4189453125,0.03515625,0.26,0.1019803903,0.3650793651,1.9556213018,-0.2715454179,0.46,0.1356465997,-0.5662650602,2.3638941399,0.7500308204,0.46,0.1356465997,-0.5662650602,2.3638941399,0.7500308204,0.7606499918499998,0.7607151004999999
13,0.26,0.08,-0.5131578947,2.078125,0.84375,0.34,0.1496662955,-0.2730627306,2.1339285714,0.7301958931,0.4,0.1414213562,-0.3333333333,1.7,0.0,0.4,0.1414213562,-0.3333333333,1.7,0.0,0.7375424576149999,0.7395493140499999
14,0.14,0.1019803903,-0.2301587302,1.9556213018,0.2715454179,0.36,0.0489897949,0.0384615385,1.1666666667,-0.4082482905,0.5,0.1095445115,-0.3333333333,2.5,-0.9128709292,0.5,0.1095445115,-0.3333333333,2.5,-0.9128709292,0.6372191278150001,0.63777533035
