Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.255,0.0960468636,-0.3081714914,1.6951770331,-0.1422070027,0.265,0.100124922,-0.1007321383,2.4284488281,0.2570355146,0.48,0.0871779789,-0.3636363636,1.5100415512,0.0588632475,0.48,0.0871779789,-0.3636363636,1.5100415512,0.0588632475,0.71176977605,0.7119888226
2,0.25,0.0632455532,-0.8,1.5625,-0.0,0.19,0.06244998,0.3315508021,1.7337278107,0.3818440591,0.56,0.0768114575,0.1341256367,3.2194771617,-0.1721141535,0.56,0.0768114575,0.1341256367,3.2194771617,-0.1721141535,0.78983422385,0.7898593295
3,0.2,0.0806225775,-0.0588235294,2.6923076923,-0.1431170014,0.27,0.1228820573,0.370294319,1.9581158721,0.3427612316,0.53,0.1763519209,0.2574257426,2.7836457439,-0.6930383798,0.53,0.1763519209,0.2574257426,2.7836457439,-0.6930383798,0.800794240515,0.8017430957000002
4,0.33,0.0781024968,-0.2698412698,3.1945713518,0.522642346,0.255,0.1233896268,0.7968397291,6.2301843448,2.0408738291,0.415,0.1025914226,0.2714951292,2.545556615,-0.6848650779,0.415,0.1025914226,0.2714951292,2.545556615,-0.6848650779,0.77398164805,0.7742030026499999
5,0.22,0.06,0.0870786517,2.9027777778,0.9305555556,0.305,0.0878919792,-0.1653755473,1.646997832,0.1789486992,0.475,0.0844097151,-0.1047619048,1.6943674977,-0.1870575403,0.475,0.0844097151,-0.1047619048,1.6943674977,-0.1870575403,0.7053284405900001,0.7065731888499999
6,0.25,0.0707106781,-0.5263157895,2.6,-0.6363961031,0.23,0.0678232998,-0.5085158151,1.7967863894,0.269241833,0.52,0.081240384,-0.6375968992,1.8553719008,-0.1007112199,0.52,0.081240384,-0.6375968992,1.8553719008,-0.1007112199,0.8400510180000001,0.84050517255
7,0.25,0.0948683298,0.0857142857,2.5,0.8784104612,0.285,0.0776208735,-0.2672913878,1.5057764157,0.3464012398,0.465,0.0895823643,-0.1965010934,2.3192418552,0.0667688161,0.465,0.0895823643,-0.1965010934,2.3192418552,0.0667688161,0.81681554876,0.8170895733500002
8,0.3,0.1,-0.0833333333,2.725,-0.225,0.215,0.0838152731,-0.5589051964,1.6719266473,0.0305705331,0.485,0.1205197079,-0.0825719703,1.6228681631,-0.1173917602,0.485,0.1205197079,-0.0825719703,1.6228681631,-0.1173917602,0.7818474831500001,0.7820877881
9,0.295,0.0756637298,0.2711634224,2.4709101657,0.8622384184,0.175,0.0844097151,-0.219047619,1.6943674977,-0.1870575403,0.53,0.0781024968,0.2845257903,2.0658425155,0.2077975592,0.53,0.0781024968,0.2845257903,2.0658425155,0.2077975592,0.76403364875,0.7645986961000002
10,0.165,0.0634428877,-0.3320999075,2.1579800162,0.0117482297,0.305,0.0934077085,0.2223211636,1.7594026322,-0.0533753952,0.53,0.1053565375,0.1778319123,2.2958363769,0.2770515231,0.53,0.1053565375,0.1778319123,2.2958363769,0.2770515231,0.68008450385,0.6811542617499999
