Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.2527,0.0339442189,0.1971125528,2.5308513568,0.1745017756,0.28,0.0373363094,0.2650862069,2.6111599415,0.1979948233,0.4673,0.0342083323,-0.0270959318,3.2538927689,0.2543254266,0.4673,0.0342083323,-0.0270959318,3.2538927689,0.2543254266,0.71176977605,0.7119888226
2,0.2635,0.0340036763,0.2644321516,2.4431653119,0.1738190435,0.2423,0.0424642202,0.5374367205,2.2180674368,-0.1244818946,0.4942,0.0347182949,0.3353458992,2.3215435954,-0.0277581433,0.4942,0.0347182949,0.3353458992,2.3215435954,-0.0277581433,0.78983422385,0.7898593295
3,0.2653,0.0437425422,0.4660197917,2.2107285073,0.1336409689,0.219,0.0543874986,0.6805023834,2.0140424359,0.2290863227,0.5157,0.0387944584,0.1177599831,3.2972504507,0.3585040741,0.5157,0.0387944584,0.1177599831,3.2972504507,0.3585040741,0.800794240515,0.8017430957000002
4,0.2448,0.0313840724,0.1588831936,2.2867804786,0.2213047237,0.259,0.0374165739,0.0355432462,3.4675295918,0.1063508842,0.4962,0.0363395102,-0.0574229522,2.5672392376,-0.2410107243,0.4962,0.0363395102,-0.0574229522,2.5672392376,-0.2410107243,0.77398164805,0.7742030026499999
5,0.22,0.0333766385,0.0315457413,2.7647550838,-0.4260174524,0.2518,0.0422937348,0.542604714,2.6470827523,0.2287389264,0.5282,0.0386879826,0.1284397645,2.252503643,0.1262089789,0.5282,0.0386879826,0.1284397645,2.252503643,0.1262089789,0.7053284405900001,0.7065731888499999
6,0.248,0.0347275107,0.0151100496,2.8729775666,0.1166150744,0.264,0.0307083051,-0.0879213666,2.1129076333,-0.0512812868,0.488,0.0277488739,0.0940184537,3.1898094114,-0.0328549662,0.488,0.0277488739,0.0940184537,3.1898094114,-0.0328549662,0.8400510180000001,0.84050517255
7,0.222,0.0302654919,0.3223616269,2.4968679087,0.2772408168,0.2895,0.0386943148,0.2218608437,2.1690920748,-0.0406748501,0.4885,0.0400281151,0.0756334312,3.849942962,-0.9080682453,0.4885,0.0400281151,0.0756334312,3.849942962,-0.9080682453,0.81681554876,0.8170895733500002
8,0.289,0.035,-0.0881271586,2.5931681799,0.0071370262,0.2025,0.0318315881,0.2651449722,2.7154406556,-0.0941762445,0.5085,0.0406601771,-0.2416769956,2.7876472365,0.1782243939,0.5085,0.0406601771,-0.2416769956,2.7876472365,0.1782243939,0.7818474831500001,0.7820877881
9,0.2643,0.0339854381,0.0018096967,1.847629744,0.3483347154,0.3394,0.0387251856,0.3257962841,3.0075766241,0.0684399065,0.3963,0.0376803662,0.2372109635,2.6351099742,-0.6020108713,0.3963,0.0376803662,0.2372109635,2.6351099742,-0.6020108713,0.76403364875,0.7645986961000002
10,0.2704,0.0555503375,0.226939137,2.9194232181,0.4417055732,0.3298,0.0517103471,0.3239383945,2.7794947132,0.3322406808,0.3998,0.0415446747,0.1395280916,2.9897119274,-0.0875038617,0.3998,0.0415446747,0.1395280916,2.9897119274,-0.0875038617,0.68008450385,0.6811542617499999
