Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.303,0.0200249844,0.2188308329,3.6877693547,-1.1439574794,0.2185,0.0281113856,-0.0256004557,4.4795727468,1.3941917029,0.4785,0.0309071189,0.0707291694,5.5101473345,-1.7811087539,0.4785,0.0309071189,0.0707291694,5.5101473345,-1.7811087539,0.71176977605,0.7119888226
2,0.2645,0.0407093355,0.2551430062,2.1621507649,-0.1234185515,0.246,0.0340440891,0.694684434,2.2739895822,0.6442947024,0.4895,0.0253426518,-0.0708279557,2.5045781203,0.7910880034,0.4895,0.0253426518,-0.0708279557,2.5045781203,0.7910880034,0.78983422385,0.7898593295
3,0.261,0.0228910463,0.8093871695,1.6502607657,-0.4979612911,0.212,0.0382883794,0.610774318,2.1314795203,0.6884994443,0.527,0.0231516738,0.2958011674,1.4313182223,0.1552062115,0.527,0.0231516738,0.2958011674,1.4313182223,0.1552062115,0.800794240515,0.8017430957000002
4,0.264,0.037067506,-0.2280439495,2.2628191682,0.8727143658,0.2685,0.033395359,0.3040514787,1.6313812588,-0.0494171248,0.4675,0.0405123438,-0.0415211486,3.4976876034,-0.6604288767,0.4675,0.0405123438,-0.0415211486,3.4976876034,-0.6604288767,0.77398164805,0.7742030026499999
5,0.249,0.0253771551,-0.1203956344,2.1330243818,0.5068259701,0.2615,0.034208917,-0.1717288966,1.5070635811,-0.0932231257,0.4895,0.0253426518,0.2284362489,1.8478270653,-0.3424607433,0.4895,0.0253426518,0.2284362489,1.8478270653,-0.3424607433,0.7053284405900001,0.7065731888499999
6,0.251,0.042,-0.1759414356,2.5458663057,0.8126417234,0.229,0.0402988834,0.0461177506,2.0134300153,-0.3293127465,0.52,0.0513322511,-0.9657534247,2.9586215339,0.2162494149,0.52,0.0513322511,-0.9657534247,2.9586215339,0.2162494149,0.8400510180000001,0.84050517255
7,0.2665,0.0251047804,0.1222570533,2.1731579288,0.164198757,0.231,0.0330756708,-0.0899669846,2.223564465,-0.0858924572,0.5025,0.037433274,-0.5557545902,2.2086697792,-0.135119999,0.5025,0.037433274,-0.5557545902,2.2086697792,-0.135119999,0.81681554876,0.8170895733500002
8,0.223,0.0274954542,-0.2289762945,3.9977219283,0.4074266562,0.317,0.0211187121,-0.1690038685,1.5745440286,-0.1681716903,0.46,0.0336897611,-0.4831460674,2.3531409498,-0.5844989498,0.46,0.0336897611,-0.4831460674,2.3531409498,-0.5844989498,0.7818474831500001,0.7820877881
9,0.3185,0.0263675937,-0.3199472021,2.6002997688,0.8806697986,0.2355,0.0529362825,0.4401326762,2.5358388591,0.4252642805,0.446,0.0509803884,0.0522699717,1.9464743669,-0.1271566081,0.446,0.0509803884,0.0522699717,1.9464743669,-0.1271566081,0.76403364875,0.7645986961000002
10,0.1805,0.0280579757,-0.0452994995,2.1068448492,-0.2600205194,0.2915,0.0508453538,0.0122967077,2.4380692368,0.4709126282,0.528,0.0518266341,-0.017277331,2.425743867,-0.3618800718,0.528,0.0518266341,-0.017277331,2.425743867,-0.3618800718,0.68008450385,0.6811542617499999
11,0.232,0.0407553677,0.2601985363,1.6518367144,0.2755165385,0.2145,0.03045078,-0.2440608395,2.0620712947,-0.1743019422,0.5535,0.0368137203,-0.0997365298,4.9388636722,1.5736956538,0.5535,0.0368137203,-0.0997365298,4.9388636722,1.5736956538,0.7663275058,0.76652139405
12,0.218,0.0415451562,0.2523394031,2.5100138432,-0.0109612822,0.2865,0.0676775443,0.6135678714,2.1223720799,0.5537388219,0.4955,0.0364314425,0.4511397478,1.9826682042,-0.3743979355,0.4955,0.0364314425,0.4511397478,1.9826682042,-0.3743979355,0.7606499918499998,0.7607151004999999
13,0.2615,0.0197547463,-0.3030038304,2.4654184866,0.3798015255,0.2705,0.0267815235,-0.2045160614,4.1434515738,-1.0470847018,0.468,0.0164620776,-0.1902766136,1.6356939584,0.1196981176,0.468,0.0164620776,-0.1902766136,1.6356939584,0.1196981176,0.7375424576149999,0.7395493140499999
14,0.348,0.0230434372,-0.4777932683,1.7831083022,-0.1108199393,0.3295,0.0471407467,0.4639185061,2.7151677605,-0.5030998701,0.3225,0.0415481648,0.3630667158,3.4670303136,0.9787720854,0.3225,0.0415481648,0.3630667158,3.4670303136,0.9787720854,0.6372191278150001,0.63777533035
15,0.2375,0.0227211355,-0.2344086022,2.6862149629,-0.5626701012,0.2565,0.0497518844,0.5280902129,1.8183113215,-0.0913897737,0.506,0.0545802162,0.967889133,3.9343409912,1.2800989334,0.506,0.0545802162,0.967889133,3.9343409912,1.2800989334,0.6346159763999999,0.6365972518499999
16,0.349,0.0497895571,0.4553928663,1.7058705795,0.2915700569,0.245,0.0193649167,0.3333333333,4.6746666667,1.5491933385,0.406,0.0474763099,0.3155714555,2.3175996296,0.1290701165,0.406,0.0474763099,0.3155714555,2.3175996296,0.1290701165,0.800114596455,0.80277666225
17,0.2405,0.0269675731,-0.064108464,3.6796765553,1.0501898857,0.218,0.0236854386,-0.3880218494,2.1679106256,0.4928680868,0.5415,0.0352881,-0.5667363593,1.7863430927,-0.3588666477,0.5415,0.0352881,-0.5667363593,1.7863430927,-0.3588666477,0.77366263085,0.77518693965
18,0.243,0.0304302481,0.5233655112,2.0125601183,-0.1609743076,0.281,0.0300665928,0.1727157507,4.0405498669,1.1952450746,0.476,0.0254754784,-0.1900886236,1.3082756214,-0.0709464986,0.476,0.0254754784,-0.1900886236,1.3082756214,-0.0709464986,0.7283013139050001,0.7290264868499998
19,0.2615,0.0212190952,0.3374810829,2.2660299463,-0.4911084665,0.2235,0.0383438391,0.7076919336,2.1674107456,-0.0482128351,0.515,0.0334664011,0.4342105263,2.3128587372,-0.0700329263,0.515,0.0334664011,0.4342105263,2.3128587372,-0.0700329263,0.82442057335,0.8270755761499998
20,0.265,0.0122474487,0.25,1.9666666667,-0.0,0.2375,0.048127435,0.582697201,2.6038914157,0.7252736106,0.4975,0.0521656017,0.5251725019,3.4484174869,-1.019420548,0.4975,0.0521656017,0.5251725019,3.4484174869,-1.019420548,0.7875467973999999,0.7891424392500002
21,0.2575,0.0317214439,0.5027967682,2.3283438139,0.620306526,0.273,0.0232594067,-0.0710321865,3.5260471298,-0.0731920199,0.4695,0.0413188819,0.5784094071,1.8426660859,0.0138003555,0.4695,0.0413188819,0.5784094071,1.8426660859,0.0138003555,0.8173009849000001,0.8184101963000001
22,0.2415,0.0303356226,-0.2857194993,2.4119404763,0.097362275,0.257,0.0380263067,-0.0076138586,4.1762567219,0.5440653717,0.5015,0.0499524774,-0.0390448873,1.7739849086,0.0233104031,0.5015,0.0499524774,-0.0390448873,1.7739849086,0.0233104031,0.7410255091999999,0.7421007761000001
