Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.28,0.16,-0.2511251125,2.0369262695,0.5844726563,0.2,0.0836660027,-0.7692307692,1.2755102041,-0.2561204163,0.52,0.1208304597,0.024024024,1.323043723,-0.3877276903,0.52,0.1208304597,0.024024024,1.323043723,-0.3877276903,0.71176977605,0.7119888226
2,0.28,0.0244948974,0.0384615385,1.1666666667,-0.4082482905,0.26,0.08,-0.0563380282,2.078125,0.84375,0.46,0.0583095189,-0.1363636364,2.6660899654,-1.1500493357,0.46,0.0583095189,-0.1363636364,2.6660899654,-1.1500493357,0.78983422385,0.7898593295
3,0.28,0.1720465053,-0.5853658537,1.9945215486,-0.3958703373,0.32,0.2014944168,-0.2685093781,2.7326676212,1.1008873776,0.4,0.0707106781,0.2,1.7,-0.0,0.4,0.0707106781,0.2,1.7,-0.0,0.800794240515,0.8017430957000002
4,0.23,0.06,-0.6959064327,1.3981481481,0.1111111111,0.21,0.0583095189,-0.7910447761,1.6280276817,0.3631734744,0.56,0.0969535971,-0.940874036,1.815527388,-0.6122692079,0.56,0.0969535971,-0.940874036,1.815527388,-0.6122692079,0.77398164805,0.7742030026499999
5,0.24,0.0734846923,-0.3087248322,1.5781893004,0.3477670622,0.22,0.0509901951,-0.1570247934,1.9556213018,0.2715454179,0.54,0.115758369,-0.3713080169,1.1963689018,-0.3365218792,0.54,0.115758369,-0.3713080169,1.1963689018,-0.3365218792,0.7053284405900001,0.7065731888499999
6,0.21,0.0860232527,-0.3559322034,1.9945215486,0.3958703373,0.25,0.0707106781,-0.3333333333,1.7,-0.0,0.54,0.1356465997,-0.1878453039,1.2296786389,0.2115471545,0.54,0.1356465997,-0.1878453039,1.2296786389,0.2115471545,0.8400510180000001,0.84050517255
7,0.23,0.0678232998,-0.3053097345,2.3638941399,0.7500308204,0.29,0.0734846923,-0.5598290598,1.5781893004,0.3477670622,0.48,0.081240384,0.0601503759,1.4421487603,0.3804646085,0.48,0.081240384,0.0601503759,1.4421487603,0.3804646085,0.81681554876,0.8170895733500002
8,0.23,0.0748331477,0.4144144144,2.1339285714,-0.7301958931,0.36,0.08,-0.0080645161,2.5908203125,0.55078125,0.41,0.0374165739,-0.3768115942,1.8469387755,-0.3436215967,0.41,0.0374165739,-0.3768115942,1.8469387755,-0.3436215967,0.7818474831500001,0.7820877881
9,0.26,0.0663324958,-1.1212121212,2.2169421488,-0.3700366502,0.26,0.0489897949,-0.6666666667,1.1666666667,-0.4082482905,0.48,0.1077032961,-0.8900343643,1.7636741974,0.403407114,0.48,0.1077032961,-0.8900343643,1.7636741974,0.403407114,0.76403364875,0.7645986961000002
10,0.4,0.1095445115,-0.0869565217,1.5625,0.1141088661,0.17,0.0678232998,-1.131147541,2.9310018904,1.1731251294,0.43,0.1288409873,-0.5404699739,1.984395413,0.7265891066,0.43,0.1288409873,-0.5404699739,1.984395413,0.7265891066,0.68008450385,0.6811542617499999
11,0.21,0.0663324958,0.3434343434,2.2169421488,-0.3700366502,0.3,0.1,0.5454545455,2.05,0.0,0.49,0.1462873884,0.7842639594,2.2264389903,0.8682180139,0.49,0.1462873884,0.7842639594,2.2264389903,0.8682180139,0.7663275058,0.76652139405
12,0.31,0.0374165739,-0.0869565217,1.8469387755,-0.3436215967,0.25,0.0707106781,0.4444444444,1.7,-0.0,0.44,0.0583095189,0.2532467532,2.6660899654,1.1500493357,0.44,0.0583095189,0.2532467532,2.6660899654,1.1500493357,0.7606499918499998,0.7607151004999999
13,0.18,0.0748331477,-0.25,2.1339285714,-0.7301958931,0.35,0.0948683298,-0.1428571429,1.7592592593,-0.3513641845,0.47,0.1122497216,-0.316872428,1.6957671958,0.5557336935,0.47,0.1122497216,-0.316872428,1.6957671958,0.5557336935,0.7375424576149999,0.7395493140499999
14,0.15,0.0774596669,-0.1818181818,2.9166666667,-1.2909944487,0.31,0.0374165739,0.4444444444,1.8469387755,-0.3436215967,0.54,0.0663324958,-0.654676259,2.2169421488,0.3700366502,0.54,0.0663324958,-0.654676259,2.2169421488,0.3700366502,0.6372191278150001,0.63777533035
15,0.27,0.0748331477,-0.6883116883,2.1339285714,0.7301958931,0.21,0.0860232527,-0.3173652695,1.9945215486,0.3958703373,0.52,0.092736185,0.5977011494,1.509194159,0.1579875514,0.52,0.092736185,0.5977011494,1.509194159,0.1579875514,0.6346159763999999,0.6365972518499999
16,0.36,0.0969535971,-0.6580976864,1.4081032141,0.3752617726,0.3,0.1378404875,-0.5294117647,2.3337950139,0.9736654936,0.34,0.115758369,-0.3527653214,2.1988193362,-0.3365218792,0.34,0.115758369,-0.3527653214,2.1988193362,-0.3365218792,0.800114596455,0.80277666225
