Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.2576,0.0407950977,0.44596357,2.5952046144,-0.0500958323,0.24995,0.0333728557,0.111987902,2.4467907562,-0.2146735661,0.49245,0.0443029062,0.3808175919,2.8944248639,-0.346322872,0.49245,0.0443029062,0.3808175919,2.8944248639,-0.346322872,0.71176977605,0.7119888226
2,0.27045,0.0532498592,0.5252673267,3.1756912347,0.4057199379,0.26255,0.0396893878,0.3676518081,3.3416119808,-0.3049950265,0.467,0.0447828092,0.1217435322,2.667471857,-0.0066639258,0.467,0.0447828092,0.1217435322,2.667471857,-0.0066639258,0.78983422385,0.7898593295
3,0.22305,0.0344521044,0.1925432341,2.7251970992,0.1319254875,0.28595,0.0467744321,0.4103078536,2.747223493,0.1917717794,0.491,0.0429534632,0.3306981943,4.9713186595,0.366363599,0.491,0.0429534632,0.3306981943,4.9713186595,0.366363599,0.800794240515,0.8017430957000002
4,0.23815,0.0307054963,0.1232441627,2.5306976476,0.1104585757,0.27435,0.0328683358,0.0686653626,2.7870780074,0.4542752519,0.4875,0.0333429153,-0.0328118823,2.811906456,0.1251383027,0.4875,0.0333429153,-0.0328118823,2.811906456,0.1251383027,0.77398164805,0.7742030026499999
5,0.27065,0.0400353281,0.4163285075,3.083609201,-0.0737035768,0.2612,0.0367159366,0.2374738659,2.8892862367,0.4762121436,0.46815,0.0357886504,0.0072098308,3.4678233774,-0.2680861766,0.46815,0.0357886504,0.0072098308,3.4678233774,-0.2680861766,0.7053284405900001,0.7065731888499999
6,0.2874,0.0343764454,0.1041807397,3.476575146,0.3558891459,0.23995,0.0338488922,0.13931058,2.2221674597,-0.2294059796,0.47265,0.0346298643,-0.0103608934,2.8803186035,0.0529455855,0.47265,0.0346298643,-0.0103608934,2.8803186035,0.0529455855,0.8400510180000001,0.84050517255
7,0.25975,0.0455816575,0.4831479855,3.0880303446,-0.3128202727,0.24345,0.033336879,0.3394354972,2.4652550335,0.2409720689,0.4968,0.0469229155,0.4042070819,2.8944207329,-0.0794947018,0.4968,0.0469229155,0.4042070819,2.8944207329,-0.0794947018,0.81681554876,0.8170895733500002
8,0.2861,0.0354018361,0.2189029713,2.7501319518,0.0566347041,0.1952,0.0324955382,0.3115093107,2.7383814793,-0.0570054397,0.5187,0.0380500986,0.3895515136,2.4260537901,0.0462640729,0.5187,0.0380500986,0.3895515136,2.4260537901,0.0462640729,0.7818474831500001,0.7820877881
9,0.292,0.0407185461,0.3812618054,2.505171039,-0.0957394578,0.2833,0.0412505758,0.3979916704,2.4631442344,0.2109291838,0.4247,0.0373886346,0.2998941964,2.9241803193,-0.1056491731,0.4247,0.0373886346,0.2998941964,2.9241803193,-0.1056491731,0.76403364875,0.7645986961000002
10,0.2856,0.0532507277,0.5254524845,2.449004404,0.2227857995,0.20455,0.0485545827,0.478939236,2.7417314146,-0.071359209,0.50985,0.0470449519,0.3244297263,2.6690531466,-0.1601767675,0.50985,0.0470449519,0.3244297263,2.6690531466,-0.1601767675,0.68008450385,0.6811542617499999
