Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.268,0.0538144962,0.1686517389,1.6474848143,-0.1053342257,0.232,0.0116619038,0.7959183673,2.6660899654,-1.1500493357,0.5,0.0629285309,0.2551020408,1.8878175696,0.3130053955,0.5,0.0629285309,0.2551020408,1.8878175696,0.3130053955,0.71176977605,0.7119888226
2,0.262,0.0248193473,-0.4741641337,2.0324675325,-0.621634858,0.26,0.0328633535,-0.6842105263,1.183127572,0.3719103786,0.478,0.0292574777,-0.6323666978,2.3050484758,-0.2817396204,0.478,0.0292574777,-0.6323666978,2.3050484758,-0.2817396204,0.78983422385,0.7898593295
3,0.246,0.0224499443,-0.9631236443,1.2422524565,-0.1315095,0.33,0.0469041576,-0.7155963303,2.2619834711,0.5233108492,0.424,0.0300665928,-0.4024390244,2.5084579842,-0.7841001948,0.424,0.0300665928,-0.4024390244,2.5084579842,-0.7841001948,0.800794240515,0.8017430957000002
4,0.304,0.0688767014,-0.6117385669,1.1806958075,-0.3825297325,0.16,0.0219089023,-0.9333333333,1.5625,0.1141088661,0.536,0.0811418511,-0.7340191036,1.2665196677,0.1247983231,0.536,0.0811418511,-0.7340191036,1.2665196677,0.1247983231,0.77398164805,0.7742030026499999
5,0.302,0.0426145515,-0.2141912737,2.0794212967,-0.5414791205,0.274,0.030724583,0.047822374,2.5246337259,0.9035993059,0.424,0.0287054002,-0.2183235867,1.8296257894,0.4078932113,0.424,0.0287054002,-0.2183235867,1.8296257894,0.4078932113,0.7053284405900001,0.7065731888499999
6,0.264,0.041761226,-0.7433129986,1.6971004124,-0.2003526542,0.304,0.0377359245,-0.2420566147,2.1453414973,-0.5573921436,0.432,0.0365513338,-0.2245590231,3.104109147,-1.3889087439,0.432,0.0365513338,-0.2245590231,3.104109147,-1.3889087439,0.8400510180000001,0.84050517255
7,0.26,0.0141421356,0.6666666667,1.7,0.0,0.21,0.0303315018,-0.1666666667,3.1427221172,1.4191014536,0.53,0.0228035085,-0.3461538462,2.5,-0.6071940134,0.53,0.0228035085,-0.3461538462,2.5,-0.6071940134,0.81681554876,0.8170895733500002
8,0.204,0.0272763634,-0.5174129353,3.1437738467,-1.4286267334,0.388,0.0435430821,-0.7768595041,2.4805586712,-0.780254449,0.408,0.0348711915,-0.2870309414,2.3637898199,0.761826261,0.408,0.0348711915,-0.2870309414,2.3637898199,0.761826261,0.7818474831500001,0.7820877881
9,0.242,0.0337045991,-0.0867697595,1.2910632811,0.0150437112,0.266,0.0605309838,0.1700404858,2.3489874335,-0.674381253,0.492,0.0577581163,-0.5701260392,2.6365698808,1.0741895586,0.492,0.0577581163,-0.5701260392,2.6365698808,1.0741895586,0.76403364875,0.7645986961000002
10,0.342,0.0470744092,-0.1099184199,2.6215707229,1.0822408451,0.178,0.0348711915,0.8479427549,2.3118507618,0.8184255374,0.48,0.0433589668,-0.4222222222,2.1106835672,-0.3091460963,0.48,0.0433589668,-0.4222222222,2.1106835672,-0.3091460963,0.68008450385,0.6811542617499999
11,0.216,0.028,-0.9609261939,1.9380466472,-0.5160349854,0.31,0.0303315018,0.2,2.1219281664,-0.3870276692,0.474,0.0392937654,-0.6755793226,2.7004886037,-1.1108039135,0.474,0.0392937654,-0.6755793226,2.7004886037,-1.1108039135,0.7663275058,0.76652139405
12,0.356,0.0591945943,-0.3601006635,2.1756896228,0.1837450269,0.19,0.0469041576,-0.2727272727,1.6669421488,0.1744369497,0.454,0.018547237,-0.6983372922,2.4826933478,-0.9704949588,0.454,0.018547237,-0.6983372922,2.4826933478,-0.9704949588,0.7606499918499998,0.7607151004999999
13,0.252,0.055641711,0.4808982211,1.565280532,-0.2321051682,0.238,0.0305941171,0.2636684303,2.1747753671,0.5665577237,0.51,0.0268328157,0.6666666667,1.25,0.0,0.51,0.0268328157,0.6666666667,1.25,0.0,0.7375424576149999,0.7395493140499999
14,0.192,0.0406939799,-0.0776805252,2.118847581,0.4964591471,0.284,0.0728285658,-0.0845962452,1.9146720993,0.3207184681,0.524,0.047581509,-0.3660278091,3.1348936808,-1.4075901838,0.524,0.047581509,-0.3660278091,3.1348936808,-1.4075901838,0.6372191278150001,0.63777533035
15,0.2,0.0368781778,0.1016949153,2.7724913495,1.1484553649,0.322,0.04621688,0.1040242976,2.3070950638,-0.7842846809,0.478,0.0248193473,-0.4741641337,2.0324675325,0.621634858,0.478,0.0248193473,-0.4741641337,2.0324675325,0.621634858,0.6346159763999999,0.6365972518499999
16,0.268,0.0406939799,-0.3631937683,2.0138276272,-0.4964591471,0.348,0.0203960781,-0.290726817,1.3731508876,-0.1527442976,0.384,0.0349857114,-0.151249156,1.3717160067,0.1972794182,0.384,0.0349857114,-0.151249156,1.3717160067,0.1972794182,0.800114596455,0.80277666225
17,0.316,0.047581509,-0.6440542698,1.674018904,0.4050330728,0.184,0.0224499443,-1.0424836601,1.6957671958,0.5557336935,0.5,0.0328633535,-0.2592592593,1.6769547325,-0.2366702409,0.5,0.0328633535,-0.2592592593,1.6769547325,-0.2366702409,0.77366263085,0.77518693965
18,0.234,0.047581509,-0.0668789809,2.4718812821,0.0628269123,0.274,0.0711617875,0.3961683202,1.755152999,-0.4640650248,0.492,0.04621688,0.0735434575,2.3070950638,-0.7842846809,0.492,0.04621688,0.0735434575,2.3070950638,-0.7842846809,0.7283013139050001,0.7290264868499998
19,0.23,0.0357770876,-0.0,3.0517578125,1.3364000022,0.29,0.0473286383,-0.6315789474,2.1683673469,0.5433134495,0.48,0.0586515132,-0.0659340659,1.6637371552,0.3211717529,0.48,0.0586515132,-0.0659340659,1.6637371552,0.3211717529,0.82442057335,0.8270755761499998
20,0.22,0.0328633535,-0.1666666667,2.5,-0.9128709292,0.248,0.0435430821,-0.5467625899,2.1600972066,0.3825688729,0.532,0.0376297754,0.0688912809,1.6071531169,0.4071784569,0.532,0.0376297754,0.0688912809,1.6071531169,0.4071784569,0.7875467973999999,0.7891424392500002
21,0.242,0.049959984,0.2566191446,1.3269230769,0.2278746804,0.26,0.0309838668,-0.1739130435,1.7447916667,-0.5244664948,0.498,0.044,-0.5156049594,2.0615565877,0.4158527423,0.498,0.044,-0.5156049594,2.0615565877,0.4158527423,0.8173009849000001,0.8184101963000001
22,0.29,0.0309838668,0.0212765957,2.9947916667,1.2506508722,0.232,0.0285657137,-0.0289210234,1.8370818916,0.724850867,0.478,0.0278567766,0.3137254902,1.4252843023,0.0399688047,0.478,0.0278567766,0.3137254902,1.4252843023,0.0399688047,0.7410255091999999,0.7421007761000001
23,0.268,0.024,-0.4710485133,1.615162037,-0.5451388889,0.266,0.0366606056,0.1616945107,2.397002551,-0.8485168857,0.466,0.0300665928,-0.0777058279,2.0385699742,-0.0988955201,0.466,0.0300665928,-0.0777058279,2.0385699742,-0.0988955201,0.68077319268,0.685975915
24,0.214,0.0488262225,-0.6845603272,1.4640444124,0.1385546604,0.308,0.037094474,-0.7539267016,2.0035492158,-0.194663233,0.478,0.0570613705,-0.7674493406,1.2912272335,0.194540317,0.478,0.0570613705,-0.7674493406,1.2912272335,0.194540317,0.79543050495,0.7960268671
25,0.212,0.0342928564,-0.2219196732,1.4582118562,0.127354423,0.338,0.0601331855,-0.2143175736,2.2540576788,0.4907248686,0.45,0.0389871774,-0.0933333333,2.3718836565,-0.850482055,0.45,0.0389871774,-0.0933333333,2.3718836565,-0.850482055,0.7603252029099998,0.76054996035
26,0.302,0.0318747549,-0.1483253589,1.3299336599,-0.1823080253,0.222,0.0172046505,0.1916167665,1.9945215486,0.3958703373,0.476,0.018547237,-0.279342723,1.509194159,-0.1579875514,0.476,0.018547237,-0.279342723,1.509194159,-0.1579875514,0.656840086,0.6591111595499999
27,0.24,0.0536656315,-0.1818181818,2.7314814815,-0.99380799,0.284,0.0463033476,-0.47597254,2.151829472,-0.2074251238,0.476,0.0915641851,-0.5510133975,2.7892213813,1.1560530275,0.476,0.0915641851,-0.5510133975,2.7892213813,1.1560530275,0.792523152755,0.7958514277000001
28,0.31,0.0424264069,-0.5,1.7,0.0,0.324,0.0588557559,0.4121318023,1.9087546469,-0.3729319479,0.366,0.0422374242,0.0713536201,1.5292987995,0.4070519321,0.366,0.0422374242,0.0713536201,1.5292987995,0.4070519321,0.73107193995,0.7315996556
29,0.262,0.0466476152,0.2076069731,2.0659602076,-0.0794441975,0.242,0.0435430821,0.0691886511,1.9197511083,-0.5279217882,0.496,0.053141321,-0.0405571487,1.8450553331,0.2955399327,0.496,0.053141321,-0.0405571487,1.8450553331,0.2955399327,0.77496423345,0.7771630734499999
30,0.268,0.0466476152,-0.2277377795,2.202814122,-0.4525481966,0.232,0.0435430821,-0.3179571664,1.7755434492,0.2569839542,0.5,0.0419523539,-0.0634920635,2.0170454545,0.5363227065,0.5,0.0419523539,-0.0634920635,2.0170454545,0.5363227065,0.7190114889000001,0.71983405305
31,0.236,0.0233238076,-0.5134706815,2.0659602076,-0.0794441975,0.28,0.0316227766,-0.3658536585,2.788,-1.1384199577,0.484,0.053141321,-0.4691398555,2.4373078991,0.8559143504,0.484,0.053141321,-0.4691398555,2.4373078991,0.8559143504,0.7474431864999997,0.7476168622
32,0.306,0.028,-0.0781476122,2.0005206164,-0.4067055394,0.216,0.0440908154,-0.6032728881,2.7721129909,1.1922642118,0.478,0.0479165942,-0.5732305536,2.4248260875,-0.1819363454,0.478,0.0479165942,-0.5732305536,2.4248260875,-0.1819363454,0.6393986142699999,0.6428488468
33,0.38,0.0389871774,-0.3703703704,2.3718836565,0.850482055,0.19,0.0228035085,-0.7307692308,1.4349112426,0.0,0.43,0.0521536192,-0.4137931034,1.4932958478,0.1268875901,0.43,0.0521536192,-0.4137931034,1.4932958478,0.1268875901,0.766368041985,0.7674767492499999
34,0.258,0.0348711915,-0.5981012658,1.3801939058,0.507129517,0.282,0.0426145515,-0.7248459959,2.0095577248,-0.63451677,0.46,0.0532916504,-0.4761904762,2.6983733386,-1.0703788139,0.46,0.0532916504,-0.4761904762,2.6983733386,-1.0703788139,0.76450556945,0.76534509645
