Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
1,0.286,0.1385784976,0.1198609578,2.0552935819,0.0711361895,0.254,0.1388668427,0.0325169112,2.3073006798,-0.0378922624,0.46,0.1624807681,-0.0254854369,2.9779614325,-0.2629681853,0.46,0.1624807681,-0.0254854369,2.9779614325,-0.2629681853,0.71176977605,0.7119888226
2,0.24,0.1077032961,0.0476190476,2.8525564804,0.2113084883,0.274,0.1507448175,-0.067342783,2.42243899,0.6218164676,0.486,0.1523285922,-0.109651346,2.2681743136,0.0331893047,0.486,0.1523285922,-0.109651346,2.2681743136,0.0331893047,0.78983422385,0.7898593295
3,0.252,0.1315142578,-0.1880774056,2.5281666939,0.1939691837,0.236,0.1276871176,0.105034983,4.9969779296,1.0916035395,0.512,0.1290581264,0.0276206453,3.5194462208,0.1668483946,0.512,0.1290581264,0.0276206453,3.5194462208,0.1668483946,0.800794240515,0.8017430957000002
4,0.288,0.1478377489,-0.0355225905,2.9862076062,0.3183221446,0.258,0.1550354798,-0.0096363776,2.3263007801,0.0758430423,0.454,0.1268227109,-0.2534846724,2.5980969346,0.2632236795,0.454,0.1268227109,-0.2534846724,2.5980969346,0.2632236795,0.77398164805,0.7742030026499999
5,0.188,0.1321211565,0.0303517923,3.6706937269,0.8455700293,0.31,0.1878829423,0.2004183857,2.3394859119,0.3075870942,0.502,0.1630828011,0.2420604095,2.1356390721,0.0784847859,0.502,0.1630828011,0.2420604095,2.1356390721,0.0784847859,0.7053284405900001,0.7065731888499999
6,0.234,0.1258729518,-0.0702312387,3.3101034123,0.6040160689,0.27,0.1459451952,-0.2632382406,2.0865569001,0.0656237074,0.496,0.1413647764,-0.121634289,2.3525606714,-0.0566818019,0.496,0.1413647764,-0.121634289,2.3525606714,-0.0566818019,0.8400510180000001,0.84050517255
7,0.254,0.1499466572,-0.0215074861,2.3004938244,0.2432603204,0.234,0.1422814113,0.2260707014,2.2515798076,0.0957551996,0.512,0.1505191018,0.0387196113,2.8221565881,-0.0989231953,0.512,0.1505191018,0.0387196113,2.8221565881,-0.0989231953,0.81681554876,0.8170895733500002
8,0.29,0.1389244399,-0.0599223423,2.7061397621,0.0895107669,0.262,0.1263170614,-0.2330926077,2.2609265603,-0.0328174184,0.448,0.144554488,0.1321336998,2.2978771555,0.3973978001,0.448,0.144554488,0.1321336998,2.2978771555,0.3973978001,0.7818474831500001,0.7820877881
9,0.302,0.1406982587,0.1111299702,2.4560354778,0.1368689553,0.282,0.1089770618,-0.0109928624,3.1035437366,0.5463836112,0.416,0.1286234815,0.1999458246,2.8480708147,0.433183746,0.416,0.1286234815,0.1999458246,2.8480708147,0.433183746,0.76403364875,0.7645986961000002
10,0.28,0.144222051,0.1640866873,3.3542899408,0.8720527123,0.23,0.1640121947,-0.0146273508,2.8336949462,0.5466997603,0.49,0.1769180601,0.2205051399,1.9230675009,0.1300217449,0.49,0.1769180601,0.2205051399,1.9230675009,0.1300217449,0.68008450385,0.6811542617499999
11,0.302,0.1655173707,0.0075003899,2.581095539,0.44450542,0.182,0.1395564402,-0.2616643862,3.4331827839,0.8085117756,0.516,0.1713009048,0.0926922276,1.9698146842,0.1327706329,0.516,0.1713009048,0.0926922276,1.9698146842,0.1327706329,0.7663275058,0.76652139405
12,0.224,0.1393700111,-0.0175839838,4.2805191492,0.8524355628,0.302,0.161851784,-0.0232127751,1.918522877,0.0242498039,0.474,0.1453409784,-0.0423289084,2.7098756745,0.0668520448,0.474,0.1453409784,-0.0423289084,2.7098756745,0.0668520448,0.7606499918499998,0.7607151004999999
13,0.232,0.1190630085,-0.1025652678,2.343976275,0.0037539165,0.236,0.136762568,0.0647661271,2.9035052222,0.3179475182,0.532,0.1489160838,-0.1673337145,3.3385087736,0.3144221205,0.532,0.1489160838,-0.1673337145,3.3385087736,0.3144221205,0.7375424576149999,0.7395493140499999
14,0.33,0.1526433752,0.0198723136,2.7199801065,0.4656144511,0.39,0.1486606875,-0.0712006564,3.087754141,0.3908198495,0.28,0.1574801575,0.0066807314,2.7211238293,0.3625648787,0.28,0.1574801575,0.0066807314,2.7211238293,0.3625648787,0.6372191278150001,0.63777533035
15,0.224,0.1209297317,-0.1907629643,2.6081187844,0.2789112714,0.264,0.122898332,0.0366180982,2.2825831298,-0.1950764985,0.512,0.1305986217,0.0992312935,2.9323398653,-0.2225572189,0.512,0.1305986217,0.0992312935,2.9323398653,-0.2225572189,0.6346159763999999,0.6365972518499999
16,0.228,0.1265543362,-0.1276796847,2.4503438619,0.1740120386,0.306,0.1434015342,0.1248461106,3.5634990941,0.5458398068,0.466,0.1632298992,0.251264421,2.4018104249,0.2522344041,0.466,0.1632298992,0.251264421,2.4018104249,0.2522344041,0.800114596455,0.80277666225
17,0.252,0.144554488,0.0360464915,3.0168171873,0.5163247489,0.158,0.1401285124,-0.1105351387,3.8632488765,1.0351293113,0.59,0.1780449381,-0.2195751824,2.3376190429,-0.0616581302,0.59,0.1780449381,-0.2195751824,2.3376190429,-0.0616581302,0.77366263085,0.77518693965
18,0.284,0.1270590414,-0.1372952868,2.4023206405,0.4187747472,0.244,0.1267438361,-0.1037560654,2.2950548404,0.1936962108,0.472,0.1442775104,0.2260956486,2.7212243169,0.0168136134,0.472,0.1442775104,0.2260956486,2.7212243169,0.0168136134,0.7283013139050001,0.7290264868499998
19,0.224,0.104995238,0.005491951,2.3900080258,0.0280336164,0.262,0.1481755715,-0.4796673205,3.0593370779,0.3743398887,0.514,0.1496796579,-0.3818591696,3.1228927767,-0.3828064573,0.514,0.1496796579,-0.3818591696,3.1228927767,-0.3828064573,0.82442057335,0.8270755761499998
20,0.248,0.1117855089,0.0779396905,2.8384880345,-0.4223838108,0.252,0.1459314908,-0.0733493018,3.6410357871,0.9837371367,0.5,0.1148912529,-0.1692307692,3.3746556474,-0.0791262073,0.5,0.1148912529,-0.1692307692,3.3746556474,-0.0791262073,0.7875467973999999,0.7891424392500002
21,0.252,0.1539350512,0.0525126512,2.1382330588,0.2420235539,0.256,0.1512084654,0.1474151498,2.1486478479,0.1455592913,0.492,0.1521052267,-0.0237657337,2.5023731226,-0.1034989982,0.492,0.1521052267,-0.0237657337,2.5023731226,-0.1034989982,0.8173009849000001,0.8184101963000001
22,0.248,0.1417603612,0.0368188277,2.9222103331,0.6302912728,0.26,0.1341640786,0.0301921317,3.0088888889,0.3577708764,0.492,0.1798221343,-0.0762950928,2.6237805859,-0.0865773865,0.492,0.1798221343,-0.0762950928,2.6237805859,-0.0865773865,0.7410255091999999,0.7421007761000001
23,0.236,0.1352922762,-0.2543987115,2.5234592767,-0.1387051411,0.25,0.1389244399,0.1299734748,3.7215764182,0.5818199851,0.514,0.1600124995,-0.0769072675,2.5042002132,-0.1996875714,0.514,0.1600124995,-0.0769072675,2.5042002132,-0.1996875714,0.68077319268,0.685975915
24,0.268,0.159298462,-0.062826695,2.7133151202,0.2941016276,0.252,0.1499866661,-0.1290275783,2.5929019909,0.3526913802,0.48,0.1509966887,0.0949188426,2.9501385042,0.306733809,0.48,0.1509966887,0.0949188426,2.9501385042,0.306733809,0.79543050495,0.7960268671
25,0.212,0.1531535178,-0.0286112166,2.9750199613,0.6663725409,0.324,0.1772681584,-0.0315416143,2.5874633422,0.1945342319,0.464,0.1609471963,0.0965349766,3.239601459,0.308043591,0.464,0.1609471963,0.0965349766,3.239601459,0.308043591,0.7603252029099998,0.76054996035
26,0.27,0.1360147051,-0.1007911937,3.0046165084,0.0763033554,0.276,0.1379275172,0.2198209481,3.2804117644,0.481548865,0.454,0.1512745848,0.0766490195,2.3151037306,0.3915132838,0.454,0.1512745848,0.0766490195,2.3151037306,0.3915132838,0.656840086,0.6591111595499999
