Instance,SBS_Prediction
0,0.7301801009599997
1,0.7885717652704995
10,0.7811171327219997
100,0.7741180069675003
101,0.7815392059595005
102,0.7917266612075003
103,0.7626303788295005
104,0.7315216640180005
105,0.7353026623775004
106,0.7221418054724998
107,0.7075735404124996
108,0.7177851774985
109,0.7515707015914992
11,0.7627118734794999
110,0.7862298125294999
111,0.7760323228734998
112,0.7693883371975002
113,0.7524685699095004
114,0.7407478863749997
115,0.7485253131324996
116,0.7439339748199996
117,0.7475005358399994
118,0.740258376905
119,0.7331238839074997
12,0.7233807841825001
120,0.7405885396755
121,0.7426311608600003
122,0.7490717139849999
123,0.7475343054995007
124,0.7619919269039999
125,0.767173917077
126,0.7671131584874997
127,0.7614080177869996
128,0.7583710712265003
129,0.7659558792220007
13,0.7665099026720001
130,0.7756978001245
131,0.7646955874965002
132,0.7492457319965002
133,0.7605243625704994
134,0.7556568987390001
135,0.7851740296279999
136,0.7975395576379998
137,0.7931998312519996
138,0.7851110375434994
139,0.7685998266769993
14,0.7761269430644995
140,0.8000520511469996
141,0.8144578403335003
142,0.8188741582515003
143,0.8044440396217998
144,0.8137328014213498
145,0.81049646823055
146,0.8126277261704997
147,0.8010851022862998
148,0.8076249987801997
149,0.8220394321135501
15,0.8125706467932997
150,0.8095995632635499
151,0.81254821865515
152,0.8235067364599495
153,0.8166109786094004
154,0.8141538793639999
155,0.8068132940462499
156,0.8035952247029996
157,0.8073531764014503
158,0.7965442410548499
159,0.82190212225405
16,0.8157391407096
160,0.8098125985213995
161,0.79965755429395
162,0.8054524204237999
163,0.8105348794462499
164,0.8046889339026498
