Instance,SBS_Prediction
0,0.7318129623109998
1,0.7902654973739996
10,0.7811005973004999
100,0.7645832028584999
101,0.7903886809035007
102,0.7968733762765006
103,0.7619634629890004
104,0.7464918002445005
105,0.7258768754055002
106,0.7259297736545003
107,0.7199793373264999
108,0.7165961510899999
109,0.7348266186194998
11,0.7685529003034998
110,0.7786191765079999
111,0.7792982477399997
112,0.7760753033710001
113,0.7403643926419997
114,0.7510553745734999
115,0.7453032687114995
116,0.7409213861059998
117,0.7416333300754995
118,0.7392342267204994
119,0.7272149141929998
12,0.7359703860800001
120,0.7400092559004997
121,0.7441685504930003
122,0.7472230063104999
123,0.7522342471150005
124,0.7500469636179998
125,0.7805924097595003
126,0.7586506710739996
127,0.7522178502529999
128,0.7728079538335
129,0.7759448458220004
13,0.7640685569270006
130,0.7701832875560001
131,0.7671235614735
132,0.7513078058865001
133,0.7514012736405001
134,0.7541409945385
135,0.7838078996829998
136,0.7921143799000002
137,0.8053567444929993
138,0.7895877021674994
139,0.7650337801059997
14,0.7786831634049995
140,0.7971025958809999
141,0.8142453308460006
142,0.8188097812820001
143,0.8057958545893003
144,0.8044652128893002
145,0.8139783712482498
146,0.8206390169300497
147,0.8098864993315502
148,0.7970108730595998
149,0.8144967128413498
15,0.8095167384481498
150,0.8068217176503001
151,0.8217092167611504
152,0.8032046593561
153,0.8037829121121
154,0.8144971315805996
155,0.8048472801628997
156,0.8123195068708502
157,0.8175408490364999
158,0.8057752257690498
159,0.8121553604724498
16,0.8074063354936998
160,0.7962717809105497
161,0.8114012109708497
162,0.8118832525702504
163,0.8178803967900499
164,0.8126020397467503
