Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
234,0.2312,0.0735565089,0.0058092968,2.230525301,-0.4635380197,0.276,0.0606630036,-0.5274587597,1.9175425331,0.268339184,0.4928,0.0779497274,-0.0035185905,2.4033466704,-0.0727600259,0.4928,0.0779497274,-0.0035185905,2.4033466704,-0.0727600259
