Generation 0 | Revalues: 100 | GridSize: 10
Generation 1 | Revalues: 308 | GridSize: 8
Generation 2 | Revalues: 530 | GridSize: 10
Generation 3 | Revalues: 778 | GridSize: 8
Generation 4 | Revalues: 1000 | GridSize: 11
Generation 5 | Revalues: 1214 | GridSize: 12
Generation 6 | Revalues: 1464 | GridSize: 11
Generation 7 | Revalues: 1692 | GridSize: 12
Generation 8 | Revalues: 1908 | GridSize: 13
Generation 9 | Revalues: 2136 | GridSize: 16
Generation 10 | Revalues: 2354 | GridSize: 14
Generation 11 | Revalues: 2584 | GridSize: 23
Generation 12 | Revalues: 2798 | GridSize: 24
Generation 13 | Revalues: 3030 | GridSize: 16
Generation 14 | Revalues: 3236 | GridSize: 13
Generation 15 | Revalues: 3434 | GridSize: 17
Generation 16 | Revalues: 3660 | GridSize: 20
Generation 17 | Revalues: 3894 | GridSize: 21
Generation 18 | Revalues: 4108 | GridSize: 28
Generation 19 | Revalues: 4324 | GridSize: 27
Generation 20 | Revalues: 4568 | GridSize: 26
Generation 21 | Revalues: 4764 | GridSize: 24
Generation 22 | Revalues: 4992 | GridSize: 21
Generation 23 | Revalues: 5206 | GridSize: 21
Generation 24 | Revalues: 5416 | GridSize: 22
Generation 25 | Revalues: 5628 | GridSize: 20
Generation 26 | Revalues: 5864 | GridSize: 21
Generation 27 | Revalues: 6080 | GridSize: 20
Generation 28 | Revalues: 6308 | GridSize: 25
Generation 29 | Revalues: 6520 | GridSize: 24
Generation 30 | Revalues: 6720 | GridSize: 21
Generation 31 | Revalues: 6930 | GridSize: 20
Generation 32 | Revalues: 7132 | GridSize: 20
Generation 33 | Revalues: 7352 | GridSize: 21
Generation 34 | Revalues: 7580 | GridSize: 23
Generation 35 | Revalues: 7820 | GridSize: 19
Generation 36 | Revalues: 8032 | GridSize: 22
Generation 37 | Revalues: 8242 | GridSize: 25
Generation 38 | Revalues: 8466 | GridSize: 17
Generation 39 | Revalues: 8688 | GridSize: 23
Generation 40 | Revalues: 8908 | GridSize: 26
Generation 41 | Revalues: 9118 | GridSize: 26
Generation 42 | Revalues: 9348 | GridSize: 34
Generation 43 | Revalues: 9560 | GridSize: 30
Generation 44 | Revalues: 9772 | GridSize: 31
