Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 294 | GridSize: 11
Generation 2 | Revalues: 490 | GridSize: 17
Generation 3 | Revalues: 676 | GridSize: 26
Generation 4 | Revalues: 864 | GridSize: 27
Generation 5 | Revalues: 1048 | GridSize: 30
Generation 6 | Revalues: 1238 | GridSize: 22
Generation 7 | Revalues: 1420 | GridSize: 23
Generation 8 | Revalues: 1610 | GridSize: 21
Generation 9 | Revalues: 1822 | GridSize: 29
Generation 10 | Revalues: 2000 | GridSize: 28
Generation 11 | Revalues: 2178 | GridSize: 33
Generation 12 | Revalues: 2370 | GridSize: 33
Generation 13 | Revalues: 2550 | GridSize: 33
Generation 14 | Revalues: 2788 | GridSize: 43
Generation 15 | Revalues: 2988 | GridSize: 49
Generation 16 | Revalues: 3206 | GridSize: 48
Generation 17 | Revalues: 3408 | GridSize: 53
Generation 18 | Revalues: 3612 | GridSize: 57
Generation 19 | Revalues: 3800 | GridSize: 60
Generation 20 | Revalues: 4018 | GridSize: 67
Generation 21 | Revalues: 4232 | GridSize: 70
Generation 22 | Revalues: 4424 | GridSize: 81
Generation 23 | Revalues: 4638 | GridSize: 83
Generation 24 | Revalues: 4846 | GridSize: 76
Generation 25 | Revalues: 5044 | GridSize: 72
Generation 26 | Revalues: 5248 | GridSize: 70
Generation 27 | Revalues: 5454 | GridSize: 71
Generation 28 | Revalues: 5668 | GridSize: 78
Generation 29 | Revalues: 5870 | GridSize: 81
Generation 30 | Revalues: 6062 | GridSize: 82
Generation 31 | Revalues: 6264 | GridSize: 84
Generation 32 | Revalues: 6486 | GridSize: 92
Generation 33 | Revalues: 6688 | GridSize: 92
Generation 34 | Revalues: 6872 | GridSize: 98
Generation 35 | Revalues: 7066 | GridSize: 98
Generation 36 | Revalues: 7286 | GridSize: 98
Generation 37 | Revalues: 7486 | GridSize: 104
Generation 38 | Revalues: 7688 | GridSize: 106
Generation 39 | Revalues: 7878 | GridSize: 107
Generation 40 | Revalues: 8066 | GridSize: 100
Generation 41 | Revalues: 8282 | GridSize: 101
Generation 42 | Revalues: 8486 | GridSize: 93
Generation 43 | Revalues: 8702 | GridSize: 101
Generation 44 | Revalues: 8930 | GridSize: 102
Generation 45 | Revalues: 9132 | GridSize: 112
Generation 46 | Revalues: 9348 | GridSize: 116
Generation 47 | Revalues: 9568 | GridSize: 118
Generation 48 | Revalues: 9770 | GridSize: 111
Generation 49 | Revalues: 9982 | GridSize: 113
Generation 50 | Revalues: 10180 | GridSize: 115
Generation 51 | Revalues: 10364 | GridSize: 121
Generation 52 | Revalues: 10560 | GridSize: 119
Generation 53 | Revalues: 10744 | GridSize: 118
Generation 54 | Revalues: 10936 | GridSize: 117
Generation 55 | Revalues: 11134 | GridSize: 122
Generation 56 | Revalues: 11354 | GridSize: 128
Generation 57 | Revalues: 11530 | GridSize: 120
Generation 58 | Revalues: 11714 | GridSize: 122
Generation 59 | Revalues: 11916 | GridSize: 124
Generation 60 | Revalues: 12120 | GridSize: 119
Generation 61 | Revalues: 12332 | GridSize: 124
Generation 62 | Revalues: 12550 | GridSize: 117
Generation 63 | Revalues: 12752 | GridSize: 125
Generation 64 | Revalues: 12968 | GridSize: 127
Generation 65 | Revalues: 13186 | GridSize: 130
Generation 66 | Revalues: 13378 | GridSize: 127
Generation 67 | Revalues: 13590 | GridSize: 117
Generation 68 | Revalues: 13792 | GridSize: 124
Generation 69 | Revalues: 13984 | GridSize: 125
Generation 70 | Revalues: 14194 | GridSize: 137
Generation 71 | Revalues: 14396 | GridSize: 137
Generation 72 | Revalues: 14590 | GridSize: 138
Generation 73 | Revalues: 14774 | GridSize: 129
Generation 74 | Revalues: 14976 | GridSize: 134
Generation 75 | Revalues: 15168 | GridSize: 136
Generation 76 | Revalues: 15370 | GridSize: 122
Generation 77 | Revalues: 15550 | GridSize: 110
Generation 78 | Revalues: 15758 | GridSize: 110
Generation 79 | Revalues: 15934 | GridSize: 109
Generation 80 | Revalues: 16118 | GridSize: 114
Generation 81 | Revalues: 16328 | GridSize: 106
Generation 82 | Revalues: 16550 | GridSize: 117
Generation 83 | Revalues: 16744 | GridSize: 122
Generation 84 | Revalues: 16922 | GridSize: 121
Generation 85 | Revalues: 17102 | GridSize: 124
Generation 86 | Revalues: 17312 | GridSize: 123
Generation 87 | Revalues: 17506 | GridSize: 128
Generation 88 | Revalues: 17704 | GridSize: 127
Generation 89 | Revalues: 17906 | GridSize: 121
Generation 90 | Revalues: 18106 | GridSize: 123
Generation 91 | Revalues: 18304 | GridSize: 124
Generation 92 | Revalues: 18486 | GridSize: 120
Generation 93 | Revalues: 18674 | GridSize: 117
Generation 94 | Revalues: 18898 | GridSize: 112
Generation 95 | Revalues: 19088 | GridSize: 112
Generation 96 | Revalues: 19276 | GridSize: 116
Generation 97 | Revalues: 19474 | GridSize: 128
Generation 98 | Revalues: 19648 | GridSize: 125
Generation 99 | Revalues: 19844 | GridSize: 126
Generation 100 | Revalues: 20064 | GridSize: 128
Generation 101 | Revalues: 20276 | GridSize: 127
Generation 102 | Revalues: 20444 | GridSize: 131
Generation 103 | Revalues: 20642 | GridSize: 125
Generation 104 | Revalues: 20836 | GridSize: 129
Generation 105 | Revalues: 21040 | GridSize: 128
Generation 106 | Revalues: 21230 | GridSize: 130
Generation 107 | Revalues: 21418 | GridSize: 137
Generation 108 | Revalues: 21628 | GridSize: 142
Generation 109 | Revalues: 21794 | GridSize: 143
Generation 110 | Revalues: 21984 | GridSize: 144
Generation 111 | Revalues: 22188 | GridSize: 155
Generation 112 | Revalues: 22394 | GridSize: 145
Generation 113 | Revalues: 22594 | GridSize: 148
Generation 114 | Revalues: 22778 | GridSize: 150
Generation 115 | Revalues: 22980 | GridSize: 153
Generation 116 | Revalues: 23172 | GridSize: 144
Generation 117 | Revalues: 23364 | GridSize: 145
Generation 118 | Revalues: 23558 | GridSize: 152
Generation 119 | Revalues: 23766 | GridSize: 148
Generation 120 | Revalues: 23976 | GridSize: 141
Generation 121 | Revalues: 24186 | GridSize: 148
Generation 122 | Revalues: 24362 | GridSize: 149
Generation 123 | Revalues: 24578 | GridSize: 154
Generation 124 | Revalues: 24794 | GridSize: 161
Generation 125 | Revalues: 25010 | GridSize: 158
Generation 126 | Revalues: 25210 | GridSize: 148
Generation 127 | Revalues: 25428 | GridSize: 142
Generation 128 | Revalues: 25644 | GridSize: 146
Generation 129 | Revalues: 25838 | GridSize: 151
Generation 130 | Revalues: 26048 | GridSize: 165
Generation 131 | Revalues: 26252 | GridSize: 149
Generation 132 | Revalues: 26442 | GridSize: 158
Generation 133 | Revalues: 26638 | GridSize: 146
Generation 134 | Revalues: 26844 | GridSize: 150
Generation 135 | Revalues: 27046 | GridSize: 135
Generation 136 | Revalues: 27242 | GridSize: 133
Generation 137 | Revalues: 27438 | GridSize: 128
Generation 138 | Revalues: 27626 | GridSize: 138
Generation 139 | Revalues: 27830 | GridSize: 139
Generation 140 | Revalues: 28032 | GridSize: 136
Generation 141 | Revalues: 28238 | GridSize: 149
Generation 142 | Revalues: 28438 | GridSize: 151
Generation 143 | Revalues: 28654 | GridSize: 150
Generation 144 | Revalues: 28836 | GridSize: 153
Generation 145 | Revalues: 29008 | GridSize: 156
Generation 146 | Revalues: 29216 | GridSize: 160
Generation 147 | Revalues: 29428 | GridSize: 167
Generation 148 | Revalues: 29608 | GridSize: 166
Generation 149 | Revalues: 29810 | GridSize: 158
Generation 150 | Revalues: 30030 | GridSize: 158
Generation 151 | Revalues: 30220 | GridSize: 162
Generation 152 | Revalues: 30394 | GridSize: 164
Generation 153 | Revalues: 30602 | GridSize: 156
Generation 154 | Revalues: 30776 | GridSize: 158
Generation 155 | Revalues: 30940 | GridSize: 158
Generation 156 | Revalues: 31144 | GridSize: 155
Generation 157 | Revalues: 31322 | GridSize: 162
Generation 158 | Revalues: 31532 | GridSize: 174
Generation 159 | Revalues: 31746 | GridSize: 176
Generation 160 | Revalues: 31944 | GridSize: 184
Generation 161 | Revalues: 32154 | GridSize: 182
Generation 162 | Revalues: 32354 | GridSize: 183
Generation 163 | Revalues: 32568 | GridSize: 188
Generation 164 | Revalues: 32744 | GridSize: 187
Generation 165 | Revalues: 32940 | GridSize: 183
Generation 166 | Revalues: 33170 | GridSize: 181
Generation 167 | Revalues: 33390 | GridSize: 182
Generation 168 | Revalues: 33604 | GridSize: 190
Generation 169 | Revalues: 33810 | GridSize: 187
Generation 170 | Revalues: 34002 | GridSize: 189
Generation 171 | Revalues: 34190 | GridSize: 187
Generation 172 | Revalues: 34394 | GridSize: 181
Generation 173 | Revalues: 34582 | GridSize: 185
Generation 174 | Revalues: 34774 | GridSize: 184
Generation 175 | Revalues: 34972 | GridSize: 187
Generation 176 | Revalues: 35170 | GridSize: 199
Generation 177 | Revalues: 35362 | GridSize: 199
Generation 178 | Revalues: 35540 | GridSize: 198
Generation 179 | Revalues: 35758 | GridSize: 183
Generation 180 | Revalues: 35986 | GridSize: 185
Generation 181 | Revalues: 36190 | GridSize: 194
Generation 182 | Revalues: 36370 | GridSize: 196
Generation 183 | Revalues: 36564 | GridSize: 203
Generation 184 | Revalues: 36750 | GridSize: 205
Generation 185 | Revalues: 36944 | GridSize: 205
Generation 186 | Revalues: 37124 | GridSize: 211
Generation 187 | Revalues: 37288 | GridSize: 217
Generation 188 | Revalues: 37498 | GridSize: 218
Generation 189 | Revalues: 37706 | GridSize: 206
Generation 190 | Revalues: 37912 | GridSize: 209
Generation 191 | Revalues: 38098 | GridSize: 198
Generation 192 | Revalues: 38290 | GridSize: 206
Generation 193 | Revalues: 38518 | GridSize: 202
Generation 194 | Revalues: 38742 | GridSize: 208
Generation 195 | Revalues: 38932 | GridSize: 210
Generation 196 | Revalues: 39152 | GridSize: 207
Generation 197 | Revalues: 39374 | GridSize: 212
Generation 198 | Revalues: 39568 | GridSize: 215
Generation 199 | Revalues: 39764 | GridSize: 210
Generation 200 | Revalues: 39974 | GridSize: 216
Generation 201 | Revalues: 40186 | GridSize: 208
Generation 202 | Revalues: 40412 | GridSize: 218
Generation 203 | Revalues: 40610 | GridSize: 207
Generation 204 | Revalues: 40834 | GridSize: 207
Generation 205 | Revalues: 41022 | GridSize: 209
Generation 206 | Revalues: 41236 | GridSize: 213
Generation 207 | Revalues: 41432 | GridSize: 212
Generation 208 | Revalues: 41630 | GridSize: 218
Generation 209 | Revalues: 41828 | GridSize: 228
Generation 210 | Revalues: 42012 | GridSize: 228
Generation 211 | Revalues: 42234 | GridSize: 228
