Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
65,0.286,0.1334316304,-0.0662136185,2.5235871507,0.3075041463,0.218,0.1275774275,-0.1206285984,3.3220396791,0.4696784905,0.496,0.1611955334,-0.012063763,2.1587733414,-0.1786145764,0.496,0.1611955334,-0.012063763,2.1587733414,-0.1786145764
