Instance,SBS_Prediction
0,0.7279907769054996
1,0.7901364409739997
10,0.7842905925585001
100,0.7669549077885001
101,0.7862047876370007
102,0.7908207630905004
103,0.7607030564225005
104,0.7397507630715006
105,0.7350395887185001
106,0.7264439613725002
107,0.718975100641
108,0.7179204992599996
109,0.7344132898819998
11,0.7659492204374999
110,0.7792315087594998
111,0.7770373411885002
112,0.7610263159465
113,0.7579394763329997
114,0.7409413684149995
115,0.7492817842164996
116,0.7483475041739994
117,0.7394169201284995
118,0.7374468850264998
119,0.7354066140129994
12,0.7271890267735002
120,0.7358049659825002
121,0.7439773727574999
122,0.7471147317210004
123,0.7487316150910004
124,0.7572527432385
125,0.7676233714610001
126,0.7687860708829999
127,0.7576036272544999
128,0.7704188430560002
129,0.7569906194675002
13,0.7636336772740004
130,0.7786673832125003
131,0.7587363116945004
132,0.7555803506550001
133,0.7530541839634997
134,0.7567897994220003
135,0.7746418914349994
136,0.796758088521
137,0.7968914352229995
138,0.7863263848834992
139,0.7652415509169996
14,0.7815314737579996
140,0.796931173744
141,0.8159072704865001
142,0.818056575871
143,0.8024655832864996
144,0.8082008671693001
145,0.8195811934381997
146,0.8122407706618999
147,0.8023779658895002
148,0.8035946470991499
149,0.8113379677112501
15,0.8146856710885999
150,0.8297066171528996
151,0.8129546298537498
152,0.8147093260419999
153,0.8191125951645003
154,0.8134710653104499
155,0.80683396252725
156,0.8110313694676496
157,0.80949816351735
158,0.8158824923599997
159,0.8167427469861497
16,0.8085907813388999
160,0.80611149563155
161,0.80422903879195
162,0.8086033524772998
163,0.8126538128208499
164,0.8054177999327495
