Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 332 | GridSize: 6
Generation 2 | Revalues: 544 | GridSize: 9
Generation 3 | Revalues: 770 | GridSize: 4
Generation 4 | Revalues: 952 | GridSize: 9
Generation 5 | Revalues: 1184 | GridSize: 13
Generation 6 | Revalues: 1406 | GridSize: 12
Generation 7 | Revalues: 1630 | GridSize: 16
Generation 8 | Revalues: 1854 | GridSize: 24
Generation 9 | Revalues: 2068 | GridSize: 22
Generation 10 | Revalues: 2288 | GridSize: 26
Generation 11 | Revalues: 2492 | GridSize: 26
Generation 12 | Revalues: 2720 | GridSize: 33
Generation 13 | Revalues: 2940 | GridSize: 18
Generation 14 | Revalues: 3168 | GridSize: 23
Generation 15 | Revalues: 3386 | GridSize: 21
Generation 16 | Revalues: 3610 | GridSize: 20
Generation 17 | Revalues: 3832 | GridSize: 18
Generation 18 | Revalues: 4024 | GridSize: 24
Generation 19 | Revalues: 4248 | GridSize: 25
Generation 20 | Revalues: 4472 | GridSize: 30
Generation 21 | Revalues: 4686 | GridSize: 26
Generation 22 | Revalues: 4904 | GridSize: 29
Generation 23 | Revalues: 5122 | GridSize: 37
Generation 24 | Revalues: 5356 | GridSize: 33
Generation 25 | Revalues: 5578 | GridSize: 25
Generation 26 | Revalues: 5790 | GridSize: 29
Generation 27 | Revalues: 6010 | GridSize: 30
Generation 28 | Revalues: 6224 | GridSize: 31
Generation 29 | Revalues: 6450 | GridSize: 35
Generation 30 | Revalues: 6690 | GridSize: 38
Generation 31 | Revalues: 6902 | GridSize: 30
Generation 32 | Revalues: 7138 | GridSize: 38
Generation 33 | Revalues: 7380 | GridSize: 39
Generation 34 | Revalues: 7602 | GridSize: 39
Generation 35 | Revalues: 7840 | GridSize: 34
Generation 36 | Revalues: 8056 | GridSize: 41
Generation 37 | Revalues: 8262 | GridSize: 31
Generation 38 | Revalues: 8496 | GridSize: 40
Generation 39 | Revalues: 8702 | GridSize: 38
Generation 40 | Revalues: 8920 | GridSize: 30
Generation 41 | Revalues: 9118 | GridSize: 26
Generation 42 | Revalues: 9316 | GridSize: 29
Generation 43 | Revalues: 9532 | GridSize: 29
Generation 44 | Revalues: 9774 | GridSize: 28
Generation 45 | Revalues: 9984 | GridSize: 24
Generation 46 | Revalues: 10238 | GridSize: 29
Generation 47 | Revalues: 10472 | GridSize: 21
Generation 48 | Revalues: 10678 | GridSize: 20
Generation 49 | Revalues: 10912 | GridSize: 25
Generation 50 | Revalues: 11140 | GridSize: 22
Generation 51 | Revalues: 11352 | GridSize: 24
Generation 52 | Revalues: 11552 | GridSize: 31
Generation 53 | Revalues: 11754 | GridSize: 32
Generation 54 | Revalues: 11984 | GridSize: 27
Generation 55 | Revalues: 12216 | GridSize: 29
Generation 56 | Revalues: 12424 | GridSize: 37
Generation 57 | Revalues: 12648 | GridSize: 41
Generation 58 | Revalues: 12862 | GridSize: 31
Generation 59 | Revalues: 13048 | GridSize: 32
Generation 60 | Revalues: 13264 | GridSize: 30
Generation 61 | Revalues: 13472 | GridSize: 33
Generation 62 | Revalues: 13678 | GridSize: 30
Generation 63 | Revalues: 13900 | GridSize: 26
Generation 64 | Revalues: 14112 | GridSize: 28
Generation 65 | Revalues: 14314 | GridSize: 34
Generation 66 | Revalues: 14554 | GridSize: 25
Generation 67 | Revalues: 14768 | GridSize: 29
Generation 68 | Revalues: 14998 | GridSize: 27
Generation 69 | Revalues: 15224 | GridSize: 26
Generation 70 | Revalues: 15420 | GridSize: 23
Generation 71 | Revalues: 15650 | GridSize: 28
Generation 72 | Revalues: 15850 | GridSize: 31
Generation 73 | Revalues: 16058 | GridSize: 31
Generation 74 | Revalues: 16268 | GridSize: 28
Generation 75 | Revalues: 16496 | GridSize: 24
Generation 76 | Revalues: 16714 | GridSize: 23
Generation 77 | Revalues: 16920 | GridSize: 24
Generation 78 | Revalues: 17146 | GridSize: 25
Generation 79 | Revalues: 17370 | GridSize: 26
Generation 80 | Revalues: 17584 | GridSize: 19
Generation 81 | Revalues: 17834 | GridSize: 17
Generation 82 | Revalues: 18038 | GridSize: 16
Generation 83 | Revalues: 18254 | GridSize: 22
Generation 84 | Revalues: 18450 | GridSize: 25
Generation 85 | Revalues: 18680 | GridSize: 25
Generation 86 | Revalues: 18884 | GridSize: 28
Generation 87 | Revalues: 19094 | GridSize: 30
Generation 88 | Revalues: 19340 | GridSize: 36
Generation 89 | Revalues: 19574 | GridSize: 36
Generation 90 | Revalues: 19798 | GridSize: 33
Generation 91 | Revalues: 20014 | GridSize: 32
Generation 92 | Revalues: 20220 | GridSize: 33
Generation 93 | Revalues: 20436 | GridSize: 31
Generation 94 | Revalues: 20632 | GridSize: 40
Generation 95 | Revalues: 20858 | GridSize: 36
Generation 96 | Revalues: 21074 | GridSize: 38
Generation 97 | Revalues: 21284 | GridSize: 40
Generation 98 | Revalues: 21504 | GridSize: 35
Generation 99 | Revalues: 21724 | GridSize: 44
Generation 100 | Revalues: 21914 | GridSize: 43
Generation 101 | Revalues: 22132 | GridSize: 52
Generation 102 | Revalues: 22374 | GridSize: 52
Generation 103 | Revalues: 22606 | GridSize: 52
Generation 104 | Revalues: 22802 | GridSize: 54
Generation 105 | Revalues: 23034 | GridSize: 55
Generation 106 | Revalues: 23252 | GridSize: 60
Generation 107 | Revalues: 23470 | GridSize: 65
Generation 108 | Revalues: 23682 | GridSize: 59
Generation 109 | Revalues: 23884 | GridSize: 72
Generation 110 | Revalues: 24092 | GridSize: 54
Generation 111 | Revalues: 24302 | GridSize: 60
Generation 112 | Revalues: 24540 | GridSize: 52
Generation 113 | Revalues: 24778 | GridSize: 52
Generation 114 | Revalues: 25006 | GridSize: 49
Generation 115 | Revalues: 25234 | GridSize: 45
Generation 116 | Revalues: 25474 | GridSize: 42
Generation 117 | Revalues: 25702 | GridSize: 46
Generation 118 | Revalues: 25928 | GridSize: 46
Generation 119 | Revalues: 26152 | GridSize: 58
Generation 120 | Revalues: 26372 | GridSize: 56
Generation 121 | Revalues: 26576 | GridSize: 49
Generation 122 | Revalues: 26826 | GridSize: 52
Generation 123 | Revalues: 27044 | GridSize: 51
Generation 124 | Revalues: 27256 | GridSize: 43
Generation 125 | Revalues: 27458 | GridSize: 40
Generation 126 | Revalues: 27676 | GridSize: 47
Generation 127 | Revalues: 27868 | GridSize: 39
Generation 128 | Revalues: 28076 | GridSize: 44
Generation 129 | Revalues: 28302 | GridSize: 46
Generation 130 | Revalues: 28504 | GridSize: 50
Generation 131 | Revalues: 28722 | GridSize: 44
Generation 132 | Revalues: 28946 | GridSize: 47
