Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 344 | GridSize: 8
Generation 2 | Revalues: 590 | GridSize: 9
Generation 3 | Revalues: 828 | GridSize: 10
Generation 4 | Revalues: 1052 | GridSize: 12
Generation 5 | Revalues: 1244 | GridSize: 8
Generation 6 | Revalues: 1482 | GridSize: 8
Generation 7 | Revalues: 1698 | GridSize: 11
Generation 8 | Revalues: 1940 | GridSize: 20
Generation 9 | Revalues: 2156 | GridSize: 16
Generation 10 | Revalues: 2366 | GridSize: 14
Generation 11 | Revalues: 2576 | GridSize: 17
Generation 12 | Revalues: 2792 | GridSize: 10
Generation 13 | Revalues: 2994 | GridSize: 15
Generation 14 | Revalues: 3192 | GridSize: 25
Generation 15 | Revalues: 3402 | GridSize: 26
Generation 16 | Revalues: 3632 | GridSize: 35
Generation 17 | Revalues: 3852 | GridSize: 19
Generation 18 | Revalues: 4068 | GridSize: 19
Generation 19 | Revalues: 4284 | GridSize: 20
Generation 20 | Revalues: 4526 | GridSize: 26
Generation 21 | Revalues: 4746 | GridSize: 24
Generation 22 | Revalues: 4968 | GridSize: 21
Generation 23 | Revalues: 5192 | GridSize: 19
Generation 24 | Revalues: 5416 | GridSize: 20
Generation 25 | Revalues: 5620 | GridSize: 20
Generation 26 | Revalues: 5852 | GridSize: 23
Generation 27 | Revalues: 6060 | GridSize: 27
Generation 28 | Revalues: 6266 | GridSize: 17
Generation 29 | Revalues: 6490 | GridSize: 25
Generation 30 | Revalues: 6706 | GridSize: 24
Generation 31 | Revalues: 6884 | GridSize: 24
Generation 32 | Revalues: 7122 | GridSize: 22
Generation 33 | Revalues: 7344 | GridSize: 14
Generation 34 | Revalues: 7582 | GridSize: 16
Generation 35 | Revalues: 7796 | GridSize: 29
Generation 36 | Revalues: 7972 | GridSize: 24
Generation 37 | Revalues: 8198 | GridSize: 25
Generation 38 | Revalues: 8400 | GridSize: 35
Generation 39 | Revalues: 8620 | GridSize: 24
