Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 314 | GridSize: 13
Generation 2 | Revalues: 490 | GridSize: 17
Generation 3 | Revalues: 678 | GridSize: 18
Generation 4 | Revalues: 842 | GridSize: 16
Generation 5 | Revalues: 1070 | GridSize: 12
Generation 6 | Revalues: 1262 | GridSize: 17
Generation 7 | Revalues: 1470 | GridSize: 10
Generation 8 | Revalues: 1662 | GridSize: 19
Generation 9 | Revalues: 1852 | GridSize: 23
Generation 10 | Revalues: 2036 | GridSize: 28
Generation 11 | Revalues: 2254 | GridSize: 30
Generation 12 | Revalues: 2446 | GridSize: 33
Generation 13 | Revalues: 2610 | GridSize: 37
Generation 14 | Revalues: 2800 | GridSize: 35
Generation 15 | Revalues: 3014 | GridSize: 36
Generation 16 | Revalues: 3230 | GridSize: 42
Generation 17 | Revalues: 3420 | GridSize: 38
Generation 18 | Revalues: 3612 | GridSize: 41
Generation 19 | Revalues: 3776 | GridSize: 43
Generation 20 | Revalues: 3968 | GridSize: 40
Generation 21 | Revalues: 4176 | GridSize: 45
Generation 22 | Revalues: 4392 | GridSize: 49
Generation 23 | Revalues: 4580 | GridSize: 52
Generation 24 | Revalues: 4778 | GridSize: 54
Generation 25 | Revalues: 4970 | GridSize: 53
Generation 26 | Revalues: 5176 | GridSize: 52
Generation 27 | Revalues: 5374 | GridSize: 51
Generation 28 | Revalues: 5578 | GridSize: 54
Generation 29 | Revalues: 5806 | GridSize: 61
Generation 30 | Revalues: 5996 | GridSize: 56
Generation 31 | Revalues: 6180 | GridSize: 54
Generation 32 | Revalues: 6382 | GridSize: 58
Generation 33 | Revalues: 6576 | GridSize: 52
Generation 34 | Revalues: 6782 | GridSize: 59
Generation 35 | Revalues: 6998 | GridSize: 67
Generation 36 | Revalues: 7200 | GridSize: 67
Generation 37 | Revalues: 7374 | GridSize: 72
Generation 38 | Revalues: 7574 | GridSize: 72
Generation 39 | Revalues: 7782 | GridSize: 78
Generation 40 | Revalues: 7980 | GridSize: 78
Generation 41 | Revalues: 8182 | GridSize: 82
Generation 42 | Revalues: 8356 | GridSize: 78
Generation 43 | Revalues: 8558 | GridSize: 85
Generation 44 | Revalues: 8780 | GridSize: 84
Generation 45 | Revalues: 8968 | GridSize: 83
Generation 46 | Revalues: 9158 | GridSize: 88
Generation 47 | Revalues: 9358 | GridSize: 90
Generation 48 | Revalues: 9568 | GridSize: 91
Generation 49 | Revalues: 9756 | GridSize: 96
Generation 50 | Revalues: 9958 | GridSize: 97
Generation 51 | Revalues: 10172 | GridSize: 99
Generation 52 | Revalues: 10352 | GridSize: 99
Generation 53 | Revalues: 10544 | GridSize: 104
Generation 54 | Revalues: 10732 | GridSize: 101
Generation 55 | Revalues: 10934 | GridSize: 104
Generation 56 | Revalues: 11130 | GridSize: 107
Generation 57 | Revalues: 11328 | GridSize: 107
Generation 58 | Revalues: 11526 | GridSize: 108
Generation 59 | Revalues: 11720 | GridSize: 110
Generation 60 | Revalues: 11932 | GridSize: 115
Generation 61 | Revalues: 12112 | GridSize: 113
Generation 62 | Revalues: 12314 | GridSize: 120
Generation 63 | Revalues: 12516 | GridSize: 110
Generation 64 | Revalues: 12710 | GridSize: 110
Generation 65 | Revalues: 12904 | GridSize: 113
Generation 66 | Revalues: 13086 | GridSize: 114
Generation 67 | Revalues: 13266 | GridSize: 120
Generation 68 | Revalues: 13466 | GridSize: 125
Generation 69 | Revalues: 13672 | GridSize: 126
Generation 70 | Revalues: 13898 | GridSize: 118
Generation 71 | Revalues: 14090 | GridSize: 120
Generation 72 | Revalues: 14286 | GridSize: 122
Generation 73 | Revalues: 14496 | GridSize: 125
Generation 74 | Revalues: 14670 | GridSize: 123
Generation 75 | Revalues: 14866 | GridSize: 121
