Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 332 | GridSize: 4
Generation 2 | Revalues: 564 | GridSize: 8
Generation 3 | Revalues: 778 | GridSize: 17
Generation 4 | Revalues: 970 | GridSize: 10
Generation 5 | Revalues: 1180 | GridSize: 14
Generation 6 | Revalues: 1386 | GridSize: 20
Generation 7 | Revalues: 1610 | GridSize: 20
Generation 8 | Revalues: 1824 | GridSize: 12
Generation 9 | Revalues: 2040 | GridSize: 23
Generation 10 | Revalues: 2250 | GridSize: 22
Generation 11 | Revalues: 2460 | GridSize: 13
Generation 12 | Revalues: 2686 | GridSize: 21
Generation 13 | Revalues: 2928 | GridSize: 26
Generation 14 | Revalues: 3166 | GridSize: 22
Generation 15 | Revalues: 3382 | GridSize: 19
Generation 16 | Revalues: 3598 | GridSize: 20
Generation 17 | Revalues: 3808 | GridSize: 24
Generation 18 | Revalues: 4040 | GridSize: 27
Generation 19 | Revalues: 4270 | GridSize: 20
Generation 20 | Revalues: 4502 | GridSize: 18
Generation 21 | Revalues: 4696 | GridSize: 19
Generation 22 | Revalues: 4926 | GridSize: 21
Generation 23 | Revalues: 5138 | GridSize: 28
Generation 24 | Revalues: 5378 | GridSize: 20
Generation 25 | Revalues: 5608 | GridSize: 26
Generation 26 | Revalues: 5826 | GridSize: 22
Generation 27 | Revalues: 6078 | GridSize: 27
Generation 28 | Revalues: 6300 | GridSize: 26
Generation 29 | Revalues: 6524 | GridSize: 26
Generation 30 | Revalues: 6732 | GridSize: 23
Generation 31 | Revalues: 6940 | GridSize: 16
Generation 32 | Revalues: 7164 | GridSize: 19
Generation 33 | Revalues: 7402 | GridSize: 19
Generation 34 | Revalues: 7638 | GridSize: 24
Generation 35 | Revalues: 7854 | GridSize: 29
Generation 36 | Revalues: 8076 | GridSize: 31
Generation 37 | Revalues: 8320 | GridSize: 32
Generation 38 | Revalues: 8550 | GridSize: 36
Generation 39 | Revalues: 8768 | GridSize: 36
Generation 40 | Revalues: 8966 | GridSize: 33
Generation 41 | Revalues: 9194 | GridSize: 30
Generation 42 | Revalues: 9446 | GridSize: 31
Generation 43 | Revalues: 9670 | GridSize: 26
Generation 44 | Revalues: 9890 | GridSize: 29
Generation 45 | Revalues: 10146 | GridSize: 31
Generation 46 | Revalues: 10362 | GridSize: 37
Generation 47 | Revalues: 10580 | GridSize: 37
Generation 48 | Revalues: 10802 | GridSize: 32
Generation 49 | Revalues: 11024 | GridSize: 40
Generation 50 | Revalues: 11258 | GridSize: 38
Generation 51 | Revalues: 11464 | GridSize: 42
Generation 52 | Revalues: 11682 | GridSize: 41
Generation 53 | Revalues: 11880 | GridSize: 43
Generation 54 | Revalues: 12118 | GridSize: 40
Generation 55 | Revalues: 12340 | GridSize: 44
Generation 56 | Revalues: 12576 | GridSize: 48
Generation 57 | Revalues: 12794 | GridSize: 42
Generation 58 | Revalues: 13028 | GridSize: 39
Generation 59 | Revalues: 13258 | GridSize: 36
Generation 60 | Revalues: 13476 | GridSize: 36
Generation 61 | Revalues: 13710 | GridSize: 41
Generation 62 | Revalues: 13930 | GridSize: 47
Generation 63 | Revalues: 14176 | GridSize: 57
Generation 64 | Revalues: 14390 | GridSize: 50
Generation 65 | Revalues: 14606 | GridSize: 57
Generation 66 | Revalues: 14820 | GridSize: 56
Generation 67 | Revalues: 15052 | GridSize: 58
Generation 68 | Revalues: 15264 | GridSize: 57
Generation 69 | Revalues: 15496 | GridSize: 50
Generation 70 | Revalues: 15700 | GridSize: 56
Generation 71 | Revalues: 15920 | GridSize: 59
Generation 72 | Revalues: 16124 | GridSize: 55
Generation 73 | Revalues: 16338 | GridSize: 63
Generation 74 | Revalues: 16540 | GridSize: 63
Generation 75 | Revalues: 16766 | GridSize: 64
Generation 76 | Revalues: 16986 | GridSize: 73
Generation 77 | Revalues: 17192 | GridSize: 76
Generation 78 | Revalues: 17408 | GridSize: 83
Generation 79 | Revalues: 17626 | GridSize: 80
Generation 80 | Revalues: 17856 | GridSize: 69
Generation 81 | Revalues: 18050 | GridSize: 71
Generation 82 | Revalues: 18264 | GridSize: 68
Generation 83 | Revalues: 18484 | GridSize: 66
Generation 84 | Revalues: 18690 | GridSize: 63
Generation 85 | Revalues: 18926 | GridSize: 51
Generation 86 | Revalues: 19164 | GridSize: 59
Generation 87 | Revalues: 19390 | GridSize: 67
Generation 88 | Revalues: 19614 | GridSize: 64
Generation 89 | Revalues: 19858 | GridSize: 68
Generation 90 | Revalues: 20102 | GridSize: 73
Generation 91 | Revalues: 20342 | GridSize: 75
Generation 92 | Revalues: 20558 | GridSize: 74
Generation 93 | Revalues: 20766 | GridSize: 74
Generation 94 | Revalues: 20998 | GridSize: 67
Generation 95 | Revalues: 21230 | GridSize: 67
Generation 96 | Revalues: 21450 | GridSize: 62
Generation 97 | Revalues: 21680 | GridSize: 60
Generation 98 | Revalues: 21896 | GridSize: 61
Generation 99 | Revalues: 22116 | GridSize: 70
Generation 100 | Revalues: 22340 | GridSize: 64
Generation 101 | Revalues: 22576 | GridSize: 69
Generation 102 | Revalues: 22816 | GridSize: 65
Generation 103 | Revalues: 23044 | GridSize: 69
Generation 104 | Revalues: 23246 | GridSize: 78
Generation 105 | Revalues: 23462 | GridSize: 69
Generation 106 | Revalues: 23680 | GridSize: 66
Generation 107 | Revalues: 23906 | GridSize: 75
Generation 108 | Revalues: 24126 | GridSize: 84
Generation 109 | Revalues: 24348 | GridSize: 84
Generation 110 | Revalues: 24586 | GridSize: 80
Generation 111 | Revalues: 24810 | GridSize: 82
Generation 112 | Revalues: 25022 | GridSize: 88
Generation 113 | Revalues: 25246 | GridSize: 80
Generation 114 | Revalues: 25474 | GridSize: 78
Generation 115 | Revalues: 25694 | GridSize: 79
Generation 116 | Revalues: 25906 | GridSize: 81
Generation 117 | Revalues: 26100 | GridSize: 78
Generation 118 | Revalues: 26290 | GridSize: 75
Generation 119 | Revalues: 26494 | GridSize: 73
Generation 120 | Revalues: 26698 | GridSize: 67
Generation 121 | Revalues: 26900 | GridSize: 65
Generation 122 | Revalues: 27142 | GridSize: 67
Generation 123 | Revalues: 27376 | GridSize: 74
Generation 124 | Revalues: 27584 | GridSize: 83
Generation 125 | Revalues: 27798 | GridSize: 83
Generation 126 | Revalues: 28006 | GridSize: 78
Generation 127 | Revalues: 28200 | GridSize: 77
Generation 128 | Revalues: 28394 | GridSize: 70
Generation 129 | Revalues: 28622 | GridSize: 75
Generation 130 | Revalues: 28842 | GridSize: 76
Generation 131 | Revalues: 29068 | GridSize: 74
Generation 132 | Revalues: 29282 | GridSize: 71
Generation 133 | Revalues: 29528 | GridSize: 70
Generation 134 | Revalues: 29734 | GridSize: 73
Generation 135 | Revalues: 29962 | GridSize: 77
Generation 136 | Revalues: 30172 | GridSize: 80
Generation 137 | Revalues: 30414 | GridSize: 80
Generation 138 | Revalues: 30630 | GridSize: 75
Generation 139 | Revalues: 30848 | GridSize: 80
Generation 140 | Revalues: 31082 | GridSize: 91
Generation 141 | Revalues: 31324 | GridSize: 88
Generation 142 | Revalues: 31548 | GridSize: 86
Generation 143 | Revalues: 31772 | GridSize: 90
Generation 144 | Revalues: 32004 | GridSize: 87
Generation 145 | Revalues: 32238 | GridSize: 86
Generation 146 | Revalues: 32472 | GridSize: 83
Generation 147 | Revalues: 32666 | GridSize: 89
Generation 148 | Revalues: 32906 | GridSize: 88
Generation 149 | Revalues: 33104 | GridSize: 79
Generation 150 | Revalues: 33308 | GridSize: 74
Generation 151 | Revalues: 33546 | GridSize: 76
Generation 152 | Revalues: 33760 | GridSize: 81
Generation 153 | Revalues: 33978 | GridSize: 87
Generation 154 | Revalues: 34198 | GridSize: 92
Generation 155 | Revalues: 34434 | GridSize: 94
Generation 156 | Revalues: 34624 | GridSize: 100
Generation 157 | Revalues: 34870 | GridSize: 103
Generation 158 | Revalues: 35092 | GridSize: 105
Generation 159 | Revalues: 35308 | GridSize: 113
Generation 160 | Revalues: 35510 | GridSize: 108
Generation 161 | Revalues: 35738 | GridSize: 110
Generation 162 | Revalues: 35944 | GridSize: 108
Generation 163 | Revalues: 36164 | GridSize: 104
Generation 164 | Revalues: 36382 | GridSize: 104
Generation 165 | Revalues: 36632 | GridSize: 104
Generation 166 | Revalues: 36880 | GridSize: 109
Generation 167 | Revalues: 37098 | GridSize: 107
Generation 168 | Revalues: 37330 | GridSize: 110
Generation 169 | Revalues: 37538 | GridSize: 102
Generation 170 | Revalues: 37742 | GridSize: 101
Generation 171 | Revalues: 37954 | GridSize: 101
Generation 172 | Revalues: 38180 | GridSize: 100
Generation 173 | Revalues: 38388 | GridSize: 98
