Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 308 | GridSize: 8
Generation 2 | Revalues: 550 | GridSize: 16
Generation 3 | Revalues: 772 | GridSize: 12
Generation 4 | Revalues: 990 | GridSize: 11
Generation 5 | Revalues: 1194 | GridSize: 10
Generation 6 | Revalues: 1396 | GridSize: 10
Generation 7 | Revalues: 1604 | GridSize: 14
Generation 8 | Revalues: 1822 | GridSize: 10
Generation 9 | Revalues: 2028 | GridSize: 14
Generation 10 | Revalues: 2254 | GridSize: 6
Generation 11 | Revalues: 2474 | GridSize: 9
Generation 12 | Revalues: 2698 | GridSize: 12
Generation 13 | Revalues: 2928 | GridSize: 14
Generation 14 | Revalues: 3158 | GridSize: 11
Generation 15 | Revalues: 3394 | GridSize: 17
Generation 16 | Revalues: 3602 | GridSize: 18
Generation 17 | Revalues: 3808 | GridSize: 18
Generation 18 | Revalues: 4028 | GridSize: 19
Generation 19 | Revalues: 4246 | GridSize: 13
Generation 20 | Revalues: 4436 | GridSize: 15
Generation 21 | Revalues: 4664 | GridSize: 18
Generation 22 | Revalues: 4890 | GridSize: 21
Generation 23 | Revalues: 5108 | GridSize: 20
Generation 24 | Revalues: 5324 | GridSize: 22
Generation 25 | Revalues: 5540 | GridSize: 16
Generation 26 | Revalues: 5792 | GridSize: 15
Generation 27 | Revalues: 6018 | GridSize: 18
Generation 28 | Revalues: 6260 | GridSize: 17
Generation 29 | Revalues: 6496 | GridSize: 22
Generation 30 | Revalues: 6696 | GridSize: 16
Generation 31 | Revalues: 6934 | GridSize: 12
Generation 32 | Revalues: 7148 | GridSize: 14
Generation 33 | Revalues: 7356 | GridSize: 12
Generation 34 | Revalues: 7602 | GridSize: 17
Generation 35 | Revalues: 7838 | GridSize: 19
Generation 36 | Revalues: 8044 | GridSize: 23
Generation 37 | Revalues: 8258 | GridSize: 26
Generation 38 | Revalues: 8498 | GridSize: 25
Generation 39 | Revalues: 8698 | GridSize: 31
Generation 40 | Revalues: 8926 | GridSize: 27
Generation 41 | Revalues: 9160 | GridSize: 22
Generation 42 | Revalues: 9412 | GridSize: 17
Generation 43 | Revalues: 9638 | GridSize: 20
Generation 44 | Revalues: 9860 | GridSize: 16
Generation 45 | Revalues: 10092 | GridSize: 20
Generation 46 | Revalues: 10296 | GridSize: 20
Generation 47 | Revalues: 10530 | GridSize: 27
Generation 48 | Revalues: 10748 | GridSize: 35
Generation 49 | Revalues: 10966 | GridSize: 24
Generation 50 | Revalues: 11192 | GridSize: 29
Generation 51 | Revalues: 11400 | GridSize: 26
Generation 52 | Revalues: 11666 | GridSize: 30
Generation 53 | Revalues: 11870 | GridSize: 29
Generation 54 | Revalues: 12076 | GridSize: 25
Generation 55 | Revalues: 12326 | GridSize: 32
Generation 56 | Revalues: 12540 | GridSize: 26
Generation 57 | Revalues: 12744 | GridSize: 25
Generation 58 | Revalues: 12960 | GridSize: 21
Generation 59 | Revalues: 13196 | GridSize: 25
Generation 60 | Revalues: 13390 | GridSize: 24
Generation 61 | Revalues: 13634 | GridSize: 19
Generation 62 | Revalues: 13866 | GridSize: 19
Generation 63 | Revalues: 14088 | GridSize: 19
Generation 64 | Revalues: 14294 | GridSize: 25
Generation 65 | Revalues: 14522 | GridSize: 23
Generation 66 | Revalues: 14722 | GridSize: 26
Generation 67 | Revalues: 14962 | GridSize: 19
Generation 68 | Revalues: 15180 | GridSize: 23
Generation 69 | Revalues: 15374 | GridSize: 27
Generation 70 | Revalues: 15600 | GridSize: 32
Generation 71 | Revalues: 15832 | GridSize: 38
Generation 72 | Revalues: 16074 | GridSize: 29
Generation 73 | Revalues: 16300 | GridSize: 32
Generation 74 | Revalues: 16538 | GridSize: 37
Generation 75 | Revalues: 16760 | GridSize: 34
Generation 76 | Revalues: 16970 | GridSize: 38
Generation 77 | Revalues: 17220 | GridSize: 46
Generation 78 | Revalues: 17420 | GridSize: 32
Generation 79 | Revalues: 17642 | GridSize: 26
Generation 80 | Revalues: 17844 | GridSize: 28
Generation 81 | Revalues: 18066 | GridSize: 28
Generation 82 | Revalues: 18290 | GridSize: 27
Generation 83 | Revalues: 18496 | GridSize: 30
Generation 84 | Revalues: 18722 | GridSize: 29
Generation 85 | Revalues: 18938 | GridSize: 26
Generation 86 | Revalues: 19148 | GridSize: 24
Generation 87 | Revalues: 19352 | GridSize: 27
Generation 88 | Revalues: 19584 | GridSize: 33
Generation 89 | Revalues: 19816 | GridSize: 36
Generation 90 | Revalues: 20028 | GridSize: 37
Generation 91 | Revalues: 20256 | GridSize: 41
Generation 92 | Revalues: 20464 | GridSize: 39
Generation 93 | Revalues: 20734 | GridSize: 45
Generation 94 | Revalues: 20948 | GridSize: 49
Generation 95 | Revalues: 21158 | GridSize: 42
Generation 96 | Revalues: 21372 | GridSize: 45
Generation 97 | Revalues: 21598 | GridSize: 45
Generation 98 | Revalues: 21808 | GridSize: 40
Generation 99 | Revalues: 22010 | GridSize: 40
Generation 100 | Revalues: 22220 | GridSize: 42
Generation 101 | Revalues: 22450 | GridSize: 42
Generation 102 | Revalues: 22674 | GridSize: 41
Generation 103 | Revalues: 22892 | GridSize: 38
Generation 104 | Revalues: 23126 | GridSize: 37
Generation 105 | Revalues: 23334 | GridSize: 32
Generation 106 | Revalues: 23548 | GridSize: 40
Generation 107 | Revalues: 23750 | GridSize: 41
Generation 108 | Revalues: 23976 | GridSize: 41
Generation 109 | Revalues: 24216 | GridSize: 46
Generation 110 | Revalues: 24444 | GridSize: 44
Generation 111 | Revalues: 24654 | GridSize: 47
Generation 112 | Revalues: 24898 | GridSize: 47
Generation 113 | Revalues: 25124 | GridSize: 44
Generation 114 | Revalues: 25374 | GridSize: 46
Generation 115 | Revalues: 25604 | GridSize: 52
Generation 116 | Revalues: 25816 | GridSize: 57
Generation 117 | Revalues: 26036 | GridSize: 58
Generation 118 | Revalues: 26240 | GridSize: 60
Generation 119 | Revalues: 26462 | GridSize: 56
Generation 120 | Revalues: 26684 | GridSize: 59
Generation 121 | Revalues: 26906 | GridSize: 59
Generation 122 | Revalues: 27128 | GridSize: 60
Generation 123 | Revalues: 27334 | GridSize: 54
Generation 124 | Revalues: 27562 | GridSize: 57
Generation 125 | Revalues: 27794 | GridSize: 60
Generation 126 | Revalues: 28026 | GridSize: 57
Generation 127 | Revalues: 28252 | GridSize: 54
Generation 128 | Revalues: 28476 | GridSize: 53
Generation 129 | Revalues: 28686 | GridSize: 55
Generation 130 | Revalues: 28900 | GridSize: 56
Generation 131 | Revalues: 29096 | GridSize: 50
Generation 132 | Revalues: 29324 | GridSize: 53
Generation 133 | Revalues: 29534 | GridSize: 56
Generation 134 | Revalues: 29744 | GridSize: 58
Generation 135 | Revalues: 29958 | GridSize: 61
Generation 136 | Revalues: 30194 | GridSize: 61
Generation 137 | Revalues: 30406 | GridSize: 67
Generation 138 | Revalues: 30636 | GridSize: 72
Generation 139 | Revalues: 30860 | GridSize: 69
Generation 140 | Revalues: 31070 | GridSize: 67
Generation 141 | Revalues: 31292 | GridSize: 68
Generation 142 | Revalues: 31514 | GridSize: 69
Generation 143 | Revalues: 31728 | GridSize: 64
Generation 144 | Revalues: 31950 | GridSize: 69
Generation 145 | Revalues: 32158 | GridSize: 67
Generation 146 | Revalues: 32354 | GridSize: 68
Generation 147 | Revalues: 32584 | GridSize: 63
Generation 148 | Revalues: 32794 | GridSize: 62
Generation 149 | Revalues: 33040 | GridSize: 60
Generation 150 | Revalues: 33236 | GridSize: 62
Generation 151 | Revalues: 33430 | GridSize: 59
Generation 152 | Revalues: 33678 | GridSize: 61
Generation 153 | Revalues: 33890 | GridSize: 54
Generation 154 | Revalues: 34110 | GridSize: 59
Generation 155 | Revalues: 34332 | GridSize: 60
Generation 156 | Revalues: 34536 | GridSize: 64
Generation 157 | Revalues: 34744 | GridSize: 66
Generation 158 | Revalues: 34986 | GridSize: 67
Generation 159 | Revalues: 35198 | GridSize: 70
Generation 160 | Revalues: 35412 | GridSize: 71
Generation 161 | Revalues: 35602 | GridSize: 75
Generation 162 | Revalues: 35832 | GridSize: 74
Generation 163 | Revalues: 36040 | GridSize: 65
Generation 164 | Revalues: 36264 | GridSize: 61
Generation 165 | Revalues: 36492 | GridSize: 65
Generation 166 | Revalues: 36708 | GridSize: 66
Generation 167 | Revalues: 36942 | GridSize: 71
Generation 168 | Revalues: 37136 | GridSize: 66
Generation 169 | Revalues: 37364 | GridSize: 60
Generation 170 | Revalues: 37588 | GridSize: 53
Generation 171 | Revalues: 37808 | GridSize: 51
