Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
115,0.34,0.08,-0.5131578947,2.078125,-0.84375,0.26,0.0489897949,0.0384615385,1.1666666667,-0.4082482905,0.4,0.1095445115,-0.3333333333,2.5,0.9128709292,0.4,0.1095445115,-0.3333333333,2.5,0.9128709292
