Instance,SBS_Prediction
0,0.7293580094419998
1,0.7931169936654997
10,0.7835423316389993
100,0.763429662809
101,0.7905424189240006
102,0.8068025138605011
103,0.7684635240750005
104,0.7440920148280002
105,0.7272106985585003
106,0.7276890974400003
107,0.7149591040045
108,0.7048237036979998
109,0.7306322361554998
11,0.7644330078629996
110,0.7710241462795
111,0.7854112651055
112,0.7738516390105
113,0.7595217913460001
114,0.7423563990654998
115,0.7493071469074998
116,0.7366809787074992
117,0.7411014024199999
118,0.7407201361844997
119,0.7379187775344999
12,0.7324937366065
120,0.7393600836190001
121,0.7406821230405002
122,0.7426815837554998
123,0.7524046002690004
124,0.7549679671125
125,0.7598123405130001
126,0.7605101924979999
127,0.7735171266189996
128,0.7557709173434999
129,0.7536489361060005
13,0.7842409065150006
130,0.7705812166389997
131,0.7657706438395008
132,0.756261455797
133,0.7559277680894999
134,0.7522021278344999
135,0.7736293207915
136,0.7891163224130002
137,0.7921891819919992
138,0.7978105783584998
139,0.7777813252774997
14,0.7741377930339993
140,0.7960008115754998
141,0.8129077759720005
142,0.8176964820369998
143,0.80701102271835
144,0.8200309125644499
145,0.8040781605600001
146,0.8128272969566999
147,0.8056793506007
148,0.8010641423697996
149,0.8160328756855
15,0.8156581016405002
150,0.7981942266499498
151,0.8108164311397498
152,0.8094009793575505
153,0.8132306617264501
154,0.8087740932568995
155,0.8090615583075502
156,0.8196109932177997
157,0.8121077261057499
158,0.8085819664578499
159,0.8157164559637999
16,0.8152398566033999
160,0.8046988007731002
161,0.8115187813741501
162,0.8051020048318501
163,0.8225562542204993
164,0.8197263531404997
